protocol,subset,condition,fold,held_out,lambda,train_median_err_pct,n_train_views
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,12,brics-odroid-012_cam1,0.01,9.8634,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,12,brics-odroid-012_cam1,10.0,9.8283,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,12,brics-odroid-012_cam1,10.0,8.6435,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,13,brics-odroid-014_cam1,10.0,9.6245,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,13,brics-odroid-014_cam1,0.01,9.7407,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,13,brics-odroid-014_cam1,10.0,8.6395,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,14,brics-odroid-015_cam0,10.0,9.6245,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,14,brics-odroid-015_cam0,0.01,9.7407,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,14,brics-odroid-015_cam0,10.0,8.6395,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,15,brics-odroid-015_cam1,10.0,8.4835,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,15,brics-odroid-015_cam1,0.01,8.6713,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,15,brics-odroid-015_cam1,3.0,8.3855,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,16,brics-odroid-016_cam0,10.0,9.9535,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,16,brics-odroid-016_cam0,10.0,9.9925,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,16,brics-odroid-016_cam0,10.0,8.893,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,17,brics-odroid-017_cam0,10.0,9.9937,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,17,brics-odroid-017_cam0,10.0,10.006,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,17,brics-odroid-017_cam0,10.0,9.0672,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,18,brics-odroid-017_cam1,10.0,9.9937,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,18,brics-odroid-017_cam1,10.0,10.006,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,18,brics-odroid-017_cam1,10.0,9.1919,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,19,brics-odroid-019_cam1,10.0,9.9405,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,19,brics-odroid-019_cam1,10.0,9.9104,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,19,brics-odroid-019_cam1,10.0,8.7683,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,20,brics-odroid-020_cam0,10.0,9.3215,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,20,brics-odroid-020_cam0,0.01,9.6173,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,20,brics-odroid-020_cam0,10.0,8.6355,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,21,brics-odroid-020_cam1,0.01,9.5631,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,21,brics-odroid-020_cam1,10.0,9.4468,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,21,brics-odroid-020_cam1,10.0,8.5992,104
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,22,brics-odroid-021_cam0,10.0,8.4835,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,22,brics-odroid-021_cam0,0.01,8.6713,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,22,brics-odroid-021_cam0,10.0,8.2907,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,23,brics-odroid-021_cam1,10.0,9.1947,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,23,brics-odroid-021_cam1,3.0,9.3179,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,23,brics-odroid-021_cam1,10.0,8.5992,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,25,brics-odroid-022_cam1,10.0,9.3215,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,25,brics-odroid-022_cam1,0.01,9.6173,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,25,brics-odroid-022_cam1,10.0,8.6355,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,26,brics-odroid-023_cam0,10.0,9.9937,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,26,brics-odroid-023_cam0,10.0,10.006,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,26,brics-odroid-023_cam0,10.0,9.1919,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,27,brics-odroid-024_cam0,10.0,9.068,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,27,brics-odroid-024_cam0,3.0,8.9522,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,27,brics-odroid-024_cam0,10.0,8.5629,101
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,28,brics-odroid-024_cam1,10.0,9.1947,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,28,brics-odroid-024_cam1,3.0,9.3179,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,28,brics-odroid-024_cam1,10.0,8.4268,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,29,brics-odroid-025_cam0,10.0,9.068,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,29,brics-odroid-025_cam0,3.0,8.9522,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,29,brics-odroid-025_cam0,10.0,8.5629,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,30,brics-odroid-025_cam1,10.0,9.6245,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,30,brics-odroid-025_cam1,0.01,9.7407,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,30,brics-odroid-025_cam1,10.0,8.6395,102
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,31,brics-odroid-026_cam0,0.01,9.8634,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,31,brics-odroid-026_cam0,10.0,9.8283,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,31,brics-odroid-026_cam0,10.0,8.6435,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,32,brics-odroid-026_cam1,0.01,9.8634,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,32,brics-odroid-026_cam1,10.0,9.8283,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,32,brics-odroid-026_cam1,10.0,8.6435,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,37,brics-odroid-029_cam1,0.01,9.8634,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,37,brics-odroid-029_cam1,10.0,9.8283,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,37,brics-odroid-029_cam1,10.0,8.6435,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,38,brics-odroid-030_cam0,10.0,9.068,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,38,brics-odroid-030_cam0,3.0,8.9522,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,38,brics-odroid-030_cam0,10.0,8.5629,103
LOCO_PHYSICAL_CAMERA,DIVERSE32,S1,39,brics-odroid-030_cam1,10.0,9.3215,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C1,39,brics-odroid-030_cam1,0.01,9.6173,105
LOCO_PHYSICAL_CAMERA,DIVERSE32,C2,39,brics-odroid-030_cam1,10.0,8.6355,105
LOCO_PHYSICAL_CAMERA,LOW16,S1,1,brics-odroid-001_cam1,10.0,9.725,104
LOCO_PHYSICAL_CAMERA,LOW16,C1,1,brics-odroid-001_cam1,0.01,10.0829,104
LOCO_PHYSICAL_CAMERA,LOW16,C2,1,brics-odroid-001_cam1,10.0,9.3665,104
LOCO_PHYSICAL_CAMERA,LOW16,S1,2,brics-odroid-002_cam0,10.0,10.1721,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,2,brics-odroid-002_cam0,10.0,10.2765,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,2,brics-odroid-002_cam0,10.0,10.0381,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,3,brics-odroid-006_cam0,10.0,9.5032,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,3,brics-odroid-006_cam0,0.01,9.9771,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,3,brics-odroid-006_cam0,10.0,9.3235,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,4,brics-odroid-007_cam0,10.0,10.1721,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,4,brics-odroid-007_cam0,10.0,10.2765,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,4,brics-odroid-007_cam0,10.0,10.0381,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,5,brics-odroid-007_cam1,10.0,9.9469,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,5,brics-odroid-007_cam1,3.0,10.1374,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,5,brics-odroid-007_cam1,10.0,9.3235,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,7,brics-odroid-009_cam1,10.0,9.0966,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,7,brics-odroid-009_cam1,1.0,9.395,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,7,brics-odroid-009_cam1,10.0,9.0399,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,8,brics-odroid-010_cam0,10.0,9.9469,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,8,brics-odroid-010_cam0,3.0,10.1374,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,8,brics-odroid-010_cam0,10.0,9.4094,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,10,brics-odroid-011_cam0,10.0,9.725,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,10,brics-odroid-011_cam0,0.01,10.0829,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,10,brics-odroid-011_cam0,3.0,9.6285,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,11,brics-odroid-012_cam0,10.0,9.725,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,11,brics-odroid-012_cam0,0.01,10.0829,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,11,brics-odroid-012_cam0,10.0,9.3665,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,12,brics-odroid-012_cam1,10.0,9.9469,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,12,brics-odroid-012_cam1,3.0,10.1374,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,12,brics-odroid-012_cam1,10.0,9.4094,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,13,brics-odroid-014_cam1,10.0,9.725,104
LOCO_PHYSICAL_CAMERA,LOW16,C1,13,brics-odroid-014_cam1,0.01,10.0829,104
LOCO_PHYSICAL_CAMERA,LOW16,C2,13,brics-odroid-014_cam1,10.0,9.3665,104
LOCO_PHYSICAL_CAMERA,LOW16,S1,14,brics-odroid-015_cam0,10.0,9.725,104
LOCO_PHYSICAL_CAMERA,LOW16,C1,14,brics-odroid-015_cam0,0.01,10.0829,104
LOCO_PHYSICAL_CAMERA,LOW16,C2,14,brics-odroid-015_cam0,10.0,9.3665,104
LOCO_PHYSICAL_CAMERA,LOW16,S1,15,brics-odroid-015_cam1,10.0,9.0841,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,15,brics-odroid-015_cam1,1.0,9.2637,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,15,brics-odroid-015_cam1,10.0,9.0444,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,16,brics-odroid-016_cam0,10.0,10.1721,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,16,brics-odroid-016_cam0,10.0,10.2765,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,16,brics-odroid-016_cam0,10.0,10.0381,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,17,brics-odroid-017_cam0,10.0,10.231,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,17,brics-odroid-017_cam0,10.0,10.3054,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,17,brics-odroid-017_cam0,10.0,10.1138,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,18,brics-odroid-017_cam1,10.0,10.231,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,18,brics-odroid-017_cam1,10.0,10.3054,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,18,brics-odroid-017_cam1,10.0,10.1138,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,19,brics-odroid-019_cam1,10.0,10.0595,104
LOCO_PHYSICAL_CAMERA,LOW16,C1,19,brics-odroid-019_cam1,10.0,10.2673,104
LOCO_PHYSICAL_CAMERA,LOW16,C2,19,brics-odroid-019_cam1,10.0,9.7237,104
LOCO_PHYSICAL_CAMERA,LOW16,S1,20,brics-odroid-020_cam0,10.0,9.5032,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,20,brics-odroid-020_cam0,0.01,9.9771,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,20,brics-odroid-020_cam0,10.0,9.3235,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,21,brics-odroid-020_cam1,10.0,9.725,104
LOCO_PHYSICAL_CAMERA,LOW16,C1,21,brics-odroid-020_cam1,0.01,10.2561,104
LOCO_PHYSICAL_CAMERA,LOW16,C2,21,brics-odroid-020_cam1,10.0,9.7237,104
LOCO_PHYSICAL_CAMERA,LOW16,S1,22,brics-odroid-021_cam0,10.0,9.0841,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,22,brics-odroid-021_cam0,1.0,9.2637,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,22,brics-odroid-021_cam0,10.0,9.0354,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,23,brics-odroid-021_cam1,10.0,9.3061,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,23,brics-odroid-021_cam1,0.01,9.764,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,23,brics-odroid-021_cam1,10.0,9.184,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,25,brics-odroid-022_cam1,10.0,9.5032,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,25,brics-odroid-022_cam1,0.01,9.9771,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,25,brics-odroid-022_cam1,10.0,9.3235,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,26,brics-odroid-023_cam0,10.0,10.231,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,26,brics-odroid-023_cam0,10.0,10.3054,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,26,brics-odroid-023_cam0,10.0,10.1138,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,27,brics-odroid-024_cam0,10.0,9.109,101
LOCO_PHYSICAL_CAMERA,LOW16,C1,27,brics-odroid-024_cam0,3.0,9.5026,101
LOCO_PHYSICAL_CAMERA,LOW16,C2,27,brics-odroid-024_cam0,10.0,9.0444,101
LOCO_PHYSICAL_CAMERA,LOW16,S1,28,brics-odroid-024_cam1,10.0,9.3061,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,28,brics-odroid-024_cam1,1.0,9.6398,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,28,brics-odroid-024_cam1,10.0,9.0399,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,29,brics-odroid-025_cam0,3.0,9.3183,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,29,brics-odroid-025_cam0,3.0,9.5026,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,29,brics-odroid-025_cam0,10.0,9.0444,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,30,brics-odroid-025_cam1,10.0,9.725,102
LOCO_PHYSICAL_CAMERA,LOW16,C1,30,brics-odroid-025_cam1,0.01,10.0829,102
LOCO_PHYSICAL_CAMERA,LOW16,C2,30,brics-odroid-025_cam1,10.0,9.3665,102
LOCO_PHYSICAL_CAMERA,LOW16,S1,31,brics-odroid-026_cam0,10.0,9.9469,105
LOCO_PHYSICAL_CAMERA,LOW16,C1,31,brics-odroid-026_cam0,3.0,10.1374,105
LOCO_PHYSICAL_CAMERA,LOW16,C2,31,brics-odroid-026_cam0,10.0,9.4094,105
LOCO_PHYSICAL_CAMERA,LOW16,S1,32,brics-odroid-026_cam1,10.0,9.9469,105
LOCO_PHYSICAL_CAMERA,LOW16,C1,32,brics-odroid-026_cam1,3.0,10.1374,105
LOCO_PHYSICAL_CAMERA,LOW16,C2,32,brics-odroid-026_cam1,10.0,9.4094,105
LOCO_PHYSICAL_CAMERA,LOW16,S1,37,brics-odroid-029_cam1,10.0,9.9469,105
LOCO_PHYSICAL_CAMERA,LOW16,C1,37,brics-odroid-029_cam1,3.0,10.1374,105
LOCO_PHYSICAL_CAMERA,LOW16,C2,37,brics-odroid-029_cam1,10.0,9.4094,105
LOCO_PHYSICAL_CAMERA,LOW16,S1,38,brics-odroid-030_cam0,10.0,9.109,103
LOCO_PHYSICAL_CAMERA,LOW16,C1,38,brics-odroid-030_cam0,3.0,9.5026,103
LOCO_PHYSICAL_CAMERA,LOW16,C2,38,brics-odroid-030_cam0,10.0,9.0444,103
LOCO_PHYSICAL_CAMERA,LOW16,S1,39,brics-odroid-030_cam1,10.0,9.5032,105
LOCO_PHYSICAL_CAMERA,LOW16,C1,39,brics-odroid-030_cam1,0.01,9.9771,105
LOCO_PHYSICAL_CAMERA,LOW16,C2,39,brics-odroid-030_cam1,10.0,9.3235,105
LOCO_PHYSICAL_CAMERA,LOW32,S1,1,brics-odroid-001_cam1,10.0,9.7177,104
LOCO_PHYSICAL_CAMERA,LOW32,C1,1,brics-odroid-001_cam1,10.0,9.7333,104
LOCO_PHYSICAL_CAMERA,LOW32,C2,1,brics-odroid-001_cam1,10.0,9.0886,104
LOCO_PHYSICAL_CAMERA,LOW32,S1,2,brics-odroid-002_cam0,10.0,10.0016,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,2,brics-odroid-002_cam0,10.0,10.186,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,2,brics-odroid-002_cam0,10.0,9.303,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,3,brics-odroid-006_cam0,10.0,9.8873,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,3,brics-odroid-006_cam0,10.0,9.9399,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,3,brics-odroid-006_cam0,10.0,9.0085,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,4,brics-odroid-007_cam0,10.0,10.0016,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,4,brics-odroid-007_cam0,10.0,10.186,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,4,brics-odroid-007_cam0,10.0,9.303,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,5,brics-odroid-007_cam1,10.0,9.8873,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,5,brics-odroid-007_cam1,10.0,9.9399,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,5,brics-odroid-007_cam1,10.0,9.1686,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,7,brics-odroid-009_cam1,10.0,8.9105,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,7,brics-odroid-009_cam1,3.0,9.0695,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,7,brics-odroid-009_cam1,10.0,8.8473,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,8,brics-odroid-010_cam0,10.0,9.8873,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,8,brics-odroid-010_cam0,10.0,9.9399,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,8,brics-odroid-010_cam0,10.0,9.1686,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,10,brics-odroid-011_cam0,10.0,9.7177,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,10,brics-odroid-011_cam0,10.0,9.7333,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,10,brics-odroid-011_cam0,10.0,9.2358,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,11,brics-odroid-012_cam0,10.0,9.7177,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,11,brics-odroid-012_cam0,10.0,9.7333,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,11,brics-odroid-012_cam0,10.0,9.0886,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,12,brics-odroid-012_cam1,10.0,9.8873,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,12,brics-odroid-012_cam1,10.0,9.9399,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,12,brics-odroid-012_cam1,10.0,9.1686,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,13,brics-odroid-014_cam1,10.0,9.7177,104
LOCO_PHYSICAL_CAMERA,LOW32,C1,13,brics-odroid-014_cam1,10.0,9.7333,104
LOCO_PHYSICAL_CAMERA,LOW32,C2,13,brics-odroid-014_cam1,10.0,9.0886,104
LOCO_PHYSICAL_CAMERA,LOW32,S1,14,brics-odroid-015_cam0,10.0,9.7177,104
LOCO_PHYSICAL_CAMERA,LOW32,C1,14,brics-odroid-015_cam0,10.0,9.7333,104
LOCO_PHYSICAL_CAMERA,LOW32,C2,14,brics-odroid-015_cam0,10.0,9.0886,104
LOCO_PHYSICAL_CAMERA,LOW32,S1,15,brics-odroid-015_cam1,3.0,8.7422,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,15,brics-odroid-015_cam1,3.0,9.0369,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,15,brics-odroid-015_cam1,10.0,8.8922,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,16,brics-odroid-016_cam0,10.0,10.0016,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,16,brics-odroid-016_cam0,10.0,10.186,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,16,brics-odroid-016_cam0,10.0,9.303,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,17,brics-odroid-017_cam0,10.0,10.0081,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,17,brics-odroid-017_cam0,10.0,10.2276,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,17,brics-odroid-017_cam0,10.0,9.4463,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,18,brics-odroid-017_cam1,10.0,10.0081,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,18,brics-odroid-017_cam1,10.0,10.2276,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,18,brics-odroid-017_cam1,10.0,9.4463,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,19,brics-odroid-019_cam1,10.0,9.9445,104
LOCO_PHYSICAL_CAMERA,LOW32,C1,19,brics-odroid-019_cam1,10.0,10.063,104
LOCO_PHYSICAL_CAMERA,LOW32,C2,19,brics-odroid-019_cam1,10.0,9.2358,104
LOCO_PHYSICAL_CAMERA,LOW32,S1,20,brics-odroid-020_cam0,0.01,9.5425,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,20,brics-odroid-020_cam0,3.0,9.3759,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,20,brics-odroid-020_cam0,10.0,9.0085,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,21,brics-odroid-020_cam1,10.0,9.7177,104
LOCO_PHYSICAL_CAMERA,LOW32,C1,21,brics-odroid-020_cam1,10.0,9.7333,104
LOCO_PHYSICAL_CAMERA,LOW32,C2,21,brics-odroid-020_cam1,10.0,9.0976,104
LOCO_PHYSICAL_CAMERA,LOW32,S1,22,brics-odroid-021_cam0,3.0,8.7422,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,22,brics-odroid-021_cam0,3.0,9.0369,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,22,brics-odroid-021_cam0,10.0,8.8023,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,23,brics-odroid-021_cam1,10.0,9.282,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,23,brics-odroid-021_cam1,3.0,9.2389,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,23,brics-odroid-021_cam1,10.0,8.9504,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,25,brics-odroid-022_cam1,0.01,9.5425,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,25,brics-odroid-022_cam1,3.0,9.3759,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,25,brics-odroid-022_cam1,10.0,9.0085,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,26,brics-odroid-023_cam0,10.0,10.0081,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,26,brics-odroid-023_cam0,10.0,10.2276,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,26,brics-odroid-023_cam0,10.0,9.4463,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,27,brics-odroid-024_cam0,10.0,9.0159,101
LOCO_PHYSICAL_CAMERA,LOW32,C1,27,brics-odroid-024_cam0,3.0,9.102,101
LOCO_PHYSICAL_CAMERA,LOW32,C2,27,brics-odroid-024_cam0,10.0,8.8922,101
LOCO_PHYSICAL_CAMERA,LOW32,S1,28,brics-odroid-024_cam1,10.0,9.282,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,28,brics-odroid-024_cam1,3.0,9.2064,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,28,brics-odroid-024_cam1,10.0,8.8473,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,29,brics-odroid-025_cam0,10.0,9.0159,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,29,brics-odroid-025_cam0,3.0,9.102,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,29,brics-odroid-025_cam0,10.0,8.8922,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,30,brics-odroid-025_cam1,10.0,9.7177,102
LOCO_PHYSICAL_CAMERA,LOW32,C1,30,brics-odroid-025_cam1,10.0,9.7333,102
LOCO_PHYSICAL_CAMERA,LOW32,C2,30,brics-odroid-025_cam1,10.0,9.0886,102
LOCO_PHYSICAL_CAMERA,LOW32,S1,31,brics-odroid-026_cam0,10.0,9.8873,105
LOCO_PHYSICAL_CAMERA,LOW32,C1,31,brics-odroid-026_cam0,10.0,9.9399,105
LOCO_PHYSICAL_CAMERA,LOW32,C2,31,brics-odroid-026_cam0,10.0,9.1686,105
LOCO_PHYSICAL_CAMERA,LOW32,S1,32,brics-odroid-026_cam1,10.0,9.8873,105
LOCO_PHYSICAL_CAMERA,LOW32,C1,32,brics-odroid-026_cam1,10.0,9.9399,105
LOCO_PHYSICAL_CAMERA,LOW32,C2,32,brics-odroid-026_cam1,10.0,9.1686,105
LOCO_PHYSICAL_CAMERA,LOW32,S1,37,brics-odroid-029_cam1,10.0,9.8873,105
LOCO_PHYSICAL_CAMERA,LOW32,C1,37,brics-odroid-029_cam1,10.0,9.9399,105
LOCO_PHYSICAL_CAMERA,LOW32,C2,37,brics-odroid-029_cam1,10.0,9.1686,105
LOCO_PHYSICAL_CAMERA,LOW32,S1,38,brics-odroid-030_cam0,10.0,9.0159,103
LOCO_PHYSICAL_CAMERA,LOW32,C1,38,brics-odroid-030_cam0,3.0,9.102,103
LOCO_PHYSICAL_CAMERA,LOW32,C2,38,brics-odroid-030_cam0,10.0,8.8922,103
LOCO_PHYSICAL_CAMERA,LOW32,S1,39,brics-odroid-030_cam1,0.01,9.5425,105
LOCO_PHYSICAL_CAMERA,LOW32,C1,39,brics-odroid-030_cam1,3.0,9.3759,105
