sequence,camera,frame,n_hands,n_zero_sentinel_hands,classes,err_n,err_mean_px,err_median_px,err_p90_px,err_p95_px,err_max_px
p36-tea-0010/010,brics-odroid-025_cam1,254,1,0,good,1,7.7133,7.7133,7.7133,7.7133,7.7133
p36-tea-0010/010,brics-odroid-025_cam1,269,1,0,good,1,5.7538,5.7538,5.7538,5.7538,5.7538
p36-tea-0010/010,brics-odroid-025_cam1,271,1,0,good,1,8.3844,8.3844,8.3844,8.3844,8.3844
p36-tea-0010/010,brics-odroid-025_cam1,286,1,0,good,1,5.9267,5.9267,5.9267,5.9267,5.9267
p36-tea-0010/010,brics-odroid-025_cam1,288,1,0,good,1,7.6021,7.6021,7.6021,7.6021,7.6021
p36-tea-0010/010,brics-odroid-025_cam1,303,1,0,good,1,5.7302,5.7302,5.7302,5.7302,5.7302
p36-tea-0010/010,brics-odroid-025_cam1,305,1,0,good,1,7.3649,7.3649,7.3649,7.3649,7.3649
p36-tea-0010/010,brics-odroid-025_cam1,320,1,0,good,1,5.1999,5.1999,5.1999,5.1999,5.1999
p36-tea-0010/010,brics-odroid-025_cam1,322,1,0,good,1,9.0758,9.0758,9.0758,9.0758,9.0758
p36-tea-0010/010,brics-odroid-025_cam1,337,1,0,good,1,4.624,4.624,4.624,4.624,4.624
p36-tea-0010/010,brics-odroid-025_cam1,339,1,0,good,1,9.4299,9.4299,9.4299,9.4299,9.4299
p36-tea-0010/010,brics-odroid-025_cam1,34,2,0,good|good,2,6.1915,6.1915,7.2681,7.4027,7.5373
p36-tea-0010/010,brics-odroid-025_cam1,354,1,0,good,1,4.3805,4.3805,4.3805,4.3805,4.3805
p36-tea-0010/010,brics-odroid-025_cam1,51,2,0,good|good,2,7.0888,7.0888,7.2839,7.3083,7.3327
p36-tea-0010/010,brics-odroid-025_cam1,68,2,0,good|good,2,7.1727,7.1727,7.4647,7.5012,7.5377
p36-tea-0010/010,brics-odroid-025_cam1,85,2,0,good|medium,2,9.0099,9.0099,9.902,10.0135,10.125
p36-tea-0010/010,brics-odroid-026_cam0,0,2,1,bad|zero_sentinel,1,411.7102,411.7102,411.7102,411.7102,411.7102
p36-tea-0010/010,brics-odroid-026_cam0,102,2,0,bad|bad,2,178.4384,178.4384,186.5642,187.58,188.5957
p36-tea-0010/010,brics-odroid-026_cam0,119,2,0,good|good,2,6.1959,6.1959,6.4245,6.4531,6.4817
p36-tea-0010/010,brics-odroid-026_cam0,136,2,0,good|good,2,5.2371,5.2371,5.4626,5.4908,5.519
p36-tea-0010/010,brics-odroid-026_cam0,153,2,0,good|good,2,4.8866,4.8866,5.0536,5.0745,5.0954
p36-tea-0010/010,brics-odroid-026_cam0,17,2,0,bad|bad,2,293.9432,293.9432,371.3087,380.9793,390.65
p36-tea-0010/010,brics-odroid-026_cam0,170,1,0,good,1,8.2378,8.2378,8.2378,8.2378,8.2378
p36-tea-0010/010,brics-odroid-026_cam0,171,1,0,good,1,5.1899,5.1899,5.1899,5.1899,5.1899
p36-tea-0010/010,brics-odroid-026_cam0,187,1,0,good,1,8.3194,8.3194,8.3194,8.3194,8.3194
p36-tea-0010/010,brics-odroid-026_cam0,218,1,0,good,1,3.9937,3.9937,3.9937,3.9937,3.9937
p36-tea-0010/010,brics-odroid-026_cam0,220,1,0,good,1,8.7231,8.7231,8.7231,8.7231,8.7231
p36-tea-0010/010,brics-odroid-026_cam0,235,1,0,good,1,8.1571,8.1571,8.1571,8.1571,8.1571
p36-tea-0010/010,brics-odroid-026_cam0,237,1,0,bad,1,186.5524,186.5524,186.5524,186.5524,186.5524
p36-tea-0010/010,brics-odroid-026_cam0,252,1,0,bad,1,219.9081,219.9081,219.9081,219.9081,219.9081
p36-tea-0010/010,brics-odroid-026_cam0,254,1,0,bad,1,206.9801,206.9801,206.9801,206.9801,206.9801
p36-tea-0010/010,brics-odroid-026_cam0,269,1,0,bad,1,234.3666,234.3666,234.3666,234.3666,234.3666
p36-tea-0010/010,brics-odroid-026_cam0,271,1,0,bad,1,228.1988,228.1988,228.1988,228.1988,228.1988
p36-tea-0010/010,brics-odroid-026_cam0,286,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam0,288,1,0,bad,1,230.7316,230.7316,230.7316,230.7316,230.7316
p36-tea-0010/010,brics-odroid-026_cam0,303,1,0,good,1,6.1843,6.1843,6.1843,6.1843,6.1843
p36-tea-0010/010,brics-odroid-026_cam0,305,1,0,bad,1,223.8963,223.8963,223.8963,223.8963,223.8963
p36-tea-0010/010,brics-odroid-026_cam0,320,1,0,bad,1,233.143,233.143,233.143,233.143,233.143
p36-tea-0010/010,brics-odroid-026_cam0,322,1,0,bad,1,224.6608,224.6608,224.6608,224.6608,224.6608
p36-tea-0010/010,brics-odroid-026_cam0,337,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam0,339,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam0,34,2,1,bad|zero_sentinel,1,219.5302,219.5302,219.5302,219.5302,219.5302
p36-tea-0010/010,brics-odroid-026_cam0,354,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam0,51,2,0,bad|bad,2,153.3773,153.3773,190.4346,195.0667,199.6989
p36-tea-0010/010,brics-odroid-026_cam0,68,2,0,bad|bad,2,140.1847,140.1847,170.1172,173.8587,177.6003
p36-tea-0010/010,brics-odroid-026_cam0,85,2,1,bad|zero_sentinel,1,171.8332,171.8332,171.8332,171.8332,171.8332
p36-tea-0010/010,brics-odroid-026_cam1,0,2,0,good|good,2,5.1791,5.1791,5.8156,5.8951,5.9747
p36-tea-0010/010,brics-odroid-026_cam1,102,2,0,bad|good,2,48.0061,48.0061,82.7495,87.0924,91.4353
p36-tea-0010/010,brics-odroid-026_cam1,119,2,0,good|medium,2,14.4672,14.4672,22.2002,23.1669,24.1335
p36-tea-0010/010,brics-odroid-026_cam1,136,2,0,bad|good,2,53.7313,53.7313,91.6319,96.3695,101.1071
p36-tea-0010/010,brics-odroid-026_cam1,153,2,0,bad|good,2,41.0459,41.0459,68.7732,72.2391,75.705
p36-tea-0010/010,brics-odroid-026_cam1,17,2,0,good|good,2,5.7172,5.7172,6.4658,6.5593,6.6529
p36-tea-0010/010,brics-odroid-026_cam1,170,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,171,1,0,good,1,4.9221,4.9221,4.9221,4.9221,4.9221
p36-tea-0010/010,brics-odroid-026_cam1,187,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,218,1,0,good,1,6.1094,6.1094,6.1094,6.1094,6.1094
p36-tea-0010/010,brics-odroid-026_cam1,220,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,235,1,0,good,1,5.3481,5.3481,5.3481,5.3481,5.3481
p36-tea-0010/010,brics-odroid-026_cam1,237,1,0,medium,1,41.7376,41.7376,41.7376,41.7376,41.7376
p36-tea-0010/010,brics-odroid-026_cam1,252,1,0,bad,1,292.8902,292.8902,292.8902,292.8902,292.8902
p36-tea-0010/010,brics-odroid-026_cam1,254,1,0,bad,1,265.1623,265.1623,265.1623,265.1623,265.1623
p36-tea-0010/010,brics-odroid-026_cam1,269,1,0,bad,1,318.7244,318.7244,318.7244,318.7244,318.7244
p36-tea-0010/010,brics-odroid-026_cam1,271,1,0,bad,1,298.5297,298.5297,298.5297,298.5297,298.5297
p36-tea-0010/010,brics-odroid-026_cam1,286,1,0,bad,1,342.6136,342.6136,342.6136,342.6136,342.6136
p36-tea-0010/010,brics-odroid-026_cam1,288,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,303,1,0,bad,1,345.4804,345.4804,345.4804,345.4804,345.4804
p36-tea-0010/010,brics-odroid-026_cam1,305,1,0,medium,1,45.5497,45.5497,45.5497,45.5497,45.5497
p36-tea-0010/010,brics-odroid-026_cam1,320,1,0,bad,1,353.1804,353.1804,353.1804,353.1804,353.1804
p36-tea-0010/010,brics-odroid-026_cam1,322,1,0,medium,1,42.7251,42.7251,42.7251,42.7251,42.7251
p36-tea-0010/010,brics-odroid-026_cam1,337,1,0,bad,1,355.6865,355.6865,355.6865,355.6865,355.6865
p36-tea-0010/010,brics-odroid-026_cam1,339,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,34,2,0,bad|medium,2,38.5741,38.5741,61.0804,63.8937,66.707
p36-tea-0010/010,brics-odroid-026_cam1,354,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,51,2,0,bad|bad,2,261.8995,261.8995,273.8523,275.3464,276.8405
p36-tea-0010/010,brics-odroid-026_cam1,68,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-026_cam1,85,2,0,bad|bad,2,258.4268,258.4268,268.3058,269.5406,270.7755
p36-tea-0010/010,brics-odroid-027_cam0,0,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,102,2,1,good|zero_sentinel,1,6.0165,6.0165,6.0165,6.0165,6.0165
p36-tea-0010/010,brics-odroid-027_cam0,119,2,0,bad|medium,2,38.1744,38.1744,57.7258,60.1698,62.6137
p36-tea-0010/010,brics-odroid-027_cam0,136,2,0,good|good,2,7.811,7.811,8.094,8.1293,8.1647
p36-tea-0010/010,brics-odroid-027_cam0,153,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,17,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,170,1,0,bad,1,168.6063,168.6063,168.6063,168.6063,168.6063
p36-tea-0010/010,brics-odroid-027_cam0,171,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,187,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,218,1,0,bad,1,164.6994,164.6994,164.6994,164.6994,164.6994
p36-tea-0010/010,brics-odroid-027_cam0,220,1,0,bad,1,169.6862,169.6862,169.6862,169.6862,169.6862
p36-tea-0010/010,brics-odroid-027_cam0,235,1,0,good,1,5.9294,5.9294,5.9294,5.9294,5.9294
p36-tea-0010/010,brics-odroid-027_cam0,237,1,0,good,1,7.9813,7.9813,7.9813,7.9813,7.9813
p36-tea-0010/010,brics-odroid-027_cam0,252,1,0,good,1,8.8919,8.8919,8.8919,8.8919,8.8919
p36-tea-0010/010,brics-odroid-027_cam0,254,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,269,1,0,good,1,7.6119,7.6119,7.6119,7.6119,7.6119
p36-tea-0010/010,brics-odroid-027_cam0,271,1,0,medium,1,14.1881,14.1881,14.1881,14.1881,14.1881
p36-tea-0010/010,brics-odroid-027_cam0,286,1,0,good,1,7.2738,7.2738,7.2738,7.2738,7.2738
p36-tea-0010/010,brics-odroid-027_cam0,288,1,0,medium,1,13.0987,13.0987,13.0987,13.0987,13.0987
p36-tea-0010/010,brics-odroid-027_cam0,303,1,0,good,1,6.015,6.015,6.015,6.015,6.015
p36-tea-0010/010,brics-odroid-027_cam0,305,1,0,bad,1,158.6308,158.6308,158.6308,158.6308,158.6308
p36-tea-0010/010,brics-odroid-027_cam0,320,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,322,1,0,medium,1,10.7138,10.7138,10.7138,10.7138,10.7138
p36-tea-0010/010,brics-odroid-027_cam0,337,1,0,bad,1,197.3351,197.3351,197.3351,197.3351,197.3351
p36-tea-0010/010,brics-odroid-027_cam0,339,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,34,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,354,1,0,bad,1,197.9667,197.9667,197.9667,197.9667,197.9667
p36-tea-0010/010,brics-odroid-027_cam0,51,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam0,68,2,1,bad|zero_sentinel,1,216.0996,216.0996,216.0996,216.0996,216.0996
p36-tea-0010/010,brics-odroid-027_cam0,85,2,0,good|medium,2,9.4629,9.4629,11.7925,12.0837,12.3749
p36-tea-0010/010,brics-odroid-027_cam1,0,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,102,2,0,bad|bad,2,208.6055,208.6055,210.4486,210.679,210.9094
p36-tea-0010/010,brics-odroid-027_cam1,119,2,0,bad|bad,2,204.9934,204.9934,209.5563,210.1266,210.697
p36-tea-0010/010,brics-odroid-027_cam1,136,2,0,bad|bad,2,197.8022,197.8022,202.5185,203.1081,203.6976
p36-tea-0010/010,brics-odroid-027_cam1,153,2,0,bad|bad,2,191.4283,191.4283,197.4901,198.2479,199.0056
p36-tea-0010/010,brics-odroid-027_cam1,17,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,170,1,0,bad,1,178.7625,178.7625,178.7625,178.7625,178.7625
p36-tea-0010/010,brics-odroid-027_cam1,171,1,0,bad,1,236.7415,236.7415,236.7415,236.7415,236.7415
p36-tea-0010/010,brics-odroid-027_cam1,187,1,0,bad,1,176.8462,176.8462,176.8462,176.8462,176.8462
p36-tea-0010/010,brics-odroid-027_cam1,218,1,0,bad,1,188.8122,188.8122,188.8122,188.8122,188.8122
p36-tea-0010/010,brics-odroid-027_cam1,220,1,0,bad,1,184.6597,184.6597,184.6597,184.6597,184.6597
p36-tea-0010/010,brics-odroid-027_cam1,235,1,0,bad,1,204.8163,204.8163,204.8163,204.8163,204.8163
p36-tea-0010/010,brics-odroid-027_cam1,237,1,0,bad,1,212.1442,212.1442,212.1442,212.1442,212.1442
p36-tea-0010/010,brics-odroid-027_cam1,252,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,254,1,0,bad,1,220.851,220.851,220.851,220.851,220.851
p36-tea-0010/010,brics-odroid-027_cam1,269,1,0,bad,1,251.8082,251.8082,251.8082,251.8082,251.8082
p36-tea-0010/010,brics-odroid-027_cam1,271,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,286,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,288,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,303,1,0,bad,1,264.2084,264.2084,264.2084,264.2084,264.2084
p36-tea-0010/010,brics-odroid-027_cam1,305,1,0,bad,1,273.2397,273.2397,273.2397,273.2397,273.2397
p36-tea-0010/010,brics-odroid-027_cam1,320,1,0,bad,1,268.354,268.354,268.354,268.354,268.354
p36-tea-0010/010,brics-odroid-027_cam1,322,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,337,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,339,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,34,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,354,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,51,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-027_cam1,68,2,0,bad|good,2,120.2798,120.2798,208.8179,219.8851,230.9524
p36-tea-0010/010,brics-odroid-027_cam1,85,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,0,2,1,good|zero_sentinel,1,7.058,7.058,7.058,7.058,7.058
p36-tea-0010/010,brics-odroid-028_cam0,102,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,119,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,136,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,153,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,17,2,0,medium|medium,1,10.3358,10.3358,10.3358,10.3358,10.3358
p36-tea-0010/010,brics-odroid-028_cam0,170,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,171,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,187,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,218,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,220,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,235,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,237,1,0,bad,1,76.8118,76.8118,76.8118,76.8118,76.8118
p36-tea-0010/010,brics-odroid-028_cam0,252,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,254,1,0,medium,1,16.3849,16.3849,16.3849,16.3849,16.3849
p36-tea-0010/010,brics-odroid-028_cam0,269,1,0,bad,1,294.9749,294.9749,294.9749,294.9749,294.9749
p36-tea-0010/010,brics-odroid-028_cam0,271,1,0,medium,1,18.1253,18.1253,18.1253,18.1253,18.1253
p36-tea-0010/010,brics-odroid-028_cam0,286,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,288,1,0,medium,1,16.6737,16.6737,16.6737,16.6737,16.6737
p36-tea-0010/010,brics-odroid-028_cam0,303,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,305,1,0,medium,1,17.265,17.265,17.265,17.265,17.265
p36-tea-0010/010,brics-odroid-028_cam0,320,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,322,1,0,medium,1,13.6792,13.6792,13.6792,13.6792,13.6792
p36-tea-0010/010,brics-odroid-028_cam0,337,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,339,1,0,medium,1,18.2607,18.2607,18.2607,18.2607,18.2607
p36-tea-0010/010,brics-odroid-028_cam0,34,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,354,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-028_cam0,51,2,1,medium|zero_sentinel,1,11.9804,11.9804,11.9804,11.9804,11.9804
p36-tea-0010/010,brics-odroid-028_cam0,68,2,1,medium|zero_sentinel,1,28.3177,28.3177,28.3177,28.3177,28.3177
p36-tea-0010/010,brics-odroid-028_cam0,85,2,1,good|zero_sentinel,1,9.6866,9.6866,9.6866,9.6866,9.6866
p36-tea-0010/010,brics-odroid-029_cam0,0,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,102,2,1,medium|zero_sentinel,1,17.17,17.17,17.17,17.17,17.17
p36-tea-0010/010,brics-odroid-029_cam0,119,2,1,bad|zero_sentinel,1,90.47,90.47,90.47,90.47,90.47
p36-tea-0010/010,brics-odroid-029_cam0,136,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,153,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,17,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,170,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,171,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,187,1,0,bad,1,492.2293,492.2293,492.2293,492.2293,492.2293
p36-tea-0010/010,brics-odroid-029_cam0,218,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,220,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,235,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,237,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,252,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,254,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,269,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,271,1,0,medium,1,17.328,17.328,17.328,17.328,17.328
p36-tea-0010/010,brics-odroid-029_cam0,286,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,288,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,303,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,305,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,320,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,322,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,337,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,339,1,0,medium,1,22.3926,22.3926,22.3926,22.3926,22.3926
p36-tea-0010/010,brics-odroid-029_cam0,34,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,354,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,51,2,0,bad|medium,2,120.8612,120.8612,188.8773,197.3793,205.8813
p36-tea-0010/010,brics-odroid-029_cam0,68,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam0,85,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,0,2,0,bad|bad,2,382.63,382.63,387.9233,388.5849,389.2466
p36-tea-0010/010,brics-odroid-029_cam1,102,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,119,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,136,2,0,medium|medium,2,19.0752,19.0752,21.7471,22.0811,22.4151
p36-tea-0010/010,brics-odroid-029_cam1,153,2,0,medium|medium,2,25.08,25.08,25.9582,26.068,26.1778
p36-tea-0010/010,brics-odroid-029_cam1,17,2,0,bad|bad,2,330.8528,330.8528,331.6484,331.7479,331.8473
p36-tea-0010/010,brics-odroid-029_cam1,170,1,0,medium,1,12.3602,12.3602,12.3602,12.3602,12.3602
p36-tea-0010/010,brics-odroid-029_cam1,171,1,0,medium,1,16.9147,16.9147,16.9147,16.9147,16.9147
p36-tea-0010/010,brics-odroid-029_cam1,187,1,0,medium,1,15.3832,15.3832,15.3832,15.3832,15.3832
p36-tea-0010/010,brics-odroid-029_cam1,218,1,0,medium,1,21.9633,21.9633,21.9633,21.9633,21.9633
p36-tea-0010/010,brics-odroid-029_cam1,220,1,0,medium,1,17.5922,17.5922,17.5922,17.5922,17.5922
p36-tea-0010/010,brics-odroid-029_cam1,235,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,237,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,252,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,254,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,269,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,271,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,286,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,288,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,303,1,0,medium,1,31.1503,31.1503,31.1503,31.1503,31.1503
p36-tea-0010/010,brics-odroid-029_cam1,305,1,0,medium,1,10.984,10.984,10.984,10.984,10.984
p36-tea-0010/010,brics-odroid-029_cam1,320,1,0,medium,1,20.6929,20.6929,20.6929,20.6929,20.6929
p36-tea-0010/010,brics-odroid-029_cam1,322,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,337,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-029_cam1,339,1,0,medium,1,10.7453,10.7453,10.7453,10.7453,10.7453
p36-tea-0010/010,brics-odroid-029_cam1,34,2,1,medium|zero_sentinel,1,10.1939,10.1939,10.1939,10.1939,10.1939
p36-tea-0010/010,brics-odroid-029_cam1,354,1,0,bad,1,136.7638,136.7638,136.7638,136.7638,136.7638
p36-tea-0010/010,brics-odroid-029_cam1,51,2,0,bad|bad,2,106.3178,106.3178,127.8175,130.5049,133.1924
p36-tea-0010/010,brics-odroid-029_cam1,68,2,0,bad|medium,2,85.6998,85.6998,135.5185,141.7458,147.9731
p36-tea-0010/010,brics-odroid-029_cam1,85,2,2,zero_sentinel|zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-030_cam0,0,2,0,bad|good,2,243.1831,243.1831,432.786,456.4863,480.1867
p36-tea-0010/010,brics-odroid-030_cam0,102,2,0,good|medium,2,11.157,11.157,14.642,15.0776,15.5132
p36-tea-0010/010,brics-odroid-030_cam0,119,2,0,good|medium,2,11.6058,11.6058,15.4358,15.9145,16.3933
p36-tea-0010/010,brics-odroid-030_cam0,136,2,0,good|medium,2,16.2407,16.2407,22.8185,23.6408,24.463
p36-tea-0010/010,brics-odroid-030_cam0,153,2,0,good|medium,2,18.0079,18.0079,27.123,28.2624,29.4018
p36-tea-0010/010,brics-odroid-030_cam0,17,2,1,medium|zero_sentinel,1,10.0669,10.0669,10.0669,10.0669,10.0669
p36-tea-0010/010,brics-odroid-030_cam0,170,1,0,medium,1,31.1528,31.1528,31.1528,31.1528,31.1528
p36-tea-0010/010,brics-odroid-030_cam0,171,1,0,good,1,9.3297,9.3297,9.3297,9.3297,9.3297
p36-tea-0010/010,brics-odroid-030_cam0,187,1,0,medium,1,36.1437,36.1437,36.1437,36.1437,36.1437
p36-tea-0010/010,brics-odroid-030_cam0,218,1,0,medium,1,13.2091,13.2091,13.2091,13.2091,13.2091
p36-tea-0010/010,brics-odroid-030_cam0,220,1,0,medium,1,33.9084,33.9084,33.9084,33.9084,33.9084
p36-tea-0010/010,brics-odroid-030_cam0,235,1,0,medium,1,10.1726,10.1726,10.1726,10.1726,10.1726
p36-tea-0010/010,brics-odroid-030_cam0,237,1,0,good,1,8.646,8.646,8.646,8.646,8.646
p36-tea-0010/010,brics-odroid-030_cam0,252,1,0,bad,1,76.4659,76.4659,76.4659,76.4659,76.4659
p36-tea-0010/010,brics-odroid-030_cam0,254,1,0,medium,1,11.2025,11.2025,11.2025,11.2025,11.2025
p36-tea-0010/010,brics-odroid-030_cam0,269,1,0,bad,1,380.6605,380.6605,380.6605,380.6605,380.6605
p36-tea-0010/010,brics-odroid-030_cam0,271,1,0,medium,1,16.4046,16.4046,16.4046,16.4046,16.4046
p36-tea-0010/010,brics-odroid-030_cam0,286,1,0,bad,1,147.8223,147.8223,147.8223,147.8223,147.8223
p36-tea-0010/010,brics-odroid-030_cam0,288,1,0,medium,1,12.2143,12.2143,12.2143,12.2143,12.2143
p36-tea-0010/010,brics-odroid-030_cam0,303,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-030_cam0,305,1,0,medium,1,13.622,13.622,13.622,13.622,13.622
p36-tea-0010/010,brics-odroid-030_cam0,320,1,0,bad,1,374.9237,374.9237,374.9237,374.9237,374.9237
p36-tea-0010/010,brics-odroid-030_cam0,322,1,0,medium,1,14.6281,14.6281,14.6281,14.6281,14.6281
p36-tea-0010/010,brics-odroid-030_cam0,337,1,1,zero_sentinel,,,,,,
p36-tea-0010/010,brics-odroid-030_cam0,339,1,0,medium,1,14.2864,14.2864,14.2864,14.2864,14.2864
