sequence,camera,frame,n_hands,n_zero_sentinel_hands,classes,err_n,err_mean_px,err_median_px,err_p90_px,err_p95_px,err_max_px
p41-plant-0004/004,brics-odroid-001_cam0,120,2,0,medium|medium,2,33.0773,33.0773,40.402,41.3176,42.2332
p41-plant-0004/004,brics-odroid-001_cam0,128,2,0,medium|medium,2,32.6359,32.6359,39.0777,39.883,40.6882
p41-plant-0004/004,brics-odroid-001_cam0,136,2,0,medium|medium,2,31.086,31.086,39.7978,40.8868,41.9758
p41-plant-0004/004,brics-odroid-001_cam0,144,2,0,medium|medium,2,33.1357,33.1357,44.5925,46.0246,47.4567
p41-plant-0004/004,brics-odroid-001_cam0,152,2,0,medium|medium,2,29.2004,29.2004,35.5789,36.3763,37.1736
p41-plant-0004/004,brics-odroid-001_cam0,16,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-001_cam0,24,2,0,bad|medium,2,60.0546,60.0546,92.2578,96.2832,100.3086
p41-plant-0004/004,brics-odroid-001_cam0,32,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-001_cam0,40,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-001_cam0,48,2,0,medium|medium,2,40.4419,40.4419,51.4719,52.8506,54.2294
p41-plant-0004/004,brics-odroid-001_cam0,56,2,0,medium|medium,2,25.5078,25.5078,32.7824,33.6917,34.601
p41-plant-0004/004,brics-odroid-001_cam0,64,2,0,medium|medium,2,29.5582,29.5582,36.3302,37.1767,38.0232
p41-plant-0004/004,brics-odroid-001_cam0,72,2,0,medium|medium,2,30.1942,30.1942,36.1615,36.9074,37.6533
p41-plant-0004/004,brics-odroid-001_cam0,8,2,0,medium|medium,2,25.3333,25.3333,26.4981,26.6437,26.7893
p41-plant-0004/004,brics-odroid-001_cam0,80,2,0,medium|medium,2,26.0805,26.0805,30.7336,31.3152,31.8968
p41-plant-0004/004,brics-odroid-001_cam0,88,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-001_cam0,96,2,0,medium|medium,2,34.8017,34.8017,43.4836,44.5689,45.6541
p41-plant-0004/004,brics-odroid-001_cam1,0,2,0,medium|medium,2,12.357,12.357,12.6529,12.6899,12.7269
p41-plant-0004/004,brics-odroid-001_cam1,104,2,0,medium|medium,2,11.8277,11.8277,12.5644,12.6565,12.7486
p41-plant-0004/004,brics-odroid-001_cam1,112,2,0,medium|medium,2,22.2061,22.2061,30.8907,31.9763,33.0619
p41-plant-0004/004,brics-odroid-001_cam1,120,2,0,medium|medium,2,11.7615,11.7615,12.6804,12.7952,12.9101
p41-plant-0004/004,brics-odroid-001_cam1,128,2,0,bad|good,2,76.9597,76.9597,131.2756,138.0651,144.8546
p41-plant-0004/004,brics-odroid-001_cam1,136,2,0,bad|medium,2,73.2256,73.2256,123.5942,129.8902,136.1863
p41-plant-0004/004,brics-odroid-001_cam1,144,2,0,medium|medium,2,12.8468,12.8468,12.9719,12.9876,13.0032
p41-plant-0004/004,brics-odroid-001_cam1,152,2,0,bad|medium,2,72.3483,72.3483,120.8075,126.8649,132.9223
p41-plant-0004/004,brics-odroid-001_cam1,16,2,0,medium|medium,2,11.3468,11.3468,11.8726,11.9384,12.0041
p41-plant-0004/004,brics-odroid-001_cam1,24,2,0,good|medium,2,9.9316,9.9316,10.3533,10.406,10.4587
p41-plant-0004/004,brics-odroid-001_cam1,32,2,0,good|medium,2,9.8838,9.8838,11.9039,12.1564,12.4089
p41-plant-0004/004,brics-odroid-001_cam1,40,2,0,medium|medium,2,26.5866,26.5866,38.7597,40.2813,41.8029
p41-plant-0004/004,brics-odroid-001_cam1,48,2,0,bad|good,2,68.0388,68.0388,115.5561,121.4957,127.4354
p41-plant-0004/004,brics-odroid-001_cam1,56,2,0,good|medium,2,10.1434,10.1434,10.8718,10.9629,11.0539
p41-plant-0004/004,brics-odroid-001_cam1,64,2,0,good|medium,2,8.1489,8.1489,10.1783,10.432,10.6857
p41-plant-0004/004,brics-odroid-001_cam1,72,2,0,good|good,2,7.5407,7.5407,7.9468,7.9975,8.0483
p41-plant-0004/004,brics-odroid-001_cam1,8,2,0,good|medium,2,10.462,10.462,11.6742,11.8257,11.9772
p41-plant-0004/004,brics-odroid-001_cam1,80,2,0,good|good,2,7.2596,7.2596,7.3737,7.3879,7.4022
p41-plant-0004/004,brics-odroid-001_cam1,88,2,0,good|medium,2,9.2155,9.2155,11.3277,11.5917,11.8557
p41-plant-0004/004,brics-odroid-001_cam1,96,2,0,good|medium,2,10.3758,10.3758,12.0239,12.2299,12.4359
p41-plant-0004/004,brics-odroid-002_cam0,0,2,0,medium|medium,2,13.2757,13.2757,13.8258,13.8945,13.9633
p41-plant-0004/004,brics-odroid-002_cam0,104,2,0,medium|medium,2,10.7881,10.7881,11.0603,11.0944,11.1284
p41-plant-0004/004,brics-odroid-002_cam0,112,2,0,medium|medium,2,12.473,12.473,13.0096,13.0767,13.1438
p41-plant-0004/004,brics-odroid-002_cam0,120,2,0,medium|medium,2,12.1799,12.1799,12.6929,12.7571,12.8212
p41-plant-0004/004,brics-odroid-002_cam0,128,2,0,medium|medium,2,15.972,15.972,20.2258,20.7576,21.2893
p41-plant-0004/004,brics-odroid-002_cam0,136,2,0,good|medium,2,15.0005,15.0005,20.1874,20.8357,21.4841
p41-plant-0004/004,brics-odroid-002_cam0,144,2,0,good|medium,2,15.36,15.36,20.1542,20.7535,21.3528
p41-plant-0004/004,brics-odroid-002_cam0,152,2,0,good|medium,2,10.126,10.126,10.2918,10.3125,10.3332
p41-plant-0004/004,brics-odroid-002_cam0,16,2,0,medium|medium,2,14.2386,14.2386,14.71,14.769,14.8279
p41-plant-0004/004,brics-odroid-002_cam0,24,2,0,medium|medium,2,13.4016,13.4016,14.4209,14.5483,14.6757
p41-plant-0004/004,brics-odroid-002_cam0,32,2,0,medium|medium,2,13.1591,13.1591,14.0646,14.1778,14.291
p41-plant-0004/004,brics-odroid-002_cam0,40,2,0,good|medium,2,12.1151,12.1151,14.7328,15.0601,15.3873
p41-plant-0004/004,brics-odroid-002_cam0,48,2,0,good|medium,2,12.6169,12.6169,15.9772,16.3973,16.8173
p41-plant-0004/004,brics-odroid-002_cam0,56,2,0,medium|medium,2,11.6396,11.6396,12.7263,12.8622,12.998
p41-plant-0004/004,brics-odroid-002_cam0,64,2,0,good|medium,2,10.4511,10.4511,12.5141,12.772,13.0299
p41-plant-0004/004,brics-odroid-002_cam0,72,2,0,medium|medium,2,12.0086,12.0086,12.559,12.6278,12.6966
p41-plant-0004/004,brics-odroid-002_cam0,8,2,0,medium|medium,2,15.5587,15.5587,15.6697,15.6835,15.6974
p41-plant-0004/004,brics-odroid-002_cam0,80,2,0,good|medium,2,16.4945,16.4945,22.8765,23.6743,24.472
p41-plant-0004/004,brics-odroid-002_cam0,88,2,0,medium|medium,2,14.383,14.383,17.3751,17.7491,18.1231
p41-plant-0004/004,brics-odroid-002_cam0,96,2,0,medium|medium,2,11.8735,11.8735,13.1776,13.3406,13.5036
p41-plant-0004/004,brics-odroid-006_cam0,0,2,0,medium|medium,2,14.104,14.104,15.7232,15.9256,16.128
p41-plant-0004/004,brics-odroid-006_cam0,104,2,0,good|medium,2,10.9527,10.9527,12.8411,13.0772,13.3132
p41-plant-0004/004,brics-odroid-006_cam0,112,2,0,good|medium,2,10.7957,10.7957,13.522,13.8628,14.2036
p41-plant-0004/004,brics-odroid-006_cam0,120,2,0,good|medium,2,10.4169,10.4169,10.8951,10.9548,11.0146
p41-plant-0004/004,brics-odroid-006_cam0,128,2,0,medium|medium,2,12.7892,12.7892,14.928,15.1954,15.4627
p41-plant-0004/004,brics-odroid-006_cam0,136,2,0,good|medium,2,11.5768,11.5768,15.0526,15.4871,15.9216
p41-plant-0004/004,brics-odroid-006_cam0,144,2,0,good|medium,2,10.6158,10.6158,11.8611,12.0167,12.1724
p41-plant-0004/004,brics-odroid-006_cam0,152,2,0,good|medium,2,10.3823,10.3823,13.1485,13.4942,13.84
p41-plant-0004/004,brics-odroid-006_cam0,16,2,0,good|medium,2,9.2362,9.2362,11.3128,11.5724,11.832
p41-plant-0004/004,brics-odroid-006_cam0,24,2,0,good|medium,2,9.4474,9.4474,10.8842,11.0638,11.2434
p41-plant-0004/004,brics-odroid-006_cam0,32,2,0,good|medium,2,12.6442,12.6442,15.1949,15.5138,15.8326
p41-plant-0004/004,brics-odroid-006_cam0,40,2,0,good|medium,2,9.7184,9.7184,11.4309,11.6449,11.859
p41-plant-0004/004,brics-odroid-006_cam0,48,2,0,good|medium,2,11.1159,11.1159,13.2812,13.5518,13.8225
p41-plant-0004/004,brics-odroid-006_cam0,56,2,0,good|good,2,8.64,8.64,9.3819,9.4746,9.5673
p41-plant-0004/004,brics-odroid-006_cam0,64,2,0,good|good,2,8.9947,8.9947,9.3535,9.3984,9.4432
p41-plant-0004/004,brics-odroid-006_cam0,72,2,0,medium|medium,2,10.8448,10.8448,11.2457,11.2958,11.3459
p41-plant-0004/004,brics-odroid-006_cam0,8,2,0,medium|medium,2,13.5013,13.5013,16.1999,16.5373,16.8746
p41-plant-0004/004,brics-odroid-006_cam0,80,2,0,good|good,2,8.2958,8.2958,8.9896,9.0764,9.1631
p41-plant-0004/004,brics-odroid-006_cam0,88,2,0,good|medium,2,9.997,9.997,11.7682,11.9896,12.211
p41-plant-0004/004,brics-odroid-006_cam0,96,2,0,good|medium,2,10.3441,10.3441,10.8647,10.9297,10.9948
p41-plant-0004/004,brics-odroid-007_cam0,0,2,0,good|good,2,8.1505,8.1505,8.4235,8.4576,8.4917
p41-plant-0004/004,brics-odroid-007_cam0,104,2,0,good|good,2,5.4864,5.4864,6.0004,6.0647,6.1289
p41-plant-0004/004,brics-odroid-007_cam0,112,2,0,good|good,2,4.572,4.572,5.507,5.6238,5.7407
p41-plant-0004/004,brics-odroid-007_cam0,120,2,0,good|good,2,5.8285,5.8285,6.4618,6.5409,6.6201
p41-plant-0004/004,brics-odroid-007_cam0,128,2,0,good|good,2,6.505,6.505,8.0876,8.2855,8.4833
p41-plant-0004/004,brics-odroid-007_cam0,136,2,0,good|medium,2,8.0309,8.0309,10.2493,10.5266,10.8039
p41-plant-0004/004,brics-odroid-007_cam0,144,2,0,good|medium,2,7.1244,7.1244,9.649,9.9645,10.2801
p41-plant-0004/004,brics-odroid-007_cam0,152,2,0,good|medium,2,8.7188,8.7188,11.3042,11.6274,11.9506
p41-plant-0004/004,brics-odroid-007_cam0,16,2,0,good|good,2,7.1912,7.1912,8.0709,8.1808,8.2908
p41-plant-0004/004,brics-odroid-007_cam0,24,2,0,good|medium,2,8.9626,8.9626,10.1863,10.3392,10.4922
p41-plant-0004/004,brics-odroid-007_cam0,32,2,0,good|medium,2,8.9966,8.9966,10.9932,11.2427,11.4923
p41-plant-0004/004,brics-odroid-007_cam0,40,2,0,good|good,2,5.9906,5.9906,6.3261,6.3681,6.41
p41-plant-0004/004,brics-odroid-007_cam0,48,2,0,good|good,2,6.7415,6.7415,7.0004,7.0327,7.0651
p41-plant-0004/004,brics-odroid-007_cam0,56,2,0,good|good,2,6.389,6.389,7.2207,7.3246,7.4286
p41-plant-0004/004,brics-odroid-007_cam0,64,2,0,good|good,2,5.9877,5.9877,6.5139,6.5797,6.6455
p41-plant-0004/004,brics-odroid-007_cam0,72,2,0,good|good,2,4.8871,4.8871,5.5009,5.5776,5.6543
p41-plant-0004/004,brics-odroid-007_cam0,8,2,0,good|good,2,7.6915,7.6915,7.8846,7.9088,7.9329
p41-plant-0004/004,brics-odroid-007_cam0,80,2,0,good|good,2,4.0628,4.0628,4.722,4.8044,4.8868
p41-plant-0004/004,brics-odroid-007_cam0,88,2,0,good|good,2,5.3576,5.3576,5.449,5.4604,5.4718
p41-plant-0004/004,brics-odroid-007_cam0,96,2,0,good|good,2,4.8659,4.8659,4.9033,4.9079,4.9126
p41-plant-0004/004,brics-odroid-007_cam1,0,2,0,good|good,2,6.6879,6.6879,7.0737,7.122,7.1702
p41-plant-0004/004,brics-odroid-007_cam1,104,2,0,good|good,2,5.5545,5.5545,6.1993,6.2799,6.3605
p41-plant-0004/004,brics-odroid-007_cam1,112,2,0,good|good,2,4.57,4.57,4.9739,5.0244,5.0749
p41-plant-0004/004,brics-odroid-007_cam1,120,2,0,good|good,2,6.1196,6.1196,8.0295,8.2683,8.507
p41-plant-0004/004,brics-odroid-007_cam1,128,2,0,good|medium,2,9.3663,9.3663,13.1917,13.6698,14.148
p41-plant-0004/004,brics-odroid-007_cam1,136,2,0,good|medium,2,8.9538,8.9538,10.6663,10.8803,11.0944
p41-plant-0004/004,brics-odroid-007_cam1,144,2,0,good|medium,2,9.2536,9.2536,10.6982,10.8787,11.0593
p41-plant-0004/004,brics-odroid-007_cam1,152,2,0,good|good,2,7.6444,7.6444,8.4945,8.6007,8.707
p41-plant-0004/004,brics-odroid-007_cam1,16,2,0,good|good,2,6.4633,6.4633,6.7782,6.8175,6.8569
p41-plant-0004/004,brics-odroid-007_cam1,24,2,0,good|medium,2,8.5854,8.5854,10.7856,11.0607,11.3357
p41-plant-0004/004,brics-odroid-007_cam1,32,2,0,good|good,2,8.8637,8.8637,9.1,9.1295,9.159
p41-plant-0004/004,brics-odroid-007_cam1,40,2,0,good|good,2,5.3571,5.3571,6.1173,6.2124,6.3074
p41-plant-0004/004,brics-odroid-007_cam1,48,2,0,good|good,2,4.5713,4.5713,5.006,5.0604,5.1147
p41-plant-0004/004,brics-odroid-007_cam1,56,2,0,good|medium,2,9.1848,9.1848,11.9834,12.3333,12.6831
p41-plant-0004/004,brics-odroid-007_cam1,64,2,0,good|medium,2,9.4483,9.4483,11.468,11.7204,11.9729
p41-plant-0004/004,brics-odroid-007_cam1,72,2,0,good|good,2,6.8817,6.8817,8.2657,8.4387,8.6117
p41-plant-0004/004,brics-odroid-007_cam1,8,2,0,good|good,2,7.4489,7.4489,7.9796,8.046,8.1123
p41-plant-0004/004,brics-odroid-007_cam1,80,2,0,good|good,2,6.2496,6.2496,7.9457,8.1577,8.3697
p41-plant-0004/004,brics-odroid-007_cam1,88,2,0,good|good,2,5.6762,5.6762,5.9364,5.969,6.0015
p41-plant-0004/004,brics-odroid-007_cam1,96,2,0,good|good,2,7.0815,7.0815,8.3028,8.4554,8.6081
p41-plant-0004/004,brics-odroid-008_cam0,0,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,104,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,112,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,120,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,128,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,136,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,144,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,152,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,16,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,24,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,32,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,40,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,48,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,56,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,64,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,72,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,8,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,80,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,88,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-008_cam0,96,2,2,zero_sentinel|zero_sentinel,,,,,,
p41-plant-0004/004,brics-odroid-009_cam1,0,2,0,good|medium,2,9.0747,9.0747,12.58,13.0181,13.4563
p41-plant-0004/004,brics-odroid-009_cam1,104,2,1,good|zero_sentinel,1,7.148,7.148,7.148,7.148,7.148
p41-plant-0004/004,brics-odroid-009_cam1,112,2,0,good|medium,2,12.1853,12.1853,15.0172,15.3712,15.7252
p41-plant-0004/004,brics-odroid-009_cam1,120,2,1,medium|zero_sentinel,1,11.6931,11.6931,11.6931,11.6931,11.6931
p41-plant-0004/004,brics-odroid-009_cam1,128,2,0,good|good,2,7.095,7.095,9.2982,9.5736,9.849
p41-plant-0004/004,brics-odroid-009_cam1,136,2,1,good|zero_sentinel,1,7.9113,7.9113,7.9113,7.9113,7.9113
p41-plant-0004/004,brics-odroid-009_cam1,144,2,0,good|medium,2,12.4119,12.4119,15.6483,16.0528,16.4574
p41-plant-0004/004,brics-odroid-009_cam1,152,2,1,good|zero_sentinel,1,8.5624,8.5624,8.5624,8.5624,8.5624
p41-plant-0004/004,brics-odroid-009_cam1,16,2,0,good|medium,2,8.6457,8.6457,11.3303,11.6659,12.0015
p41-plant-0004/004,brics-odroid-009_cam1,24,2,0,good|medium,2,10.3858,10.3858,15.9625,16.6596,17.3567
p41-plant-0004/004,brics-odroid-009_cam1,32,2,0,good|medium,2,11.1071,11.1071,15.5901,16.1504,16.7108
p41-plant-0004/004,brics-odroid-009_cam1,40,2,0,good|medium,2,8.0881,8.0881,10.614,10.9298,11.2455
p41-plant-0004/004,brics-odroid-009_cam1,48,2,0,good|good,2,7.1216,7.1216,8.6436,8.8338,9.0241
p41-plant-0004/004,brics-odroid-009_cam1,56,2,0,good|good,2,7.0578,7.0578,7.4245,7.4704,7.5162
p41-plant-0004/004,brics-odroid-009_cam1,64,2,0,good|good,2,5.94,5.94,6.904,7.0245,7.145
p41-plant-0004/004,brics-odroid-009_cam1,72,2,0,good|good,2,5.7471,5.7471,5.9442,5.9689,5.9935
p41-plant-0004/004,brics-odroid-009_cam1,8,2,0,good|medium,2,8.4365,8.4365,12.1541,12.6188,13.0835
p41-plant-0004/004,brics-odroid-009_cam1,80,2,0,good|good,2,4.9399,4.9399,6.2087,6.3673,6.5259
p41-plant-0004/004,brics-odroid-009_cam1,88,2,0,good|good,2,5.6004,5.6004,6.4213,6.5239,6.6265
p41-plant-0004/004,brics-odroid-009_cam1,96,2,0,good|good,2,9.5967,9.5967,9.8152,9.8426,9.8699
p41-plant-0004/004,brics-odroid-010_cam0,0,2,0,good|medium,2,33.8092,33.8092,52.8938,55.2794,57.665
p41-plant-0004/004,brics-odroid-010_cam0,104,2,0,medium|medium,2,18.2662,18.2662,20.1212,20.3531,20.585
p41-plant-0004/004,brics-odroid-010_cam0,112,2,0,medium|medium,2,15.63,15.63,17.737,18.0003,18.2637
p41-plant-0004/004,brics-odroid-010_cam0,120,2,0,medium|medium,2,32.8469,32.8469,48.3391,50.2757,52.2122
p41-plant-0004/004,brics-odroid-010_cam0,128,2,0,good|medium,2,13.7209,13.7209,19.2217,19.9093,20.5969
p41-plant-0004/004,brics-odroid-010_cam0,136,2,0,good|medium,2,11.4566,11.4566,13.0496,13.2488,13.4479
p41-plant-0004/004,brics-odroid-010_cam0,144,2,0,good|medium,2,14.4331,14.4331,18.2429,18.7192,19.1954
p41-plant-0004/004,brics-odroid-010_cam0,152,2,0,medium|medium,2,19.9225,19.9225,26.6942,27.5406,28.3871
p41-plant-0004/004,brics-odroid-010_cam0,16,2,0,good|medium,2,16.6719,16.6719,23.3542,24.1895,25.0248
p41-plant-0004/004,brics-odroid-010_cam0,24,2,0,good|medium,2,17.7971,17.7971,25.4605,26.4185,27.3764
p41-plant-0004/004,brics-odroid-010_cam0,32,2,0,bad|good,2,43.566,43.566,70.9885,74.4163,77.8441
p41-plant-0004/004,brics-odroid-010_cam0,40,2,1,medium|zero_sentinel,1,12.1529,12.1529,12.1529,12.1529,12.1529
p41-plant-0004/004,brics-odroid-010_cam0,48,2,0,bad|good,2,42.5616,42.5616,69.6142,72.9958,76.3774
p41-plant-0004/004,brics-odroid-010_cam0,56,2,0,good|medium,2,14.957,14.957,18.9884,19.4923,19.9962
p41-plant-0004/004,brics-odroid-010_cam0,64,2,0,medium|medium,2,17.335,17.335,21.8492,22.4134,22.9777
p41-plant-0004/004,brics-odroid-010_cam0,72,2,0,good|medium,2,10.4221,10.4221,11.169,11.2623,11.3557
p41-plant-0004/004,brics-odroid-010_cam0,8,2,0,medium|medium,2,30.0119,30.0119,45.4849,47.4191,49.3532
p41-plant-0004/004,brics-odroid-010_cam0,80,2,0,good|medium,2,9.3665,9.3665,10.2105,10.316,10.4215
p41-plant-0004/004,brics-odroid-010_cam0,88,2,0,good|medium,2,14.3509,14.3509,18.2121,18.6947,19.1774
p41-plant-0004/004,brics-odroid-010_cam0,96,2,0,bad|medium,2,37.7752,37.7752,59.5034,62.2195,64.9355
p41-plant-0004/004,brics-odroid-010_cam1,0,2,0,bad|medium,2,53.7721,53.7721,66.0255,67.5571,69.0888
p41-plant-0004/004,brics-odroid-010_cam1,104,2,0,medium|medium,2,24.5801,24.5801,31.762,32.6598,33.5575
p41-plant-0004/004,brics-odroid-010_cam1,112,2,1,medium|zero_sentinel,1,16.0409,16.0409,16.0409,16.0409,16.0409
p41-plant-0004/004,brics-odroid-010_cam1,120,2,0,medium|medium,2,34.5675,34.5675,46.1461,47.5935,49.0408
p41-plant-0004/004,brics-odroid-010_cam1,128,2,0,medium|medium,2,35.3291,35.3291,40.5468,41.1991,41.8513
p41-plant-0004/004,brics-odroid-010_cam1,136,2,0,medium|medium,2,32.1294,32.1294,38.96,39.8139,40.6677
p41-plant-0004/004,brics-odroid-010_cam1,144,2,0,medium|medium,2,30.167,30.167,37.0168,37.873,38.7292
p41-plant-0004/004,brics-odroid-010_cam1,152,2,0,medium|medium,2,31.853,31.853,39.7735,40.7635,41.7536
p41-plant-0004/004,brics-odroid-010_cam1,16,2,0,bad|medium,2,51.2934,51.2934,68.42,70.5609,72.7017
p41-plant-0004/004,brics-odroid-010_cam1,24,2,0,bad|medium,2,51.8501,51.8501,69.075,71.2281,73.3812
p41-plant-0004/004,brics-odroid-010_cam1,32,2,0,bad|medium,2,53.124,53.124,77.9266,81.0269,84.1272
p41-plant-0004/004,brics-odroid-010_cam1,40,2,0,medium|medium,2,37.2377,37.2377,52.146,54.0096,55.8731
p41-plant-0004/004,brics-odroid-010_cam1,48,2,0,medium|medium,2,29.2936,29.2936,31.9643,32.2981,32.6319
p41-plant-0004/004,brics-odroid-010_cam1,56,2,0,bad|medium,2,52.6803,52.6803,75.9383,78.8455,81.7528
p41-plant-0004/004,brics-odroid-010_cam1,64,2,0,medium|medium,2,43.1839,43.1839,53.4622,54.747,56.0318
p41-plant-0004/004,brics-odroid-010_cam1,72,2,0,medium|medium,2,33.5794,33.5794,37.2416,37.6993,38.1571
p41-plant-0004/004,brics-odroid-010_cam1,8,2,0,bad|medium,2,55.3277,55.3277,67.0827,68.5521,70.0215
p41-plant-0004/004,brics-odroid-010_cam1,80,2,0,medium|medium,2,24.5391,24.5391,29.2296,29.8159,30.4022
p41-plant-0004/004,brics-odroid-010_cam1,88,2,0,bad|medium,2,63.7695,63.7695,84.8569,87.4928,90.1287
p41-plant-0004/004,brics-odroid-010_cam1,96,2,0,medium|medium,2,42.3772,42.3772,54.2916,55.7809,57.2702
p41-plant-0004/004,brics-odroid-011_cam0,0,2,0,good|good,2,5.8239,5.8239,6.8766,7.0082,7.1398
p41-plant-0004/004,brics-odroid-011_cam0,104,2,0,good|good,2,4.6418,4.6418,5.5116,5.6204,5.7291
p41-plant-0004/004,brics-odroid-011_cam0,112,2,0,good|good,2,3.8152,3.8152,3.8201,3.8208,3.8214
p41-plant-0004/004,brics-odroid-011_cam0,120,2,0,good|good,2,4.6159,4.6159,5.1889,5.2606,5.3322
p41-plant-0004/004,brics-odroid-011_cam0,128,2,0,good|good,2,4.4962,4.4962,5.0424,5.1106,5.1789
p41-plant-0004/004,brics-odroid-011_cam0,136,2,0,good|good,2,4.2985,4.2985,4.6233,4.6639,4.7045
p41-plant-0004/004,brics-odroid-011_cam0,144,2,0,good|good,2,3.9931,3.9931,4.4604,4.5188,4.5772
p41-plant-0004/004,brics-odroid-011_cam0,152,2,0,good|good,2,4.4338,4.4338,4.9856,5.0546,5.1236
p41-plant-0004/004,brics-odroid-011_cam0,16,2,0,good|good,2,5.5819,5.5819,5.8315,5.8627,5.8939
p41-plant-0004/004,brics-odroid-011_cam0,24,2,0,good|good,2,5.6959,5.6959,6.2467,6.3156,6.3844
p41-plant-0004/004,brics-odroid-011_cam0,32,2,0,good|good,2,6.8615,6.8615,8.0138,8.1579,8.3019
p41-plant-0004/004,brics-odroid-011_cam0,40,2,0,good|good,2,5.0903,5.0903,6.2021,6.3411,6.4801
p41-plant-0004/004,brics-odroid-011_cam0,48,2,0,good|good,2,6.2786,6.2786,7.2973,7.4246,7.5519
p41-plant-0004/004,brics-odroid-011_cam0,56,2,0,good|good,2,5.9638,5.9638,6.2964,6.3379,6.3795
p41-plant-0004/004,brics-odroid-011_cam0,64,2,0,good|good,2,4.4466,4.4466,4.864,4.9161,4.9683
p41-plant-0004/004,brics-odroid-011_cam0,72,2,0,good|good,2,3.9055,3.9055,4.0198,4.0341,4.0484
p41-plant-0004/004,brics-odroid-011_cam0,8,2,0,good|good,2,6.118,6.118,7.2918,7.4386,7.5853
p41-plant-0004/004,brics-odroid-011_cam0,80,2,0,good|good,2,4.393,4.393,4.499,4.5122,4.5255
p41-plant-0004/004,brics-odroid-011_cam0,88,2,0,good|good,2,6.613,6.613,7.4849,7.5939,7.7029
p41-plant-0004/004,brics-odroid-011_cam0,96,2,0,good|good,2,4.5566,4.5566,4.8837,4.9246,4.9655
p41-plant-0004/004,brics-odroid-012_cam0,0,2,0,good|good,2,6.628,6.628,6.8042,6.8263,6.8483
p41-plant-0004/004,brics-odroid-012_cam0,104,2,0,good|good,2,6.388,6.388,6.9636,7.0355,7.1075
p41-plant-0004/004,brics-odroid-012_cam0,112,2,0,good|good,2,5.4535,5.4535,6.6844,6.8382,6.9921
p41-plant-0004/004,brics-odroid-012_cam0,120,2,0,good|good,2,4.5827,4.5827,4.6209,4.6256,4.6304
p41-plant-0004/004,brics-odroid-012_cam0,128,2,0,good|good,2,4.282,4.282,4.7285,4.7843,4.8401
p41-plant-0004/004,brics-odroid-012_cam0,136,2,0,good|good,2,3.5488,3.5488,3.9277,3.975,4.0224
p41-plant-0004/004,brics-odroid-012_cam0,144,2,0,good|good,2,4.051,4.051,4.3296,4.3644,4.3992
p41-plant-0004/004,brics-odroid-012_cam0,152,2,0,good|good,2,5.2943,5.2943,5.7564,5.8141,5.8719
p41-plant-0004/004,brics-odroid-012_cam0,16,2,0,good|good,2,6.5019,6.5019,7.4914,7.6151,7.7388
p41-plant-0004/004,brics-odroid-012_cam0,24,2,0,good|medium,2,8.9291,8.9291,10.8293,11.0669,11.3044
p41-plant-0004/004,brics-odroid-012_cam0,32,2,0,good|medium,2,7.3647,7.3647,9.6363,9.9202,10.2042
p41-plant-0004/004,brics-odroid-012_cam0,40,2,0,medium|medium,2,20.6012,20.6012,25.0863,25.647,26.2076
p41-plant-0004/004,brics-odroid-012_cam0,48,2,0,good|good,2,8.0933,8.0933,8.7355,8.8157,8.896
