sequence,camera,frame,hand,view_class,lag,median_err_px
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,-1,433.2536
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,0,433.4049
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,1,434.8699
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,2,434.7746
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,3,435.8179
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,4,435.7473
p52-instrument-0034/034,brics-odroid-029_cam0,78,left,bad,5,436.2449
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,-5,204.4228
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,-4,204.5829
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,-3,205.9082
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,-2,209.982
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,-1,213.4249
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,0,215.6895
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,1,215.9756
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,2,216.7289
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,3,217.4035
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,4,217.8717
p41-boxing-0021/021,brics-odroid-014_cam1,108,right,bad,5,217.4846
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,-5,77.7734
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,-4,79.9335
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,-3,82.3362
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,-2,87.6913
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,-1,93.8119
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,0,96.4852
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,1,97.7591
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,2,97.3434
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,3,94.287
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,4,90.0119
p44-dog-0004/004,brics-odroid-012_cam1,256,left,bad,5,85.0991
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,-5,103.2972
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,-4,104.163
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,-3,103.559
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,-2,101.8599
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,-1,103.7152
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,0,106.256
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,1,104.1876
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,2,104.4906
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,3,101.3092
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,4,102.1915
p44-dog-0004/004,brics-odroid-028_cam0,144,left,bad,5,103.0224
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,-5,87.4048
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,-4,89.1386
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,-3,90.0544
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,-2,90.7044
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,-1,95.3302
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,0,93.6462
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,1,91.0576
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,2,84.0662
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,3,88.6693
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,4,86.0342
p44-dog-0004/004,brics-odroid-010_cam0,112,left,bad,5,84.386
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,-5,201.323
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,-4,201.9946
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,-3,201.3479
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,-2,201.6845
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,-1,200.146
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,0,200.5375
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,1,200.4937
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,2,198.7664
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,3,198.6661
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,4,198.2388
p36-tea-0010/010,brics-odroid-027_cam0,337,right,bad,5,198.0601
p52-instrument-0034/034,brics-odroid-029_cam0,0,right,bad,0,419.4461
p52-instrument-0034/034,brics-odroid-029_cam0,0,right,bad,1,418.4929
p52-instrument-0034/034,brics-odroid-029_cam0,0,right,bad,2,416.9464
p52-instrument-0034/034,brics-odroid-029_cam0,0,right,bad,3,415.1127
p52-instrument-0034/034,brics-odroid-029_cam0,0,right,bad,4,413.499
p52-instrument-0034/034,brics-odroid-029_cam0,0,right,bad,5,412.0509
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,-5,58.8001
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,-4,59.8889
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,-3,60.7727
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,-2,62.6632
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,-1,62.3725
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,0,62.5634
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,1,61.7853
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,2,62.4206
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,3,62.3535
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,4,62.3306
p44-dog-0004/004,brics-odroid-010_cam1,256,right,bad,5,61.408
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,-5,188.7393
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,-4,189.0198
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,-3,188.1285
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,-2,186.6464
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,-1,183.7155
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,0,183.5301
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,1,184.7744
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,2,182.2487
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,3,182.9564
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,4,185.2977
p44-dog-0004/004,brics-odroid-029_cam0,144,right,bad,5,186.609
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,-5,102.6907
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,-4,102.8659
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,-3,103.6888
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,-2,103.4666
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,-1,103.156
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,0,103.3503
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,1,103.8096
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,2,102.9479
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,3,104.0065
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,4,103.1936
p41-plant-0004/004,brics-odroid-029_cam1,152,right,bad,5,102.6311
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,-5,353.9888
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,-4,357.2796
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,-3,361.7512
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,-2,365.3882
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,-1,366.0485
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,0,366.7094
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,1,368.0183
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,2,368.9855
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,3,367.852
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,4,368.1764
p52-instrument-0034/034,brics-odroid-026_cam1,108,right,bad,5,368.128
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,-5,265.1286
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,-4,267.8166
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,-3,261.8145
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,-2,261.1019
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,-1,255.7814
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,0,261.9134
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,1,262.0025
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,2,259.507
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,3,258.7073
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,4,258.0282
p44-dog-0004/004,brics-odroid-010_cam1,16,left,bad,5,257.7844
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,-5,145.5846
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,-4,143.4983
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,-3,128.7349
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,-2,118.7944
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,-1,113.9345
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,0,114.9057
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,1,119.3048
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,2,122.7258
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,3,124.1788
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,4,120.5761
p41-plant-0004/004,brics-odroid-015_cam0,56,right,bad,5,116.7939
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,-5,117.0058
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,-4,117.4219
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,-3,119.6735
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,-2,121.8706
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,-1,124.1127
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,0,125.5638
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,1,128.2711
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,2,132.1051
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,3,135.067
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,4,135.203
p44-dog-0004/004,brics-odroid-015_cam1,16,left,bad,5,133.9069
p52-instrument-0034/034,brics-odroid-027_cam0,0,right,bad,0,330.5823
p52-instrument-0034/034,brics-odroid-027_cam0,0,right,bad,1,330.003
p52-instrument-0034/034,brics-odroid-027_cam0,0,right,bad,2,328.7034
p52-instrument-0034/034,brics-odroid-027_cam0,0,right,bad,3,327.4944
p52-instrument-0034/034,brics-odroid-027_cam0,0,right,bad,4,325.199
p52-instrument-0034/034,brics-odroid-027_cam0,0,right,bad,5,322.1414
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,-5,339.4574
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,-4,354.8888
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,-3,363.9619
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,-2,364.3486
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,-1,354.412
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,0,341.3458
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,1,344.513
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,2,333.1818
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,3,325.552
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,4,318.9112
p52-instrument-0034/034,brics-odroid-027_cam0,36,right,bad,5,312.0117
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,-5,206.669
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,-4,200.1801
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,-3,192.0986
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,-2,185.8828
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,-1,178.3437
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,0,171.8332
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,1,166.8738
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,2,163.1182
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,3,159.3734
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,4,156.9246
p36-tea-0010/010,brics-odroid-026_cam0,85,left,bad,5,154.1647
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,-5,2101.6366
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,-4,2101.6366
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,-3,2101.6366
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,-2,193.4339
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,-1,2101.6366
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,0,188.8122
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,1,185.4685
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,2,182.4124
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,3,180.2199
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,4,176.8208
p36-tea-0010/010,brics-odroid-027_cam1,218,right,bad,5,173.4444
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,-5,85.4886
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,-4,100.7531
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,-3,100.0981
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,-2,99.7086
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,-1,98.0332
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,0,90.1287
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,1,91.3029
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,2,99.4866
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,3,103.0684
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,4,99.8693
p41-plant-0004/004,brics-odroid-010_cam1,88,left,bad,5,99.705
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,-5,78.3559
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,-4,78.9333
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,-3,78.8854
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,-2,78.6141
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,-1,78.2821
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,0,78.2343
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,1,77.3777
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,2,77.1767
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,3,76.3342
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,4,77.7299
p36-tea-0010/010,brics-odroid-001_cam1,153,right,bad,5,77.4111
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,-5,389.0974
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,-4,390.1811
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,-3,390.4686
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,-2,390.1404
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,-1,390.5951
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,0,389.9235
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,1,390.3827
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,2,390.1766
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,3,390.2975
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,4,390.5132
p52-instrument-0034/034,brics-odroid-028_cam0,108,left,bad,5,390.3774
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,-5,223.6876
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,-4,223.5234
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,-3,223.9429
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,-2,223.6257
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,-1,224.5825
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,0,224.5937
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,1,224.2504
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,2,225.2957
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,3,224.6528
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,4,224.3724
p44-dog-0004/004,brics-odroid-029_cam0,272,right,bad,5,223.8588
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,-5,171.8429
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,-4,200.8815
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,-3,194.6458
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,-2,176.2708
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,-1,154.3979
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,0,141.0606
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,1,144.1198
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,2,144.7608
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,3,141.7778
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,4,133.5105
p41-boxing-0021/021,brics-odroid-016_cam0,270,right,bad,5,127.1022
p52-instrument-0034/034,brics-odroid-014_cam1,0,left,bad,0,342.9947
p52-instrument-0034/034,brics-odroid-014_cam1,0,left,bad,1,343.2412
p52-instrument-0034/034,brics-odroid-014_cam1,0,left,bad,2,343.5623
p52-instrument-0034/034,brics-odroid-014_cam1,0,left,bad,3,342.8071
p52-instrument-0034/034,brics-odroid-014_cam1,0,left,bad,4,343.4561
p52-instrument-0034/034,brics-odroid-014_cam1,0,left,bad,5,343.0797
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,-5,354.7519
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,-4,351.0366
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,-3,351.9664
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,-2,351.64
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,-1,351.3924
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,0,350.8156
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,1,350.7599
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,2,350.3578
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,3,351.6849
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,4,351.1958
p52-instrument-0034/034,brics-odroid-026_cam1,42,left,bad,5,350.9552
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,-5,329.6033
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,-4,330.1955
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,-3,329.8565
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,-2,330.6391
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,-1,330.7568
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,0,330.6752
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,1,331.2658
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,2,331.2247
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,3,331.9078
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,4,333.339
p52-instrument-0034/034,brics-odroid-020_cam1,84,right,bad,5,334.0444
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,-5,287.0547
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,-4,287.8072
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,-3,290.0732
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,-2,290.1035
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,-1,292.0848
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,0,294.9749
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,1,298.7427
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,2,300.1059
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,3,299.7801
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,4,298.7909
p36-tea-0010/010,brics-odroid-028_cam0,269,right,bad,5,298.0058
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,-5,70.7746
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,-4,75.4392
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,-3,71.9755
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,-2,71.2945
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,-1,75.656
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,0,74.831
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,1,71.8423
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,2,66.7414
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,3,73.1576
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,4,75.002
p41-plant-0004/004,brics-odroid-022_cam0,24,right,bad,5,69.9703
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,-5,235.8122
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,-4,236.6436
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,-3,230.7952
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,-2,217.3619
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,-1,195.5806
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,0,168.8008
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,1,130.3349
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,2,83.0706
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,3,55.9272
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,4,62.975
p41-boxing-0021/021,brics-odroid-027_cam0,270,left,bad,5,108.5759
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,-5,140.7137
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,-4,141.3109
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,-3,139.2707
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,-2,139.5247
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,-1,138.1733
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,0,137.8924
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,1,135.9718
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,2,136.7637
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,3,137.7024
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,4,137.3097
p44-dog-0004/004,brics-odroid-027_cam0,192,right,bad,5,138.4024
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,-5,217.1555
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,-4,223.8206
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,-3,227.301
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,-2,229.1609
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,-1,232.3496
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,0,232.5537
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,1,231.7008
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,2,229.1473
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,3,230.1419
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,4,228.3661
p36-tea-0010/010,brics-odroid-027_cam1,68,left,bad,5,229.4427
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,-5,293.4028
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,-4,289.1093
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,-3,288.0798
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,-2,289.7923
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,-1,293.8963
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,0,297.1715
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,1,301.6741
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,2,306.034
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,3,312.958
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,4,322.4589
p52-instrument-0034/034,brics-odroid-027_cam0,66,right,bad,5,331.4572
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,-5,293.6925
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,-4,293.8318
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,-3,294.3498
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,-2,293.9343
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,-1,294.1942
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,0,293.3189
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,1,293.6081
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,2,294.0219
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,3,294.7605
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,4,294.3513
p52-instrument-0034/034,brics-odroid-026_cam0,6,left,bad,5,293.8844
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,-5,161.762
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,-4,161.762
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,-3,161.762
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,-2,193.4671
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,-1,161.762
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,0,195.9511
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,1,196.6451
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,2,198.9205
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,3,200.8619
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,4,203.4182
p36-tea-0010/010,brics-odroid-012_cam0,218,right,bad,5,205.8306
p36-tea-0010/010,brics-odroid-026_cam0,320,right,bad,-5,242.6562
p36-tea-0010/010,brics-odroid-026_cam0,320,right,bad,-4,242.5612
p36-tea-0010/010,brics-odroid-026_cam0,320,right,bad,-3,242.6101
p36-tea-0010/010,brics-odroid-026_cam0,320,right,bad,-2,242.2227
p36-tea-0010/010,brics-odroid-026_cam0,320,right,bad,-1,240.4196
