condition,sequence,camera,physical_camera_id,f_scene_only,f_reference,f_lam_0.01,f_lam_0.03,f_lam_0.1,f_lam_0.3,f_lam_1.0,f_lam_3.0,f_lam_10.0
N0,p36-tea-0010,brics-odroid-012_cam0,brics-odroid-012_cam0,862.0793186119304,926.425415,862.0820773955405,862.0875990668186,862.1069681159252,862.1626812191172,862.3621355386764,862.9731865260259,865.6464635715649
N0,p36-tea-0010,brics-odroid-012_cam1,brics-odroid-012_cam1,792.2679144959494,926.514709,792.2742430903262,792.2868997962183,792.3311931974097,792.4577023354896,792.899978160495,794.1593002961855,797.0793843780473
N0,p36-tea-0010,brics-odroid-014_cam1,brics-odroid-014_cam1,849.4111052225006,922.314819,849.4038580965507,849.3893637985736,849.3386332718449,849.193684763408,848.6863166316565,847.2362795136593,845.05971036165
N0,p36-tea-0010,brics-odroid-015_cam0,brics-odroid-015_cam0,820.315584057347,914.97937,820.3196458322125,820.3277692497761,820.3561998235642,820.4374181416783,820.7215435747088,821.5321435748309,824.3555708785624
N0,p36-tea-0010,brics-odroid-015_cam1,brics-odroid-015_cam1,794.5360420266629,930.794434,794.5366801039469,794.5379562485527,794.5424226500659,794.5551829006845,794.5998333205675,794.7273163820244,795.1724647614685
N0,p36-tea-0010,brics-odroid-016_cam0,brics-odroid-016_cam0,948.8801643148273,919.84082,948.8839391481001,948.8914886944983,948.917910845402,948.9933918939564,949.2574494953968,950.0108207804185,952.6350903390444
N0,p36-tea-0010,brics-odroid-017_cam0,brics-odroid-017_cam0,877.2437784375387,921.894775,877.2464827125214,877.2518912422036,877.2708208831115,877.3249037459046,877.5141724693103,878.0547577428214,879.9446782234032
N0,p36-tea-0010,brics-odroid-017_cam1,brics-odroid-017_cam1,865.5918614748437,938.321167,865.5918626738595,865.5918650701623,865.5918734390987,865.5918971960837,865.5919785868361,865.5921970385629,865.5928281360293
N0,p36-tea-0010,brics-odroid-019_cam1,brics-odroid-019_cam1,934.0149293545147,920.925659,934.0184576891487,934.0255146478569,934.050217042865,934.1208213776922,934.3682410235393,935.0777743971661,937.5846279705297
N0,p36-tea-0010,brics-odroid-020_cam0,brics-odroid-020_cam0,828.3357259746956,899.424316,828.3510013489523,828.3815494706597,828.4884403228168,828.7936066000539,829.8589407766023,832.8796696680306,843.501658463825
N0,p36-tea-0010,brics-odroid-020_cam1,brics-odroid-020_cam1,798.2892465201471,925.858521,798.2866541712486,798.2814710389478,798.2633464970817,798.2117024350948,798.0325697278522,797.5342667789898,795.9337839906731
N0,p36-tea-0010,brics-odroid-021_cam0,brics-odroid-021_cam0,831.4344809795211,938.355225,831.4306378941959,831.4229130981528,831.3954638711199,831.3133224323869,830.9740760304164,829.1323903056009,822.3412152795651
N0,p36-tea-0010,brics-odroid-021_cam1,brics-odroid-021_cam1,779.1639405913166,920.78302,779.1690597157949,779.1792978742892,779.215130479196,779.3175012094079,779.6757038032879,780.6983262346486,784.2681376031604
N0,p36-tea-0010,brics-odroid-022_cam0,brics-odroid-022_cam0,823.7421588992974,916.312195,823.7433577190266,823.7457553566629,823.7541470692532,823.7781232268981,823.8620378647737,824.1017775661882,824.9406750264384
N0,p36-tea-0010,brics-odroid-022_cam1,brics-odroid-022_cam1,835.8916955104934,903.016357,835.892182061972,835.8931565117042,835.8965812923577,835.9064898003887,835.9426769370667,836.0609919685357,836.7934638740297
N0,p36-tea-0010,brics-odroid-023_cam0,brics-odroid-023_cam0,867.6093786441263,914.887695,867.6099779305694,867.6111736191488,867.6153284855418,867.6269478789527,867.6648917501848,867.7543406134699,867.94182877355
N0,p36-tea-0010,brics-odroid-024_cam0,brics-odroid-024_cam0,814.3241897784673,931.895264,814.3256444623787,814.3285538262568,814.3387365584082,814.3678297237959,814.4696516604095,814.7605359729571,815.778216771996
N0,p36-tea-0010,brics-odroid-024_cam1,brics-odroid-024_cam1,852.580081177354,951.805908,852.5824635184675,852.5872279997333,852.603901574362,852.651522282345,852.8179841520872,853.2917915867062,854.9294232217659
N0,p36-tea-0010,brics-odroid-025_cam0,brics-odroid-025_cam0,651.0626477055922,913.867126,651.0574192313807,651.0469626671792,651.0103687263382,650.9058491737825,650.5404335266423,649.499829495217,645.898826398049
N0,p36-tea-0010,brics-odroid-025_cam1,brics-odroid-025_cam1,810.97006366984,879.872681,810.9494724956998,810.9082876583731,810.764114588171,810.3519673634943,808.9068323575979,805.2205170254618,800.3540354265716
N0,p36-tea-0010,brics-odroid-026_cam0,brics-odroid-026_cam0,853.7727997301757,921.928467,853.7754199163513,853.7806582705688,853.7989713471114,853.8511136968509,854.0315293803519,854.5297925055168,856.0950913900151
N0,p36-tea-0010,brics-odroid-026_cam1,brics-odroid-026_cam1,882.5094646800264,927.79425,882.51186673284,882.5166709086642,882.5334862611386,882.5815364441487,882.7497858379186,883.2311314329831,884.9232606399761
N0,p36-tea-0010,brics-odroid-027_cam0,brics-odroid-027_cam0,927.6569579127653,917.449829,927.6275804498364,927.5688248523533,927.3631732103704,926.775536686875,924.7180743378818,918.8345139610428,899.396533715306
N0,p36-tea-0010,brics-odroid-027_cam1,brics-odroid-027_cam1,788.4136662973157,919.998901,788.4266618679043,788.4526524752531,788.5436139959792,788.803456017305,789.7123428426802,792.3041364268088,801.3155987281757
N0,p36-tea-0010,brics-odroid-028_cam0,brics-odroid-028_cam0,815.2188431340077,919.052307,815.2247428146418,815.2365412848317,815.277826576513,815.395704433835,815.8073444750775,816.9755238925721,741.0318045805054
N0,p36-tea-0010,brics-odroid-029_cam0,brics-odroid-029_cam0,1006.9344573721727,907.913086,1006.9140179776441,1006.8731352705448,1006.7300046435421,1006.320706946149,1004.8840337330398,1000.7432610555088,538.1724469985223
N0,p36-tea-0010,brics-odroid-029_cam1,brics-odroid-029_cam1,801.7279978762488,905.857727,801.7262574806987,801.7227766972818,801.7105940359913,801.6757871237517,801.5539709976276,801.2059940622137,799.9888812544525
N0,p36-tea-0010,brics-odroid-030_cam0,brics-odroid-030_cam0,742.5395189832329,930.997131,742.5398853180565,742.5406180047977,742.5431825878796,742.5505115069225,742.576180689902,742.64967555779,742.908721972466
N0,p36-tea-0010,brics-odroid-030_cam1,brics-odroid-030_cam1,749.2307118736481,907.045105,749.2087479208617,749.1648220309844,749.0111025789553,748.5720854819818,747.0376390690408,742.673195520597,727.6469155319857
N0,p41-boxing-0021,brics-odroid-001_cam1,brics-odroid-001_cam1,846.1591519694568,918.354065,846.1881601836191,846.2475649945534,846.4712915032009,847.2859745265573,851.290274765428,857.1225210102697,888.5657862056471
N0,p41-boxing-0021,brics-odroid-002_cam0,brics-odroid-002_cam0,852.9806549235965,940.340637,853.0287885510244,853.1225193608283,853.426148097602,854.1273754707962,855.5341230210684,859.8115424839156,880.9721175179353
N0,p41-boxing-0021,brics-odroid-006_cam0,brics-odroid-006_cam0,842.8989894875734,919.383789,842.9000278633328,842.9021059554672,842.9093933847392,842.9303362856039,843.0050862334597,843.2319127187104,844.2215430080818
N0,p41-boxing-0021,brics-odroid-007_cam0,brics-odroid-007_cam0,904.1539967822707,924.420349,904.1513148305598,904.1459315297316,904.1268838280416,904.0706309861737,903.8495580582478,902.8977030959875,899.9860059164636
N0,p41-boxing-0021,brics-odroid-007_cam1,brics-odroid-007_cam1,863.9907566754739,931.304504,864.0233727648064,864.0885767656964,864.3164953253228,864.9651693108641,867.206509139682,871.6250983001454,952.0637177830183
N0,p41-boxing-0021,brics-odroid-008_cam0,brics-odroid-008_cam0,914.1252190987137,919.474365,914.1364178046165,914.1588120742367,914.2371590402855,914.4607252300584,915.2399283607535,917.4384951164772,924.83347732871
N0,p41-boxing-0021,brics-odroid-009_cam1,brics-odroid-009_cam1,786.0308231859165,931.934998,786.0290451908712,786.0254910214392,786.0130705127574,785.9777461191858,785.8559788474454,785.5233304335007,784.5118882792407
N0,p41-boxing-0021,brics-odroid-010_cam0,brics-odroid-010_cam0,870.7444800859297,932.026672,870.7409500638889,870.7338900618564,870.70918049625,870.6385855215807,870.391547253756,869.6861018623048,866.6895498008191
N0,p41-boxing-0021,brics-odroid-010_cam1,brics-odroid-010_cam1,758.0070488891337,934.134155,758.1215858334511,758.3502752596901,759.1466737574411,761.3887203776071,768.8926265466317,788.0346905534345,1120.644440975181
N0,p41-boxing-0021,brics-odroid-011_cam0,brics-odroid-011_cam0,880.3271220648005,922.774414,880.3272373786468,880.3274680061143,880.3282751998979,880.3305814476819,880.338653079634,880.3617128686133,880.4423986103468
N0,p41-boxing-0021,brics-odroid-012_cam0,brics-odroid-012_cam0,881.3812297723229,926.425415,881.3809359697278,881.3803483644167,881.3782917445594,881.3724156769596,881.3518493136106,881.2930871890568,881.0874070791119
N0,p41-boxing-0021,brics-odroid-012_cam1,brics-odroid-012_cam1,853.9131195599207,926.514709,853.9122666328418,853.9105623098658,853.9046132088342,853.8877519894614,853.8302820433206,853.6782644194097,853.2565576002469
N0,p41-boxing-0021,brics-odroid-014_cam1,brics-odroid-014_cam1,844.539339893959,922.314819,844.5426041382607,844.5491325799338,844.5719816330217,844.6372604183509,844.8656869018967,845.5179119552121,847.7957552010604
N0,p41-boxing-0021,brics-odroid-015_cam0,brics-odroid-015_cam0,853.3829681718595,914.97937,853.3837764705709,853.385393058272,853.3910510131633,853.4072157237775,853.4637820070154,853.6253125468742,854.1896515689571
N0,p41-boxing-0021,brics-odroid-015_cam1,brics-odroid-015_cam1,831.7036155116026,930.794434,831.7064372286005,831.7120840233705,831.7318831633374,831.788756959624,831.9914413571813,832.6035218582039,835.1495540994767
N0,p41-boxing-0021,brics-odroid-016_cam0,brics-odroid-016_cam0,923.7862912564566,919.84082,923.7934105123788,923.8076644135385,923.8577152390017,924.002122303261,924.5245286902035,926.1797045954409,931.7753899812517
N0,p41-boxing-0021,brics-odroid-017_cam0,brics-odroid-017_cam0,855.9795869264422,921.894775,855.9654212018619,855.9370891149518,855.8379201140999,855.5545227042375,854.5619617269246,851.7210299584458,845.5287902962255
N0,p41-boxing-0021,brics-odroid-017_cam1,brics-odroid-017_cam1,888.3527266288555,938.321167,888.3543296382209,888.3575258359906,888.3686104535839,888.399431077394,888.498283341736,888.7209713834258,889.1454469182165
N0,p41-boxing-0021,brics-odroid-019_cam1,brics-odroid-019_cam1,849.6829253015597,920.925659,849.6811644431217,849.6776577291508,849.6655395457803,849.6321946416695,849.5285972542226,849.3124263629272,848.9560960277978
N0,p41-boxing-0021,brics-odroid-020_cam0,brics-odroid-020_cam0,778.3577576982452,899.424316,778.3585685905457,778.3601903775328,778.3658666570497,778.382084813334,778.4388508665069,778.6010610732853,779.1690475114308
N0,p41-boxing-0021,brics-odroid-020_cam1,brics-odroid-020_cam1,839.8180567490759,925.858521,839.8204651058702,839.8252834948735,839.8421654686331,839.8905511506811,840.0616883027227,840.5665044461884,842.5418286395242
N0,p41-boxing-0021,brics-odroid-021_cam0,brics-odroid-021_cam0,833.8301414742394,938.355225,833.8396758397145,833.858743216459,833.9254648192167,834.1159762018044,834.7813486041916,836.670344398939,843.1492869104766
N0,p41-boxing-0021,brics-odroid-021_cam1,brics-odroid-021_cam1,771.5801695407569,920.78302,771.5875104440227,771.6021910894467,771.6535611599851,771.8002283966531,772.3123488744008,773.7652153828042,779.6378474662627
N0,p41-boxing-0021,brics-odroid-023_cam0,brics-odroid-023_cam0,845.5962857363553,914.887695,845.5987205237193,845.6035900577192,845.6206329990817,845.6693234520725,845.8396972875469,846.3261135158817,848.0243089686087
N0,p41-boxing-0021,brics-odroid-024_cam0,brics-odroid-024_cam0,813.1250320164094,931.895264,813.124824716095,813.1244095527453,813.1229505456319,813.118730403356,813.1033308779153,813.0531233663534,812.7470506717336
N0,p41-boxing-0021,brics-odroid-024_cam1,brics-odroid-024_cam1,867.4207494863066,951.805908,867.4337656585851,867.4597938142077,867.5508483984981,867.810628131751,868.7154905153739,871.2643151697471,879.8019839600216
N0,p41-boxing-0021,brics-odroid-025_cam0,brics-odroid-025_cam0,720.8625466941629,913.867126,720.8832038548816,720.9245146813518,721.0690658863101,721.481755098065,722.9225104581717,727.008005884508,734.3563205578888
N0,p41-boxing-0021,brics-odroid-025_cam1,brics-odroid-025_cam1,839.1444422205976,879.872681,839.1743901273323,839.23427994653,839.4438313928633,840.0420109610351,842.1293712308847,848.0409870973666,953.1850878924894
N0,p41-boxing-0021,brics-odroid-026_cam0,brics-odroid-026_cam0,842.8078334781248,921.928467,842.8119263239087,842.8201093834955,842.8487224858322,842.9302383153085,843.212819963293,843.9975527773684,846.5072886716055
N0,p41-boxing-0021,brics-odroid-026_cam1,brics-odroid-026_cam1,847.1409024963922,927.79425,847.1419157906092,847.1439311525461,847.1508691900008,847.1697507851966,847.2265220532726,847.3364989547265,847.49625408028
N0,p41-boxing-0021,brics-odroid-027_cam0,brics-odroid-027_cam0,883.7168011533483,917.449829,883.7179356005167,883.7202044603949,883.7281451081803,883.7508295726799,883.8301890423935,884.0566209274385,884.845539739679
N0,p41-boxing-0021,brics-odroid-028_cam0,brics-odroid-028_cam0,822.0958575649446,919.052307,822.0899670804769,822.0783188502146,822.0388927954991,821.9366180830647,821.6673440284085,821.2667819425304,820.8636362555445
N0,p41-boxing-0021,brics-odroid-029_cam0,brics-odroid-029_cam0,845.2771939269177,907.913086,845.2785676307644,845.2813150128104,845.290930580688,845.318401323834,845.4145220068848,845.6889220078014,846.646640496688
N0,p41-boxing-0021,brics-odroid-029_cam1,brics-odroid-029_cam1,893.2013291146847,905.857727,893.1996325431303,893.1962386768538,893.1843525462513,893.1503269074942,893.0304704565973,892.6813133053504,891.3751727242256
N0,p41-boxing-0021,brics-odroid-030_cam0,brics-odroid-030_cam0,784.0708621712438,930.997131,784.0669540500288,784.059137749414,784.0317800862947,783.9536100974258,783.679954027123,782.8975554968897,780.1530227902099
N0,p41-boxing-0021,brics-odroid-030_cam1,brics-odroid-030_cam1,755.7714836155608,907.045105,755.7681060343623,755.7613507239643,755.7377055834387,755.6701347152169,755.4334811246032,754.7559919660432,752.3688239373914
N0,p41-plant-0004,brics-odroid-001_cam1,brics-odroid-001_cam1,865.3520238189161,918.354065,865.3667396931679,865.3963814520213,865.5023860530184,865.8260413232254,867.274050703481,871.8614112711135,884.4989486076837
N0,p41-plant-0004,brics-odroid-002_cam0,brics-odroid-002_cam0,946.9852667792793,940.340637,946.9938662929086,947.0112031529674,947.0733688049195,947.2647914836373,948.152182420364,952.5444648933171,966.1114780833353
N0,p41-plant-0004,brics-odroid-006_cam0,brics-odroid-006_cam0,921.5813961501087,919.383789,921.5861419139106,921.5956444104072,921.6290187663683,921.7253762695478,922.0747737168309,923.1902950305148,929.7356496418533
N0,p41-plant-0004,brics-odroid-007_cam0,brics-odroid-007_cam0,831.3410361516222,924.420349,831.340634971978,831.3398326368123,831.3370247169868,831.3290042590363,831.3009579497276,831.2210418109343,830.9438330810102
N0,p41-plant-0004,brics-odroid-007_cam1,brics-odroid-007_cam1,867.858493644167,931.304504,867.8716843135229,867.898057604794,867.9902797117963,868.2530500345965,869.1644117491461,871.6994265167242,879.8684730666948
