condition,sequence,camera,physical_camera_id,f_scene_only,f_reference,f_lam_0.01,f_lam_0.03,f_lam_0.1,f_lam_0.3,f_lam_1.0,f_lam_3.0,f_lam_10.0
N0,p41-plant-0004,brics-odroid-022_cam0,brics-odroid-022_cam0,915.1299798804619,916.312195,915.1261518339114,915.118498052233,915.0917340618863,915.0154727320796,914.7509522076197,914.0151189585332,911.5070273463903
N0,p41-plant-0004,brics-odroid-022_cam1,brics-odroid-022_cam1,773.103851241376,903.016357,773.1042280785044,773.1049817492061,773.1076195593492,773.1151558399401,773.1415290913721,773.2168492758775,773.4800975895581
N0,p41-plant-0004,brics-odroid-023_cam0,brics-odroid-023_cam0,873.3460426883619,914.887695,873.3519677138886,873.3638129163302,873.4052202837998,873.5230929843069,873.9306494675778,875.0538849837139,877.8608368427459
N0,p41-plant-0004,brics-odroid-024_cam0,brics-odroid-024_cam0,824.3345356316075,931.895264,824.3403348510694,824.3519544386278,824.3928464111951,824.5116299306843,824.9515389988936,826.4601192708772,831.96155958091
N0,p41-plant-0004,brics-odroid-024_cam1,brics-odroid-024_cam1,763.808745894917,951.805908,763.8096937680791,763.811589373911,763.8182225195125,763.8371617319114,763.9033019521365,764.0910227716715,764.7337891777429
N0,p41-plant-0004,brics-odroid-025_cam0,brics-odroid-025_cam0,690.0672879132552,913.867126,690.0731235317966,690.0847948039603,690.1256446248567,690.2423615554619,690.6509076220988,691.8184971558051,705.6296492585137
N0,p41-plant-0004,brics-odroid-025_cam1,brics-odroid-025_cam1,641.7300057365597,879.872681,641.7385733258362,641.7557078701233,641.8156721160738,641.9869414738893,642.5857192541885,644.2908045719088,650.1928656642817
N0,p44-dog-0004,brics-odroid-001_cam1,brics-odroid-001_cam1,877.708469617944,970.607117,877.7089932293721,877.7100374214897,877.7136605760595,877.723749659304,877.7562579413469,877.8303341602434,877.9748586139366
N0,p44-dog-0004,brics-odroid-002_cam0,brics-odroid-002_cam0,862.8782078035422,885.953552,862.8902952694768,862.9144604704742,862.9989366366451,863.2394258935957,864.07110455572,866.3652943798464,874.3915747729939
N0,p44-dog-0004,brics-odroid-006_cam0,brics-odroid-006_cam0,806.9283764989817,899.016907,806.9294250222857,806.9315220423753,806.9388613342646,806.9598283534594,807.0331850928966,807.2425375423678,807.9725029392338
N0,p44-dog-0004,brics-odroid-007_cam0,brics-odroid-007_cam0,860.4302706954345,932.032104,860.4275421794897,860.4220804229351,860.4029145225587,860.3477247606475,860.1493988889724,859.5344604033778,856.9444113035379
N0,p44-dog-0004,brics-odroid-007_cam1,brics-odroid-007_cam1,765.1459651858497,932.874512,765.1498954396819,765.157715321743,765.1846656013487,765.2582439148638,765.4815561255836,765.9232635019257,777.0908240640186
N0,p44-dog-0004,brics-odroid-008_cam0,brics-odroid-008_cam0,945.6842718550058,941.907043,945.6723148626942,945.6483995182604,945.5646815321212,945.325364815879,944.4863249571829,942.0872164678932,934.5868329422686
N0,p44-dog-0004,brics-odroid-009_cam1,brics-odroid-009_cam1,860.8326754964368,959.593506,860.8337181115992,860.8358033778551,860.8431021870388,860.8639591620006,860.9369963304397,861.145998115971,861.8813073603075
N0,p44-dog-0004,brics-odroid-010_cam0,brics-odroid-010_cam0,879.264499952649,933.87085,879.261187974963,879.254569726098,879.2314656016613,879.1659616993024,878.942462754148,878.349514671443,876.6911780294744
N0,p44-dog-0004,brics-odroid-011_cam0,brics-odroid-011_cam0,755.807616429484,938.384766,755.8095947301698,755.8135532782153,755.827428670024,755.8672489733599,756.0087104341521,756.4316995334743,758.1733932318541
N0,p44-dog-0004,brics-odroid-012_cam0,brics-odroid-012_cam0,846.313876096642,953.767944,846.3154659527011,846.3186482175631,846.3298130202494,846.3619446201496,846.4771859781241,846.8322915208156,848.4834288152211
N0,p44-dog-0004,brics-odroid-012_cam1,brics-odroid-012_cam1,841.4112574953982,911.326538,841.4100306686505,841.4075770133375,841.3989892006537,841.3744524293725,841.2885718211551,841.0431822964828,840.1841282002417
N0,p44-dog-0004,brics-odroid-014_cam1,brics-odroid-014_cam1,773.3426818171837,940.467224,773.344619478934,773.3484849699196,773.3619118149653,773.399417784157,773.5214543654619,773.8064947194476,774.3921522910485
N0,p44-dog-0004,brics-odroid-015_cam1,brics-odroid-015_cam1,765.482513050664,941.986267,765.482757051146,765.4832450532168,765.4849530720888,765.4898332256365,765.5069149254591,765.5557297477188,765.726697975331
N0,p44-dog-0004,brics-odroid-016_cam0,brics-odroid-016_cam0,930.2063354545531,986.61853,930.2046429740199,930.2012594077479,930.1894315510301,930.1557625363558,930.0393585517916,929.718626172371,928.7181167634874
N0,p44-dog-0004,brics-odroid-017_cam0,brics-odroid-017_cam0,873.7101784448885,917.866882,873.706326687251,873.6986231841183,873.671661050633,873.5946274763098,873.3250227184068,872.5548327960075,869.8605300955392
N0,p44-dog-0004,brics-odroid-017_cam1,brics-odroid-017_cam1,852.8450653186485,931.661072,852.843121188678,852.8392329134817,852.8256237901134,852.7867392074637,852.6506271480348,852.2615981951684,850.8983928734243
N0,p44-dog-0004,brics-odroid-019_cam1,brics-odroid-019_cam1,1002.7682279600791,958.992859,1002.8504519199073,1003.014881495012,1003.5901924326985,1005.2322883855473,1010.9606103358075,1027.167642876766,1054.2053008672033
N0,p44-dog-0004,brics-odroid-020_cam0,brics-odroid-020_cam0,756.7109672951323,931.864014,756.715543009063,756.7246942944624,756.7567222975758,756.8482180585962,757.1683037303596,758.0815545713073,761.2631064553823
N0,p44-dog-0004,brics-odroid-020_cam1,brics-odroid-020_cam1,841.4328944591408,945.561951,841.4326946347824,841.432294992833,841.430896317074,841.4269007096425,841.4129231850034,841.3730481697467,841.2341907329654
N0,p44-dog-0004,brics-odroid-021_cam0,brics-odroid-021_cam0,790.3062444968369,920.005005,790.3058815868259,790.3051548699328,790.3026019047561,790.29522568763,790.2684120729042,790.1820944023941,789.6899538032642
N0,p44-dog-0004,brics-odroid-021_cam1,brics-odroid-021_cam1,806.3634350704879,920.716309,806.3662660013538,806.3719276220822,806.391740764443,806.4483280641748,806.6461310439095,807.2091263604282,809.1547956917876
N0,p44-dog-0004,brics-odroid-022_cam0,brics-odroid-022_cam0,825.0639057775104,909.549255,825.0670944054065,825.0734716257023,825.095791524037,825.1595594676537,825.3827100056396,826.0199636696401,828.2465322236699
N0,p44-dog-0004,brics-odroid-022_cam1,brics-odroid-022_cam1,725.3905925267512,900.313538,725.3907466926811,725.3910550242091,725.3921341810702,725.3952174565029,725.4060085718761,725.436837342034,725.5447031887602
N0,p44-dog-0004,brics-odroid-023_cam0,brics-odroid-023_cam0,832.4122031859864,901.922424,832.4118011716391,832.4109974843633,832.4081881587248,832.4001920727934,832.3725574621643,832.2964971719224,832.0600049760404
N0,p44-dog-0004,brics-odroid-024_cam0,brics-odroid-024_cam0,737.3396896769275,892.527466,737.3444094572792,737.3538488697487,737.3868852570199,737.4812615963597,737.8114232364736,738.7534107135596,742.0351383152115
N0,p44-dog-0004,brics-odroid-024_cam1,brics-odroid-024_cam1,792.0252997403043,920.34082,792.0248744741526,792.0240212895977,792.0210070034346,792.0121460746077,791.9779061971025,791.8403612191703,789.0745075470819
N0,p44-dog-0004,brics-odroid-025_cam0,brics-odroid-025_cam0,658.8665115382561,903.565063,658.8677545467325,658.8702330285446,658.8788293896648,658.9027382106879,658.9794891140357,659.1527646201614,659.4845025255896
N0,p44-dog-0004,brics-odroid-025_cam1,brics-odroid-025_cam1,706.2935763939577,894.818848,706.2978444636352,706.3063418560957,706.3356819785283,706.4162206969669,706.6646332103389,707.1743315503412,707.9898604115067
N0,p44-dog-0004,brics-odroid-026_cam0,brics-odroid-026_cam0,891.5554550264447,895.203247,891.5554817411278,891.5555354317817,891.5557261378401,891.5562960980744,891.558638595099,891.5710418457388,909.8774671247189
N0,p44-dog-0004,brics-odroid-026_cam1,brics-odroid-026_cam1,895.3971910175553,935.543335,895.3954289532426,895.3919048196474,895.3795702998799,895.3443283675346,895.2209763860062,894.8684974274169,893.6342993836811
N0,p44-dog-0004,brics-odroid-027_cam0,brics-odroid-027_cam0,901.2559253790995,920.350464,901.2512195984808,901.2418078690782,901.2088650503289,901.114727572825,900.7850696934524,899.841672945172,897.3401789616439
N0,p44-dog-0004,brics-odroid-029_cam0,brics-odroid-029_cam0,825.6123677131714,919.495972,825.6168104995362,825.6256959471774,825.6567937005492,825.7456331683592,826.0564400376226,826.9433358714365,830.034613907614
N0,p44-dog-0004,brics-odroid-029_cam1,brics-odroid-029_cam1,793.1149604277394,927.140747,793.1251392584157,793.1454954438824,793.2167265998752,793.4201114808922,794.1304138461376,796.1466751379958,803.0614030614637
N0,p44-dog-0004,brics-odroid-030_cam0,brics-odroid-030_cam0,776.0543823634091,945.355957,776.0615624981486,776.0759223556194,776.126177531058,776.2697266785793,776.7717166043501,778.2022793529906,783.167399383166
N0,p52-instrument-0034,brics-odroid-002_cam0,brics-odroid-002_cam0,885.4076886710965,931.786255,885.43333612241,885.4841816969076,885.657558261298,886.1167207019887,887.394679080861,889.6639122415023,893.172572182257
N0,p52-instrument-0034,brics-odroid-007_cam0,brics-odroid-007_cam0,875.3183633226615,919.000183,875.3202651312923,875.3240645812372,875.3373190586208,875.3748192209164,875.5019033648664,875.8327008740115,876.7115193384606
N0,p52-instrument-0034,brics-odroid-007_cam1,brics-odroid-007_cam1,809.2392896759104,945.903381,809.2437102921685,809.2525139030188,809.2829370615417,809.3666542329449,809.6267833546542,810.1697410872267,811.0652127523038
N0,p52-instrument-0034,brics-odroid-012_cam1,brics-odroid-012_cam1,850.6044341269076,919.386963,850.606343417198,850.6101601437312,850.6234992505699,850.6614451683693,850.7923512603481,851.1507744235927,852.2479155392454
N0,p52-instrument-0034,brics-odroid-015_cam1,brics-odroid-015_cam1,789.217560371939,908.360901,789.2178324045192,789.2183769883538,789.2202884951955,789.2257972079345,789.2456466608454,789.3077324273587,789.616001298982
N0,p52-instrument-0034,brics-odroid-016_cam0,brics-odroid-016_cam0,984.5509726041142,924.890198,984.5606364071707,984.5799287851385,984.6470844503032,984.8358610547401,985.4624613582952,987.0039581845581,993.5033347175347
N0,p52-instrument-0034,brics-odroid-021_cam0,brics-odroid-021_cam0,802.6807872204057,925.329956,802.6888060443141,802.7048815995254,802.761547223739,802.926967977285,803.5503924311993,805.7942083306441,811.0344188682948
N0,p52-instrument-0034,brics-odroid-023_cam0,brics-odroid-023_cam0,855.3344758170588,918.969177,855.3405702019504,855.3527338758406,855.3950450274008,855.5137346624457,855.9050906405281,856.851133805153,858.934779978087
N0,p52-instrument-0034,brics-odroid-024_cam0,brics-odroid-024_cam0,863.1531406756964,924.838501,863.1595768580731,863.1724019695772,863.2167997203142,863.3395935537504,863.7270633759218,864.5658596454946,866.0452701975273
N0,p52-instrument-0034,brics-odroid-025_cam1,brics-odroid-025_cam1,874.7498818549676,894.408875,874.7544127661686,874.7634875093152,874.7953854250907,874.887707053156,875.225322559119,876.3340683898329,881.495814224779
N0,p52-instrument-0034,brics-odroid-027_cam0,brics-odroid-027_cam0,880.9151958184258,907.767273,880.9145338223296,880.9132098275322,880.9085758183882,880.8953355577909,880.8489919100546,880.7165580355902,880.252765708993
N0,p52-instrument-0034,brics-odroid-030_cam0,brics-odroid-030_cam0,772.4967955534099,922.447449,772.4791053539816,772.4437297532537,772.3199655087839,771.9667844692713,770.7356586938746,767.5796582937248,759.2362719040539
N0,p52-instrument-0034,brics-odroid-030_cam1,brics-odroid-030_cam1,777.1685486670453,898.433655,777.1612939474152,777.1468691926037,777.0972546707924,776.9625735038201,776.5606234038853,775.794529568423,774.7412050480301
N1,p36-tea-0010,brics-odroid-001_cam0,brics-odroid-001_cam0,782.4989626952857,921.610657,782.4962183669697,782.49068083412,782.4707707122193,782.4089283184661,782.1112750097859,779.5401970138655,773.5912172808453
N1,p36-tea-0010,brics-odroid-001_cam1,brics-odroid-001_cam1,809.0219434759466,918.354065,809.033069621326,809.0553204388441,809.1331828344318,809.3555143405288,810.1321321921469,812.3382848623863,819.9622156431212
N1,p36-tea-0010,brics-odroid-002_cam0,brics-odroid-002_cam0,877.6286051128469,940.340637,877.636613604398,877.6527456653048,877.7104456269293,877.8866997113695,878.676790323846,882.636536759474,895.0374475345145
N1,p36-tea-0010,brics-odroid-006_cam0,brics-odroid-006_cam0,852.0559417524189,919.383789,852.0525993951342,852.0459146493139,852.0225177108038,851.9556665023853,851.7216544560398,851.0527672619082,848.7056525870391
N1,p36-tea-0010,brics-odroid-007_cam0,brics-odroid-007_cam0,883.5842022711734,924.420349,883.5858778936939,883.589208989079,883.6006604331824,883.6316992332601,883.7239290100964,883.8980546302079,884.1408413067004
N1,p36-tea-0010,brics-odroid-007_cam1,brics-odroid-007_cam1,868.8830908524818,931.304504,868.9236791301657,869.004926105652,869.2900320688477,870.111030270613,872.90145675955,878.0615537441778,881.9260751608093
N1,p36-tea-0010,brics-odroid-009_cam1,brics-odroid-009_cam1,756.7067253516059,931.934998,756.7081200033522,756.7109093120176,756.7206719466556,756.7485656539835,756.8461990606226,757.1251982045148,758.1022384165985
N1,p36-tea-0010,brics-odroid-010_cam0,brics-odroid-010_cam0,956.491645327415,932.026672,956.4880825994807,956.4809550352503,956.4559864008106,956.3844569608692,956.1318601390755,955.3903558872478,952.5013532902091
N1,p36-tea-0010,brics-odroid-010_cam1,brics-odroid-010_cam1,815.4442459749152,934.134155,815.4403843469585,815.4326609984934,815.4056283070431,815.3283837149982,815.0579304173867,814.2843724960595,812.0197401083568
N1,p36-tea-0010,brics-odroid-011_cam0,brics-odroid-011_cam0,803.4896556604573,922.774414,803.4896511527736,803.4896421373421,803.4896105826726,803.4895204208187,803.4892047883271,803.48830241509,803.4851374891199
N1,p36-tea-0010,brics-odroid-012_cam0,brics-odroid-012_cam0,862.0793186119304,926.425415,862.0830330937539,862.0904619882014,862.1164623922074,862.1907430335868,862.4506526460389,863.1926294459785,865.7823103475447
N1,p36-tea-0010,brics-odroid-012_cam1,brics-odroid-012_cam1,792.2679144959494,926.514709,792.2742648378016,792.2869650053345,792.3314101726235,792.4583499333493,792.9020980849723,794.1653303322547,798.5348924970061
N1,p36-tea-0010,brics-odroid-014_cam1,brics-odroid-014_cam1,849.4111052225006,922.314819,849.4001433090139,849.3782198041146,849.3014909186625,849.0822945158973,848.3154451880362,846.1273783147191,840.2207364275724
N1,p36-tea-0010,brics-odroid-015_cam0,brics-odroid-015_cam0,820.315584057347,914.97937,820.3094786532978,820.2972626770805,820.2544524184451,820.131669693751,819.6963979680456,818.4033213182234,813.8763638094283
N1,p36-tea-0010,brics-odroid-015_cam1,brics-odroid-015_cam1,794.5360420266629,930.794434,794.5364849451321,794.5373707763881,794.540471126112,794.5493287567446,794.5803244984203,794.6688326586901,794.978016260712
N1,p36-tea-0010,brics-odroid-016_cam0,brics-odroid-016_cam0,948.8801643148273,919.84082,948.8842653631536,948.8924712514173,948.921231733649,949.0037478447953,949.2966202257522,950.1698817708093,953.2814120177443
N1,p36-tea-0010,brics-odroid-017_cam0,brics-odroid-017_cam0,877.2437784375387,921.894775,877.2453578856499,877.2485167659148,877.2595726792873,877.2911595671036,877.4016969223612,877.7173744113757,878.8205736245734
N1,p36-tea-0010,brics-odroid-017_cam1,brics-odroid-017_cam1,865.5918614748437,938.321167,865.5934341426372,865.596586603709,865.6076956030265,865.6400962078627,865.7618145537426,866.2009863766604,871.0251625618736
N1,p36-tea-0010,brics-odroid-019_cam1,brics-odroid-019_cam1,934.0149293545147,920.925659,934.0167843794409,934.0204946060579,934.0334822555415,934.0706057441587,934.2007239582424,934.5740919715067,935.8998584718495
N1,p36-tea-0010,brics-odroid-020_cam0,brics-odroid-020_cam0,828.3357259746956,899.424316,828.348853981022,828.3751308711547,828.4673197820848,828.7326152125283,829.6838831828729,832.5164037089634,842.0824956935376
N1,p36-tea-0010,brics-odroid-020_cam1,brics-odroid-020_cam1,798.2892465201471,925.858521,798.2865528530159,798.2811674891165,798.2623393790922,798.2087212716915,798.0230929131479,797.5095740690734,795.8880927259866
N1,p36-tea-0010,brics-odroid-021_cam0,brics-odroid-021_cam0,831.4344809795211,938.355225,831.4410902067713,831.4542465038003,831.4996510088768,831.6241109074156,832.0063792895579,832.7831751389656,834.0053639004803
N1,p36-tea-0010,brics-odroid-021_cam1,brics-odroid-021_cam1,779.1639405913166,920.78302,779.1688652006577,779.1787143217549,779.2131852209737,779.3116647225746,779.6562405457134,780.639865489691,783.9977923446884
N1,p36-tea-0010,brics-odroid-022_cam0,brics-odroid-022_cam0,823.7421588992974,916.312195,823.7434487343365,823.7460283986163,823.7550571627027,823.7808531095937,823.8711328348378,824.1290227238338,825.0310288139295
N1,p36-tea-0010,brics-odroid-022_cam1,brics-odroid-022_cam1,835.8916955104934,903.016357,835.8940691531164,835.8988123043378,835.9153700521034,835.9623100171001,836.1224254312681,836.5468898740202,837.7315124230037
N1,p36-tea-0010,brics-odroid-023_cam0,brics-odroid-023_cam0,867.6093786441263,914.887695,867.604117455017,867.5935952522809,867.5567693851793,867.4515684123772,867.0835491388164,866.0336414789085,863.696357218276
N1,p36-tea-0010,brics-odroid-024_cam0,brics-odroid-024_cam0,814.3241897784673,931.895264,814.3258298936873,814.3291101159218,814.3405908075991,814.3733920454498,814.4881877639461,814.8161017061622,815.9629395719026
N1,p36-tea-0010,brics-odroid-024_cam1,brics-odroid-024_cam1,852.580081177354,951.805908,852.5869566753811,852.6007072735537,852.6488301897704,852.786288439367,853.2669750520263,854.6367982507999,859.3898286519296
N1,p36-tea-0010,brics-odroid-025_cam0,brics-odroid-025_cam0,651.0626477055922,913.867126,651.0582810879814,651.0495370044753,651.0188183322163,650.9300583920503,650.6073372895453,649.5677401023432,645.9053342674844
N1,p36-tea-0010,brics-odroid-025_cam1,brics-odroid-025_cam1,810.97006366984,879.872681,810.9777073885548,810.9930293287541,811.0470211383963,811.2044818595052,811.7958464649089,813.9274057261,819.3530398055082
N1,p36-tea-0010,brics-odroid-026_cam0,brics-odroid-026_cam0,853.7727997301757,921.928467,853.7760776661631,853.7826473935246,853.80578795081,853.8731857952494,854.1251315114957,855.0181249401064,859.2649157804943
N1,p36-tea-0010,brics-odroid-026_cam1,brics-odroid-026_cam1,882.5094646800264,927.79425,882.5067083993839,882.5011958579046,882.4819021706677,882.4267791323196,882.2338692909096,881.682876512688,879.7564507362127
N1,p36-tea-0010,brics-odroid-027_cam0,brics-odroid-027_cam0,927.6569579127653,917.449829,927.6274911594377,927.5685563363655,927.3622706337744,926.7727644524604,924.7080792438762,918.797784266253,897.9895881882762
N1,p36-tea-0010,brics-odroid-027_cam1,brics-odroid-027_cam1,788.4136662973157,919.998901,788.4259187477048,788.4504233743345,788.5361866889184,788.7812000555178,789.638458916598,792.0852366953764,800.6182765005574
N1,p36-tea-0010,brics-odroid-028_cam0,brics-odroid-028_cam0,815.2188431340077,919.052307,815.2233438624113,815.2323447293514,815.26384157137,815.3537795053824,815.6679447387921,816.560299668438,729.5275329552176
N1,p36-tea-0010,brics-odroid-029_cam0,brics-odroid-029_cam0,1006.9344573721727,907.913086,1006.9142805425464,1006.8739231185863,1006.7326325934353,1006.3286061580678,1004.9105445040626,1000.824105765126,503.467209
N1,p36-tea-0010,brics-odroid-029_cam1,brics-odroid-029_cam1,801.7279978762488,905.857727,801.7264271349418,801.7232856734233,801.7122907796098,801.680878695743,801.5709585463645,801.2570906685003,800.160761677242
N1,p36-tea-0010,brics-odroid-030_cam0,brics-odroid-030_cam0,742.5395189832329,930.997131,742.5552577286182,742.5867347980974,742.6969001175281,743.0116202509118,744.1126981253216,746.7454801678905,750.9925635429983
N1,p36-tea-0010,brics-odroid-030_cam1,brics-odroid-030_cam1,749.2307118736481,907.045105,749.2090069685138,749.1655992981837,749.0136949186385,748.5798749086222,747.0637480913165,742.7520868475707,727.9286855166011
N1,p41-boxing-0021,brics-odroid-001_cam1,brics-odroid-001_cam1,846.1591519694568,918.354065,846.2792750835182,846.5386148913467,847.7119889721856,851.4626243788475,857.7439507222133,863.3268230567987,938.922153975989
N1,p41-boxing-0021,brics-odroid-002_cam0,brics-odroid-002_cam0,852.9806549235965,940.340637,853.1630782666721,853.5273326086814,854.7960362944275,858.1855977895422,865.9675917149789,890.0095267071738,920.8522333752587
N1,p41-boxing-0021,brics-odroid-006_cam0,brics-odroid-006_cam0,842.8989894875734,919.383789,842.900567417925,842.9037233166595,842.9147693615805,842.9463329133273,843.0568452993923,843.3729378370629,844.4832771531269
N1,p41-boxing-0021,brics-odroid-007_cam0,brics-odroid-007_cam0,904.1539967822707,924.420349,904.161552629091,904.1766477765158,904.2293076896775,904.3782963963649,904.8832136587075,906.197575657035,908.8857944219945
N1,p41-boxing-0021,brics-odroid-007_cam1,brics-odroid-007_cam1,863.9907566754739,931.304504,864.0617866627965,864.2012098679411,864.6631468136242,865.7940502193867,868.6639385007057,874.800184510709,886.7537510708993
N1,p41-boxing-0021,brics-odroid-008_cam0,brics-odroid-008_cam0,914.1252190987137,919.474365,914.1339147349616,914.151303552099,914.2121386429135,914.3857326095531,914.9907497311995,916.697706697569,923.123043094955
N1,p41-boxing-0021,brics-odroid-009_cam1,brics-odroid-009_cam1,786.0308231859165,931.934998,786.0441449919199,786.070781317936,786.1639320255968,786.4294234838692,787.3510869708344,789.6760208333229,793.2875692802118
N1,p41-boxing-0021,brics-odroid-010_cam0,brics-odroid-010_cam0,870.7444800859297,932.026672,870.7407583568706,870.733314933434,870.7072633155566,870.6328332428628,870.3723644008924,869.6284797644802,867.0285524591523
N1,p41-boxing-0021,brics-odroid-010_cam1,brics-odroid-010_cam1,758.0070488891337,934.134155,758.0294840274588,758.0742120560329,758.2292822178089,758.6600492051979,760.0376739354102,788.9436648772455,1137.0105285
N1,p41-boxing-0021,brics-odroid-011_cam0,brics-odroid-011_cam0,880.3271220648005,922.774414,880.3273093076164,880.3276837928047,880.3289944863127,880.3327392850385,880.3458456154838,880.3832882877922,880.5142911536566
N1,p41-boxing-0021,brics-odroid-012_cam0,brics-odroid-012_cam0,881.3812297723229,926.425415,881.3784650345671,881.3729355267279,881.3535819098547,881.2982829520749,881.1047026498003,880.5513249425502,878.6110654231721
N1,p41-boxing-0021,brics-odroid-012_cam1,brics-odroid-012_cam1,853.9131195599207,926.514709,853.9103089383708,853.9046876790201,853.8850131006551,853.828798556988,853.6320305901846,853.0696901356469,851.0787421606534
N1,p41-boxing-0021,brics-odroid-014_cam1,brics-odroid-014_cam1,844.539339893959,922.314819,844.5427720625738,844.5496363414678,844.5736607050737,844.642296494126,844.8824605218186,845.5681189524788,847.9617923006473
N1,p41-boxing-0021,brics-odroid-015_cam0,brics-odroid-015_cam0,853.3829681718595,914.97937,853.3825958139331,853.3818511024994,853.3792446588794,853.3717980748006,853.3457396693658,853.2713268212098,853.0113445877955
N1,p41-boxing-0021,brics-odroid-015_cam1,brics-odroid-015_cam1,831.7036155116026,930.794434,831.7049949289478,831.7077569305342,831.7174573160634,831.745462025374,831.8469840426809,832.1708560772827,833.935543408056
N1,p41-boxing-0021,brics-odroid-016_cam0,brics-odroid-016_cam0,923.7862912564566,919.84082,923.7971363383174,923.8186698990254,923.8924319477278,924.0903217725717,924.6613092004674,925.6745001665718,926.9611811324248
N1,p41-boxing-0021,brics-odroid-017_cam0,brics-odroid-017_cam0,855.9795869264422,921.894775,855.9875824261964,856.0035725784833,856.0595292172009,856.2193291291903,856.7777413221097,858.3656354626231,863.8396685684886
N1,p41-boxing-0021,brics-odroid-017_cam1,brics-odroid-017_cam1,888.3527266288555,938.321167,888.36784170568,888.3980660708319,888.5037906081918,888.8053410369712,889.8547417166652,892.8029422561272,901.0358845254659
N1,p41-boxing-0021,brics-odroid-019_cam1,brics-odroid-019_cam1,849.6829253015597,920.925659,849.6783275075912,849.6691318840839,849.6369468283077,849.5449863247331,849.2230872152273,848.3030554131021,845.0799433612356
N1,p41-boxing-0021,brics-odroid-020_cam0,brics-odroid-020_cam0,778.3577576982452,899.424316,778.3609317984378,778.3672837907484,778.3895556584342,778.4535335048904,778.6815476074254,779.3702399155493,782.115208057961
N1,p41-boxing-0021,brics-odroid-020_cam1,brics-odroid-020_cam1,839.8180567490759,925.858521,839.8186622593493,839.8198753920896,839.8241436641698,839.8365332094752,839.8823011800081,840.0378775334132,841.260176690303
N1,p41-boxing-0021,brics-odroid-021_cam0,brics-odroid-021_cam0,833.8301414742394,938.355225,833.8359118477583,833.8474554259427,833.8878877009435,834.0036641039796,834.4118875459258,835.604632047258,848.9438123642742
N1,p41-boxing-0021,brics-odroid-021_cam1,brics-odroid-021_cam1,771.5801695407569,920.78302,771.5876071049132,771.6024810370601,771.6545272431792,771.8031231456814,772.321957348607,773.7936958731648,778.8273024266642
N1,p41-boxing-0021,brics-odroid-023_cam0,brics-odroid-023_cam0,845.5962857363553,914.887695,845.5986927349139,845.6035066950345,845.6203551670168,845.668490329118,845.8369245635806,846.3178326018326,847.997138669969
N1,p41-boxing-0021,brics-odroid-024_cam0,brics-odroid-024_cam0,813.1250320164094,931.895264,813.1239810320573,813.1218739402274,813.11444488646,813.09274297202,813.0107572741367,812.7087877277152,810.0541166831833
N1,p41-boxing-0021,brics-odroid-024_cam1,brics-odroid-024_cam1,867.4207494863066,951.805908,867.4317487069738,867.4537364998337,867.530582145958,867.7491887713486,868.503372186242,870.5685975627425,874.0440053814048
N1,p41-boxing-0021,brics-odroid-025_cam0,brics-odroid-025_cam0,720.8625466941629,913.867126,720.8762458185445,720.9036425293823,720.9995148718671,721.2732975294567,722.2299257604467,724.9494695752161,734.3169063681315
N1,p41-boxing-0021,brics-odroid-025_cam1,brics-odroid-025_cam1,839.1444422205976,879.872681,839.1757047849072,839.2382232055529,839.4569672669851,840.0813473472194,842.259665326024,848.4251788884753,975.4478117219994
N1,p41-boxing-0021,brics-odroid-026_cam0,brics-odroid-026_cam0,842.8078334781248,921.928467,842.8183840850298,842.8394126686755,842.9122587746431,843.1141367458737,843.7550557386612,845.163157404725,846.9999644673513
N1,p41-boxing-0021,brics-odroid-026_cam1,brics-odroid-026_cam1,847.1409024963922,927.79425,847.1405445867046,847.1398287825444,847.1373236277278,847.130167411484,847.1051366147084,847.0337565727606,846.7855082963762
N1,p41-boxing-0021,brics-odroid-027_cam0,brics-odroid-027_cam0,883.7168011533483,917.449829,883.7168489606006,883.7169445735854,883.7172792030602,883.718235150403,883.7215793700785,883.7311206242535,883.7643564721093
N1,p41-boxing-0021,brics-odroid-028_cam0,brics-odroid-028_cam0,822.0958575649446,919.052307,822.0790527137746,822.0454372889537,821.9277231822862,821.5908810105049,820.405878658925,817.8791924118133,814.253840222943
N1,p41-boxing-0021,brics-odroid-029_cam0,brics-odroid-029_cam0,845.2771939269177,907.913086,845.2696076606863,845.2543754423227,845.2004276822298,845.04063383435,844.4057339931448,841.9775725798086,833.9821081844525
N1,p41-boxing-0021,brics-odroid-029_cam1,brics-odroid-029_cam1,893.2013291146847,905.857727,893.1968930511766,893.1880527317585,893.1574416355149,893.0727151487864,892.8047535590912,892.221469146162,891.1819116738834
N1,p41-boxing-0021,brics-odroid-030_cam0,brics-odroid-030_cam0,784.0708621712438,930.997131,784.0692551476654,784.0660514584685,784.054946145242,784.0241110339506,783.9256376391802,783.706151431118,783.2965702210056
N1,p41-boxing-0021,brics-odroid-030_cam1,brics-odroid-030_cam1,755.7714836155608,907.045105,755.7680804740463,755.7612740422403,755.7374499686541,755.6693677933796,755.4309238142847,754.7483122784516,752.3432300083354
N1,p41-plant-0004,brics-odroid-001_cam1,brics-odroid-001_cam1,865.3520238189161,918.354065,865.3861787091253,865.452385181871,865.6641378525862,866.137867202339,867.028428656311,867.8311323229497,920.2596758182389
