camera,model_run,condition,n,pinhole_median_pct,new_median_pct,improvement_pct_points,gt_abs_k1_median
brics-odroid-024_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,24.9867,16.4401,8.5466,0.40192
brics-odroid-024_cam1,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,32,40.0774,10.3522,29.7252,0.41603
brics-odroid-025_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,32,9.9519,14.7905,-4.8386,0.38802
brics-odroid-025_cam1,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,34.4345,24.7494,9.6852,0.38322
brics-odroid-026_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,32,77.7049,61.018,16.6869,0.4042
brics-odroid-026_cam1,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,32,47.7367,10.183,37.5537,0.39975
brics-odroid-027_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,63.3619,20.0713,43.2906,0.37324
brics-odroid-027_cam1,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,21.2306,25.1673,-3.9366,0.4011
brics-odroid-028_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,68.9025,11.5827,57.3199,0.37556
brics-odroid-029_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,32,65.316,23.4768,41.8392,0.39497
brics-odroid-029_cam1,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,32,80.1263,10.1303,69.9959,0.39606
brics-odroid-030_cam0,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,24.8956,14.9976,9.8981,0.42761
brics-odroid-030_cam1,undist_pf_uncentered,C_GT_UNDISTORTED_PINHOLE,40,23.8462,35.9264,-12.0801,0.38266
