frame,time_sec,hand,legacy_root_z_m,anycalib_root_z_m,e2_root_z_m
287,9.567,Left,2.168719,0.454709,0.507478
287,9.567,Right,1.206574,0.255168,0.284458
288,9.6,Left,2.165375,0.454016,0.506703
288,9.6,Right,1.192985,0.252349,0.281308
289,9.633,Left,2.152289,0.451301,0.503669
289,9.633,Right,1.201281,0.254068,0.283229
290,9.667,Left,2.12031,0.444668,0.496256
290,9.667,Right,1.201861,0.254187,0.283363
291,9.7,Left,2.123055,0.445238,0.496893
291,9.7,Right,1.199488,0.253695,0.282813
292,9.733,Left,2.125972,0.445842,0.497568
292,9.733,Right,1.200152,0.253833,0.282967
293,9.767,Left,2.136827,0.448092,0.500082
293,9.767,Right,1.200877,0.253984,0.283135
294,9.8,Left,2.174598,0.455927,0.508839
294,9.8,Right,1.204881,0.254815,0.284064
295,9.833,Left,2.159388,0.452772,0.505313
295,9.833,Right,1.202196,0.254257,0.283441
296,9.867,Left,2.21901,0.465138,0.519134
296,9.867,Right,1.203519,0.25453,0.283746
297,9.9,Left,2.22181,0.465718,0.519782
297,9.9,Right,1.208426,0.255546,0.284882
298,9.933,Left,2.155082,0.451878,0.504314
298,9.933,Right,1.214496,0.256808,0.286292
299,9.967,Left,2.206815,0.462607,0.516306
299,9.967,Right,1.225498,0.259088,0.28884
300,10.0,Left,2.158188,0.452522,0.505034
300,10.0,Right,1.219305,0.257805,0.287406
301,10.033,Left,2.179978,0.457042,0.510085
301,10.033,Right,1.212489,0.256391,0.285826
302,10.067,Left,2.077227,0.435733,0.486269
302,10.067,Right,1.215935,0.257109,0.286628
303,10.1,Left,2.095726,0.439569,0.490556
303,10.1,Right,1.209684,0.255811,0.285177
304,10.133,Left,2.09076,0.438541,0.489407
304,10.133,Right,1.21545,0.257005,0.286512
305,10.167,Left,2.161647,0.453244,0.50584
305,10.167,Right,1.198316,0.253449,0.282538
306,10.2,Left,2.143466,0.449475,0.501628
306,10.2,Right,1.197658,0.253309,0.282382
307,10.233,Left,2.154838,0.451833,0.504263
307,10.233,Right,1.181367,0.249931,0.278607
308,10.267,Left,2.137182,0.44817,0.500169
308,10.267,Right,1.189319,0.251586,0.280456
309,10.3,Left,2.167626,0.454484,0.507226
309,10.3,Right,1.180979,0.249857,0.278523
310,10.333,Left,2.110234,0.442582,0.493923
310,10.333,Right,1.185563,0.250807,0.279585
311,10.367,Left,2.159471,0.452793,0.505336
311,10.367,Right,1.195657,0.252898,0.281922
312,10.4,Left,2.161845,0.453285,0.505885
312,10.4,Right,1.197918,0.253368,0.282448
313,10.433,Left,2.158965,0.452686,0.505217
313,10.433,Right,1.200569,0.253921,0.283065
314,10.467,Left,2.167666,0.454491,0.507234
314,10.467,Right,1.197787,0.253341,0.282418
315,10.5,Left,2.19063,0.459253,0.512557
315,10.5,Right,1.219192,0.257782,0.28738
316,10.533,Left,2.193028,0.459751,0.513113
316,10.533,Right,1.210808,0.256045,0.285439
317,10.567,Left,2.170479,0.455076,0.507887
317,10.567,Right,1.21805,0.257548,0.287118
318,10.6,Left,2.18026,0.457103,0.510154
318,10.6,Right,1.214763,0.256865,0.286355
319,10.633,Left,2.168844,0.454735,0.507507
319,10.633,Right,1.216181,0.257158,0.286683
320,10.667,Left,2.166627,0.454274,0.506992
320,10.667,Right,1.216889,0.257305,0.286848
321,10.7,Left,2.145576,0.449909,0.502113
321,10.7,Right,1.220337,0.258019,0.287645
322,10.733,Left,2.161932,0.453301,0.505904
322,10.733,Right,1.203548,0.254539,0.283755
323,10.767,Left,2.139185,0.448583,0.500631
323,10.767,Right,1.20286,0.254391,0.283591
324,10.8,Left,2.152376,0.451319,0.503689
324,10.8,Right,1.200502,0.253902,0.283044
325,10.833,Left,2.140162,0.448785,0.500857
325,10.833,Right,1.190374,0.251801,0.280697
326,10.867,Left,2.132512,0.4472,0.499086
326,10.867,Right,1.184557,0.250595,0.279348
327,10.9,Left,2.152916,0.451433,0.503816
327,10.9,Right,1.187667,0.25124,0.28007
328,10.933,Left,2.128462,0.446359,0.498145
328,10.933,Right,1.189878,0.251698,0.280582
329,10.967,Left,2.177604,0.456553,0.509538
329,10.967,Right,1.18495,0.25068,0.279443
330,11.0,Left,2.178422,0.456721,0.509727
330,11.0,Right,1.176954,0.249023,0.277591
331,11.033,Left,2.130307,0.446741,0.498572
331,11.033,Right,1.174858,0.248587,0.277104
332,11.067,Left,2.165642,0.454071,0.506765
332,11.067,Right,1.189637,0.251654,0.280531
333,11.1,Left,2.134077,0.447523,0.499447
333,11.1,Right,1.188425,0.2514,0.280248
334,11.133,Left,2.166509,0.45425,0.506965
334,11.133,Right,1.176659,0.248957,0.277518
335,11.167,Left,2.06117,0.4324,0.482544
335,11.167,Right,1.183332,0.250342,0.279066
336,11.2,Left,2.137845,0.448303,0.500318
336,11.2,Right,1.207286,0.255312,0.28462
337,11.233,Left,2.202842,0.461791,0.515392
337,11.233,Right,1.210903,0.256065,0.285462
338,11.267,Left,2.186461,0.458392,0.511594
338,11.267,Right,1.182894,0.250256,0.278968
339,11.3,Left,2.170557,0.455096,0.507909
339,11.3,Right,1.189648,0.251659,0.280537
340,11.333,Left,2.142195,0.449211,0.501332
340,11.333,Right,1.16939,0.247459,0.275842
341,11.367,Left,2.165266,0.453995,0.506679
341,11.367,Right,1.164967,0.246543,0.274818
342,11.4,Left,2.149371,0.450697,0.502994
342,11.4,Right,1.155056,0.244485,0.272518
343,11.433,Left,2.178638,0.456767,0.509778
343,11.433,Right,1.14296,0.241976,0.269715
344,11.467,Left,2.149741,0.450775,0.50308
344,11.467,Right,1.153163,0.244091,0.272078
345,11.5,Left,2.177069,0.45644,0.509413
345,11.5,Right,1.151783,0.243804,0.271758
346,11.533,Left,2.126442,0.44594,0.497677
346,11.533,Right,1.146917,0.242794,0.270629
347,11.567,Left,2.051435,0.430383,0.48029
347,11.567,Right,1.139716,0.241301,0.26896
348,11.6,Left,2.039788,0.427965,0.477587
348,11.6,Right,1.132444,0.23979,0.267272
349,11.633,Left,2.02475,0.424847,0.474103
349,11.633,Right,1.132123,0.239725,0.267199
350,11.667,Left,2.010932,0.421981,0.4709
350,11.667,Right,1.129645,0.23921,0.266623
351,11.7,Left,1.98526,0.416655,0.464947
351,11.7,Right,1.123979,0.238036,0.265311
352,11.733,Left,1.969211,0.413327,0.461227
352,11.733,Right,1.1153,0.236236,0.263299
353,11.767,Left,2.064639,0.433123,0.483352
353,11.767,Right,1.112491,0.235652,0.262647
354,11.8,Left,2.040557,0.42813,0.477771
354,11.8,Right,1.111545,0.235458,0.26243
355,11.833,Left,2.073179,0.434895,0.485332
355,11.833,Right,1.116436,0.236472,0.263563
356,11.867,Left,2.048618,0.429799,0.479637
356,11.867,Right,1.120431,0.237299,0.264488
357,11.9,Left,2.05059,0.430208,0.480094
357,11.9,Right,1.125806,0.238416,0.265735
358,11.933,Left,2.115749,0.443722,0.495198
358,11.933,Right,1.131757,0.23965,0.267115
359,11.967,Left,2.118964,0.444388,0.495943
359,11.967,Right,1.136693,0.240674,0.268259
360,12.0,Left,2.120618,0.444732,0.496327
360,12.0,Right,1.142371,0.241852,0.269576
361,12.033,Left,2.130273,0.446733,0.498564
361,12.033,Right,1.146718,0.242754,0.270584
362,12.067,Left,2.128326,0.446328,0.498111
362,12.067,Right,1.149333,0.243296,0.27119
363,12.1,Left,2.152879,0.451422,0.503804
363,12.1,Right,1.146904,0.242792,0.270627
