frame,time_sec,hand,legacy_root_z_m,anycalib_root_z_m,e2_root_z_m
587,19.567,Right,1.866541,0.368985,0.418475
588,19.6,Left,1.043649,0.20852,0.236118
588,19.6,Right,1.845895,0.364961,0.413901
589,19.633,Left,1.047989,0.209366,0.23708
589,19.633,Right,1.845871,0.364955,0.413894
590,19.667,Left,1.054013,0.210541,0.238415
590,19.667,Right,1.83678,0.363183,0.411881
591,19.7,Left,1.060168,0.211742,0.23978
591,19.7,Right,1.849473,0.365658,0.414693
592,19.733,Left,1.059934,0.211696,0.239728
592,19.733,Right,1.838543,0.363527,0.412272
593,19.767,Left,1.060092,0.211727,0.239762
593,19.767,Right,1.810292,0.358019,0.406012
594,19.8,Left,1.057911,0.211301,0.239279
594,19.8,Right,1.819322,0.359778,0.408011
595,19.833,Left,1.056402,0.211007,0.238945
595,19.833,Right,1.796552,0.355338,0.402966
596,19.867,Left,1.05422,0.210582,0.238461
596,19.867,Right,1.770114,0.35018,0.397104
597,19.9,Left,1.056661,0.211058,0.239002
597,19.9,Right,1.758017,0.347821,0.394423
598,19.933,Left,1.058777,0.211471,0.239471
598,19.933,Right,1.747052,0.345682,0.391992
599,19.967,Left,1.06163,0.212026,0.240102
599,19.967,Right,1.772457,0.350634,0.39762
600,20.0,Left,1.063134,0.212318,0.240435
600,20.0,Right,1.777365,0.351591,0.398708
601,20.033,Left,1.060519,0.211808,0.239855
601,20.033,Right,1.769813,0.350119,0.397035
602,20.067,Left,1.063134,0.212318,0.240434
602,20.067,Right,1.814279,0.358792,0.406891
603,20.1,Left,1.062512,0.212196,0.240296
603,20.1,Right,1.772158,0.350579,0.397557
604,20.133,Left,1.067885,0.213244,0.241487
604,20.133,Right,1.785098,0.353101,0.400423
605,20.167,Left,1.073381,0.214317,0.242706
605,20.167,Right,1.806501,0.357275,0.405167
606,20.2,Left,1.064836,0.21265,0.240812
606,20.2,Right,1.778019,0.351721,0.398855
607,20.233,Left,1.077077,0.215037,0.243525
607,20.233,Right,1.775414,0.351214,0.398279
608,20.267,Left,1.077332,0.215088,0.243582
608,20.267,Right,1.771436,0.350437,0.397396
609,20.3,Left,1.084433,0.216472,0.245155
609,20.3,Right,1.837677,0.363354,0.412076
610,20.333,Left,1.076027,0.214833,0.243293
610,20.333,Right,1.797122,0.355445,0.403088
611,20.367,Left,1.072254,0.214097,0.242456
611,20.367,Right,1.836569,0.363138,0.41183
612,20.4,Left,1.065408,0.212763,0.24094
612,20.4,Right,1.839114,0.363635,0.412394
613,20.433,Left,1.06899,0.213462,0.241734
613,20.433,Right,1.823327,0.360555,0.408895
614,20.467,Left,1.066564,0.212988,0.241195
614,20.467,Right,1.838167,0.363451,0.412186
615,20.5,Left,1.062906,0.212274,0.240385
615,20.5,Right,1.798245,0.355664,0.403336
616,20.533,Left,1.05222,0.21019,0.238016
616,20.533,Right,1.79873,0.355759,0.403444
617,20.567,Left,1.043048,0.2084,0.235983
617,20.567,Right,1.746157,0.345508,0.391795
618,20.6,Left,1.025922,0.205058,0.232185
618,20.6,Right,1.814045,0.358749,0.406842
619,20.633,Left,1.000612,0.200121,0.226574
619,20.633,Right,1.90322,0.376142,0.426607
620,20.667,Left,0.970522,0.194252,0.219905
620,20.667,Right,1.933213,0.38199,0.433253
621,20.7,Left,0.965095,0.193194,0.218703
621,20.7,Right,2.040428,0.402901,0.457015
622,20.733,Left,0.958839,0.191974,0.217317
622,20.733,Right,1.998809,0.394786,0.447793
623,20.767,Left,0.984956,0.197067,0.223104
623,20.767,Right,1.979935,0.391104,0.44361
624,20.8,Left,0.991489,0.198343,0.224554
624,20.8,Right,1.892318,0.37402,0.424194
625,20.833,Left,1.00677,0.201323,0.22794
625,20.833,Right,1.885752,0.372739,0.422739
626,20.867,Left,0.995076,0.199043,0.225349
626,20.867,Right,1.860786,0.367867,0.417203
627,20.9,Left,0.997382,0.199493,0.22586
627,20.9,Right,1.836376,0.363107,0.411794
628,20.933,Left,0.99417,0.198866,0.225148
628,20.933,Right,1.878497,0.371322,0.421129
629,20.967,Left,0.984867,0.197052,0.223087
629,20.967,Right,1.905723,0.376631,0.427163
630,21.0,Left,0.980711,0.196241,0.222166
630,21.0,Right,1.897835,0.375094,0.425415
631,21.033,Left,0.984725,0.197026,0.223057
631,21.033,Right,1.832065,0.362266,0.410838
632,21.067,Left,0.982723,0.196635,0.222613
632,21.067,Right,1.84358,0.364511,0.41339
633,21.1,Left,0.98805,0.197674,0.223793
633,21.1,Right,1.87654,0.370939,0.420694
634,21.133,Left,0.996694,0.19936,0.225709
634,21.133,Right,1.850105,0.365784,0.414836
635,21.167,Left,0.995186,0.199067,0.225376
635,21.167,Right,1.850421,0.365845,0.414905
636,21.2,Left,0.99737,0.199493,0.22586
636,21.2,Right,1.845035,0.364795,0.413712
637,21.233,Left,0.993972,0.19883,0.225107
637,21.233,Right,1.853786,0.366502,0.415652
638,21.267,Left,0.992339,0.198511,0.224745
638,21.267,Right,1.853936,0.366531,0.415684
639,21.3,Left,0.990456,0.198144,0.224327
639,21.3,Right,1.842707,0.364341,0.413196
640,21.333,Left,0.969723,0.1941,0.219731
640,21.333,Right,1.887584,0.373092,0.423141
641,21.367,Left,0.936413,0.187603,0.212348
641,21.367,Right,2.043061,0.403412,0.457597
642,21.4,Left,0.904875,0.181461,0.205367
642,21.4,Right,1.967151,0.388607,0.440772
643,21.433,Left,0.866513,0.173978,0.196864
643,21.433,Right,1.983532,0.391805,0.444406
644,21.467,Left,0.852239,0.171192,0.193698
644,21.467,Right,1.93987,0.383287,0.434727
645,21.5,Left,0.855846,0.171896,0.194498
645,21.5,Right,1.927266,0.380829,0.431934
646,21.533,Left,0.892402,0.179026,0.202601
646,21.533,Right,1.893881,0.374319,0.424535
647,21.567,Left,0.89067,0.178689,0.202217
647,21.567,Right,1.871376,0.369931,0.419549
648,21.6,Left,0.899711,0.180454,0.204223
648,21.6,Right,1.835814,0.362996,0.411667
649,21.633,Left,0.896959,0.179916,0.203612
649,21.633,Right,1.854059,0.366554,0.415711
650,21.667,Left,0.897464,0.180014,0.203724
650,21.667,Right,1.904815,0.376451,0.426958
651,21.7,Left,0.898473,0.18021,0.203947
651,21.7,Right,1.85537,0.366809,0.416001
652,21.733,Left,0.899862,0.180481,0.204254
652,21.733,Right,1.903356,0.376168,0.426636
653,21.767,Left,0.880118,0.176631,0.199879
653,21.767,Right,1.918932,0.379204,0.430087
654,21.8,Left,0.913468,0.183133,0.207268
654,21.8,Right,1.959888,0.387189,0.439162
655,21.833,Left,0.95708,0.191634,0.21693
655,21.833,Right,2.076462,0.409928,0.465001
656,21.867,Left,0.972074,0.194555,0.220249
656,21.867,Right,2.015335,0.398005,0.451452
657,21.9,Left,1.010659,0.202078,0.228799
657,21.9,Right,2.074122,0.409472,0.464483
658,21.933,Left,1.032122,0.206263,0.233554
658,21.933,Right,2.05388,0.405525,0.459997
659,21.967,Left,1.044041,0.208589,0.236198
659,21.967,Right,2.041135,0.403042,0.457176
660,22.0,Left,1.031772,0.206196,0.233479
660,22.0,Right,2.044528,0.403705,0.457929
661,22.033,Left,1.02955,0.205763,0.232986
661,22.033,Right,2.016059,0.398151,0.451618
662,22.067,Left,1.044414,0.208663,0.236282
662,22.067,Right,2.012441,0.397445,0.450815
663,22.1,Left,1.045036,0.208784,0.236419
663,22.1,Right,2.018409,0.398609,0.452138
664,22.133,Left,1.054526,0.210634,0.238522
664,22.133,Right,2.038315,0.402491,0.45655
665,22.167,Left,1.056101,0.210941,0.238871
665,22.167,Right,2.016644,0.398264,0.451747
666,22.2,Left,1.055525,0.21083,0.238744
666,22.2,Right,1.9761,0.390357,0.44276
667,22.233,Left,1.053096,0.210357,0.238207
667,22.233,Right,1.994004,0.39385,0.44673
668,22.267,Left,1.067318,0.213132,0.24136
668,22.267,Right,1.936043,0.382544,0.433882
669,22.3,Left,1.067937,0.213251,0.241495
669,22.3,Right,1.972395,0.389634,0.441939
670,22.333,Left,1.051453,0.210038,0.237844
670,22.333,Right,1.955771,0.386391,0.438254
671,22.367,Left,1.063512,0.21239,0.240517
671,22.367,Right,1.88924,0.373416,0.423509
672,22.4,Left,1.045321,0.208837,0.23648
672,22.4,Right,1.995932,0.394223,0.447154
673,22.433,Left,1.08945,0.217445,0.246262
673,22.433,Right,2.055447,0.405829,0.460343
674,22.467,Left,1.042997,0.208385,0.235966
674,22.467,Right,1.981276,0.391362,0.443903
675,22.5,Left,1.025372,0.204941,0.232054
675,22.5,Right,1.824194,0.360728,0.40909
676,22.533,Left,1.03546,0.20691,0.234291
676,22.533,Right,1.73402,0.343138,0.389102
677,22.567,Left,1.067074,0.213079,0.241301
677,22.567,Right,1.504979,0.298472,0.338343
678,22.6,Left,1.068133,0.213288,0.241538
678,22.6,Right,1.553582,0.30795,0.349114
679,22.633,Left,1.076023,0.214829,0.243289
680,22.667,Left,1.112993,0.222039,0.251482
681,22.7,Left,1.167525,0.232677,0.26357
682,22.733,Left,1.200529,0.239114,0.270885
683,22.767,Left,1.237181,0.246262,0.279008
684,22.8,Left,1.297134,0.257954,0.292296
684,22.8,Right,1.699725,0.336456,0.381507
685,22.833,Left,1.33625,0.265585,0.300967
685,22.833,Right,1.848635,0.365498,0.414511
686,22.867,Left,1.393783,0.276805,0.313718
686,22.867,Right,1.829595,0.361786,0.410292
687,22.9,Left,1.424214,0.282742,0.320463
687,22.9,Right,1.959981,0.387211,0.439185
688,22.933,Left,1.418709,0.281667,0.319242
688,22.933,Right,1.949,0.385068,0.43675
689,22.967,Left,1.440979,0.28601,0.324178
689,22.967,Right,2.067103,0.408103,0.462927
690,23.0,Left,1.47165,0.291992,0.330975
690,23.0,Right,2.050795,0.404923,0.459313
691,23.033,Left,1.468759,0.29143,0.330336
691,23.033,Right,2.043933,0.403583,0.457792
692,23.067,Left,1.50529,0.298553,0.338432
692,23.067,Right,2.041056,0.403023,0.457154
693,23.1,Left,1.494872,0.296519,0.336121
693,23.1,Right,2.043925,0.403584,0.457792
694,23.133,Left,1.49929,0.297381,0.3371
694,23.133,Right,2.069173,0.408508,0.463388
695,23.167,Left,1.492206,0.296,0.335531
695,23.167,Right,2.089174,0.412409,0.46782
696,23.2,Left,1.485883,0.294769,0.334131
696,23.2,Right,2.096155,0.41377,0.469367
697,23.233,Left,1.497675,0.297068,0.336744
697,23.233,Right,2.001349,0.395282,0.448357
698,23.267,Left,1.506894,0.298866,0.338787
698,23.267,Right,2.029525,0.400777,0.454601
699,23.3,Left,1.514015,0.300254,0.340365
699,23.3,Right,2.064385,0.407575,0.462327
700,23.333,Left,1.405624,0.279112,0.31634
700,23.333,Right,2.027259,0.400334,0.454098
701,23.367,Left,1.347976,0.267871,0.303565
701,23.367,Right,2.06986,0.408641,0.463538
702,23.4,Left,1.29694,0.257915,0.292252
702,23.4,Right,2.026587,0.400201,0.453948
703,23.433,Left,1.260826,0.250872,0.284248
703,23.433,Right,2.010004,0.396968,0.450273
704,23.467,Left,1.198327,0.238676,0.270389
704,23.467,Right,2.056032,0.405944,0.460474
705,23.5,Left,1.112126,0.221864,0.251284
705,23.5,Right,1.986547,0.392392,0.445074
706,23.533,Left,1.057184,0.211153,0.239111
706,23.533,Right,2.014793,0.397903,0.451335
707,23.567,Left,1.008879,0.201732,0.228406
707,23.567,Right,2.057626,0.406257,0.460829
708,23.6,Left,0.956395,0.191497,0.216774
708,23.6,Right,2.025331,0.399959,0.453672
709,23.633,Left,0.962737,0.192735,0.218181
709,23.633,Right,2.048287,0.404438,0.458761
710,23.667,Left,0.967195,0.193608,0.219173
710,23.667,Right,2.10026,0.414574,0.470281
711,23.7,Left,0.946965,0.189661,0.214687
711,23.7,Right,2.118333,0.418098,0.474285
712,23.733,Left,0.947193,0.189708,0.21474
712,23.733,Right,2.068713,0.408421,0.463288
713,23.767,Left,0.934936,0.187319,0.212025
713,23.767,Right,2.099917,0.414507,0.470204
714,23.8,Left,0.944216,0.189129,0.214082
714,23.8,Right,2.071447,0.408953,0.463893
715,23.833,Left,0.932451,0.186836,0.211476
715,23.833,Right,2.054443,0.405637,0.460125
716,23.867,Left,0.945834,0.189444,0.21444
716,23.867,Right,1.993293,0.39371,0.446571
717,23.9,Left,0.935267,0.187383,0.212098
717,23.9,Right,1.984392,0.391973,0.444597
718,23.933,Left,0.940613,0.188424,0.213281
718,23.933,Right,2.004947,0.395981,0.449152
719,23.967,Left,0.926425,0.185659,0.210138
719,23.967,Right,1.991405,0.393341,0.446151
720,24.0,Left,0.921489,0.184699,0.209047
720,24.0,Right,1.922899,0.37998,0.430969
721,24.033,Left,0.921002,0.184604,0.208939
721,24.033,Right,1.912367,0.377929,0.428637
722,24.067,Left,0.925384,0.185459,0.209911
722,24.067,Right,1.957109,0.386653,0.438551
723,24.1,Left,0.925959,0.185572,0.210039
723,24.1,Right,1.971838,0.389528,0.441818
724,24.133,Left,0.917092,0.183843,0.208074
724,24.133,Right,1.94704,0.384691,0.436321
725,24.167,Left,0.920159,0.184439,0.208752
725,24.167,Right,1.738341,0.343989,0.390067
726,24.2,Left,0.949763,0.19021,0.215311
726,24.2,Right,1.614793,0.319893,0.362685
727,24.233,Left,0.94314,0.188919,0.213843
727,24.233,Right,1.594225,0.315881,0.358126
728,24.267,Left,0.939096,0.188131,0.212948
728,24.267,Right,1.671569,0.330962,0.375265
729,24.3,Left,0.938009,0.187918,0.212706
729,24.3,Right,1.628098,0.322486,0.365632
730,24.333,Left,0.938443,0.188004,0.212804
730,24.333,Right,1.608604,0.318684,0.361311
731,24.367,Left,0.950725,0.190398,0.215524
731,24.367,Right,1.59404,0.315846,0.358086
732,24.4,Left,0.955173,0.191265,0.21651
732,24.4,Right,1.598857,0.316784,0.359152
733,24.433,Left,0.95304,0.190849,0.216037
733,24.433,Right,1.615521,0.320033,0.362845
734,24.467,Left,0.951399,0.19053,0.215674
734,24.467,Right,1.615639,0.320057,0.362872
735,24.5,Left,0.951449,0.190541,0.215687
735,24.5,Right,1.613671,0.319674,0.362436
736,24.533,Left,0.950796,0.190414,0.215542
736,24.533,Right,1.617937,0.320506,0.363382
737,24.567,Left,0.950281,0.190313,0.215427
737,24.567,Right,1.617399,0.320401,0.363262
738,24.6,Left,0.952081,0.190664,0.215826
738,24.6,Right,1.613408,0.319622,0.362377
739,24.633,Left,0.952263,0.1907,0.215867
739,24.633,Right,1.60997,0.318952,0.361616
740,24.667,Left,0.945529,0.189385,0.214373
740,24.667,Right,1.63076,0.323006,0.366223
741,24.7,Left,0.948244,0.189915,0.214976
741,24.7,Right,1.648981,0.326558,0.37026
742,24.733,Left,0.953084,0.190859,0.216048
742,24.733,Right,1.630127,0.322883,0.366083
743,24.767,Left,0.946711,0.189618,0.214637
743,24.767,Right,1.642857,0.325365,0.368903
744,24.8,Left,0.949997,0.190257,0.215364
744,24.8,Right,1.640226,0.324851,0.36832
745,24.833,Left,0.945643,0.189409,0.2144
745,24.833,Right,1.634001,0.323638,0.366941
746,24.867,Left,0.937881,0.187896,0.212681
746,24.867,Right,1.632762,0.323396,0.366666
747,24.9,Left,0.936118,0.187551,0.212289
747,24.9,Right,1.640889,0.32498,0.368466
748,24.933,Left,0.937404,0.187802,0.212574
748,24.933,Right,1.66585,0.329849,0.373999
749,24.967,Left,0.944062,0.189101,0.21405
749,24.967,Right,1.699448,0.3364,0.381444
750,25.0,Left,0.954045,0.191048,0.216262
750,25.0,Right,1.677701,0.332159,0.376624
751,25.033,Left,0.955884,0.191406,0.21667
751,25.033,Right,1.630356,0.322927,0.366133
752,25.067,Left,0.960693,0.192344,0.217736
752,25.067,Right,1.63174,0.323197,0.36644
753,25.1,Left,0.960257,0.192259,0.217639
753,25.1,Right,1.634182,0.323673,0.366981
754,25.133,Left,0.963417,0.192875,0.218339
754,25.133,Right,1.637836,0.324385,0.36779
755,25.167,Left,0.964036,0.192997,0.218477
755,25.167,Right,1.629595,0.322777,0.365963
756,25.2,Left,0.962954,0.192787,0.218238
756,25.2,Right,1.640649,0.324934,0.368414
757,25.233,Left,0.966844,0.193545,0.2191
757,25.233,Right,1.769747,0.350112,0.397026
758,25.267,Left,0.97338,0.194819,0.220548
758,25.267,Right,1.798286,0.355674,0.403348
759,25.3,Left,0.974517,0.19504,0.2208
759,25.3,Right,1.788914,0.353847,0.401271
760,25.333,Left,0.972499,0.194647,0.220352
760,25.333,Right,1.800577,0.356122,0.403856
761,25.367,Left,0.974509,0.195039,0.220798
761,25.367,Right,1.765921,0.349365,0.396178
762,25.4,Left,0.973567,0.194855,0.220589
762,25.4,Right,1.768479,0.349864,0.396745
763,25.433,Left,0.975651,0.195261,0.221051
763,25.433,Right,1.778625,0.351842,0.398992
764,25.467,Left,0.977539,0.195629,0.221469
764,25.467,Right,1.789908,0.354042,0.401493
765,25.5,Left,0.97436,0.19501,0.220765
765,25.5,Right,1.771908,0.350532,0.397504
766,25.533,Left,0.971482,0.194448,0.220126
766,25.533,Right,1.776154,0.351363,0.398447
767,25.567,Left,0.97143,0.194438,0.220115
767,25.567,Right,1.752,0.346646,0.393088
768,25.6,Left,0.962127,0.192624,0.218054
768,25.6,Right,1.654737,0.32768,0.371535
769,25.633,Left,0.957901,0.191799,0.217116
769,25.633,Right,1.682892,0.333169,0.377772
770,25.667,Left,0.960887,0.19238,0.217777
770,25.667,Right,1.646567,0.326086,0.369723
771,25.7,Left,0.966627,0.1935,0.219049
771,25.7,Right,1.654674,0.327666,0.371519
772,25.733,Left,0.968221,0.193811,0.219402
772,25.733,Right,1.671881,0.331021,0.375332
773,25.767,Left,0.967958,0.193759,0.219344
773,25.767,Right,1.70227,0.336948,0.382067
774,25.8,Left,0.969957,0.194149,0.219787
774,25.8,Right,1.748229,0.34591,0.392252
775,25.833,Left,0.969961,0.19415,0.219788
775,25.833,Right,1.690599,0.334672,0.379481
776,25.867,Left,0.965593,0.193299,0.218821
776,25.867,Right,1.70432,0.337348,0.382522
777,25.9,Left,0.964563,0.193098,0.218592
777,25.9,Right,1.69466,0.335464,0.380381
778,25.933,Left,0.962352,0.192667,0.218103
778,25.933,Right,1.698526,0.336218,0.381237
779,25.967,Left,0.957524,0.191726,0.217033
779,25.967,Right,1.696107,0.335747,0.380702
780,26.0,Left,0.960647,0.192335,0.217725
780,26.0,Right,1.69076,0.334703,0.379516
781,26.033,Left,0.958005,0.19182,0.21714
781,26.033,Right,1.68216,0.333026,0.37761
782,26.067,Left,0.957756,0.191772,0.217085
782,26.067,Right,1.709677,0.338392,0.383709
783,26.1,Left,0.956756,0.191577,0.216864
783,26.1,Right,1.69977,0.33646,0.381513
784,26.133,Left,0.95374,0.190989,0.216195
784,26.133,Right,1.762546,0.348706,0.395428
785,26.167,Left,0.956249,0.191479,0.216752
785,26.167,Right,1.737931,0.343901,0.389969
786,26.2,Left,0.95694,0.191614,0.216905
786,26.2,Right,1.717545,0.339927,0.385452
787,26.233,Left,0.959255,0.192065,0.217418
787,26.233,Right,1.752047,0.346655,0.393099
788,26.267,Left,0.958673,0.191951,0.217289
788,26.267,Right,1.667792,0.330224,0.374426
789,26.3,Left,0.956554,0.191538,0.216819
789,26.3,Right,1.649491,0.326654,0.37037
790,26.333,Left,0.954505,0.191137,0.216364
790,26.333,Right,1.649592,0.326674,0.370392
791,26.367,Left,0.94131,0.188565,0.21344
791,26.367,Right,1.636782,0.324176,0.367554
792,26.4,Left,0.945175,0.189318,0.214296
792,26.4,Right,1.699701,0.336448,0.381499
793,26.433,Left,0.947752,0.18982,0.214867
793,26.433,Right,1.663087,0.329307,0.373384
794,26.467,Left,0.946542,0.189583,0.214598
794,26.467,Right,1.655474,0.327822,0.371696
795,26.5,Left,0.946484,0.189572,0.214585
795,26.5,Right,1.656901,0.328101,0.372013
796,26.533,Left,0.947252,0.189722,0.214756
796,26.533,Right,1.653664,0.327469,0.371295
797,26.567,Left,0.945833,0.189446,0.214442
797,26.567,Right,1.653519,0.32744,0.371263
798,26.6,Left,0.93734,0.18779,0.212561
798,26.6,Right,1.66012,0.328728,0.372726
799,26.633,Left,0.936298,0.187587,0.21233
799,26.633,Right,1.661914,0.329078,0.373124
800,26.667,Left,0.936642,0.187655,0.212407
800,26.667,Right,1.677625,0.332144,0.376607
801,26.7,Left,0.937011,0.187728,0.212489
801,26.7,Right,1.697582,0.336035,0.38103
802,26.733,Left,0.940906,0.188488,0.213353
802,26.733,Right,1.709326,0.338325,0.383632
803,26.767,Left,0.936828,0.187693,0.212449
803,26.767,Right,1.677316,0.332083,0.376538
804,26.8,Left,0.942731,0.188844,0.213758
804,26.8,Right,1.682932,0.333177,0.377782
805,26.833,Left,0.9434,0.188975,0.213906
805,26.833,Right,1.680415,0.332687,0.377225
806,26.867,Left,0.941616,0.188627,0.213511
806,26.867,Right,1.68826,0.334217,0.378964
807,26.9,Left,0.941905,0.188683,0.213574
807,26.9,Right,1.687151,0.334001,0.378718
808,26.933,Left,0.938272,0.187975,0.21277
808,26.933,Right,1.700929,0.336688,0.381771
809,26.967,Left,0.939088,0.188134,0.212951
809,26.967,Right,1.683196,0.33323,0.377841
810,27.0,Left,0.939945,0.188302,0.213141
810,27.0,Right,1.657679,0.328254,0.372187
811,27.033,Left,0.935353,0.187406,0.212124
811,27.033,Right,1.654539,0.327642,0.371491
812,27.067,Left,0.932779,0.186905,0.211553
812,27.067,Right,1.654704,0.327675,0.371529
813,27.1,Left,0.927881,0.185949,0.210467
813,27.1,Right,1.649689,0.326696,0.370417
814,27.133,Left,0.92479,0.185346,0.209782
814,27.133,Right,1.627617,0.322392,0.365526
815,27.167,Left,0.926981,0.185774,0.210268
815,27.167,Right,1.651236,0.326998,0.37076
816,27.2,Left,0.929217,0.186209,0.210763
816,27.2,Right,1.665521,0.329785,0.373926
817,27.233,Left,0.926278,0.185636,0.210112
817,27.233,Right,1.653086,0.327359,0.37117
818,27.267,Left,0.926588,0.185697,0.210181
818,27.267,Right,1.658715,0.328458,0.372418
819,27.3,Left,0.926508,0.18568,0.210162
819,27.3,Right,1.702084,0.336915,0.382029
820,27.333,Left,0.91695,0.183816,0.208044
820,27.333,Right,1.71199,0.338847,0.384225
821,27.367,Left,0.917467,0.183917,0.208158
821,27.367,Right,1.704911,0.337467,0.382656
822,27.4,Left,0.921759,0.184754,0.209109
822,27.4,Right,1.67599,0.331827,0.376247
823,27.433,Left,0.93241,0.18683,0.211469
823,27.433,Right,1.609454,0.318852,0.361502
824,27.467,Left,0.934585,0.187254,0.211951
824,27.467,Right,1.738766,0.344071,0.390161
825,27.5,Left,0.925774,0.185536,0.209999
825,27.5,Right,1.757513,0.347726,0.394315
826,27.533,Left,0.923612,0.185115,0.209519
826,27.533,Right,1.69314,0.335173,0.380049
827,27.567,Left,0.932274,0.186803,0.211439
827,27.567,Right,1.586898,0.314453,0.356503
828,27.6,Left,0.936942,0.187713,0.212472
828,27.6,Right,1.589121,0.314887,0.356996
829,27.633,Left,0.93674,0.187675,0.212429
829,27.633,Right,1.592586,0.315562,0.357764
830,27.667,Left,0.941691,0.188641,0.213527
830,27.667,Right,1.698547,0.33623,0.38125
831,27.7,Left,0.939174,0.188151,0.21297
831,27.7,Right,1.721363,0.340679,0.386306
832,27.733,Left,0.934884,0.187315,0.212019
832,27.733,Right,1.656472,0.328022,0.371923
833,27.767,Left,0.938245,0.187971,0.212765
833,27.767,Right,1.681148,0.332835,0.377392
834,27.8,Left,0.936545,0.187638,0.212387
834,27.8,Right,1.65643,0.328014,0.371914
835,27.833,Left,0.93592,0.187516,0.212248
835,27.833,Right,1.660383,0.328785,0.37279
836,27.867,Left,0.935669,0.187465,0.212191
836,27.867,Right,1.605438,0.31807,0.360613
837,27.9,Left,0.934414,0.187222,0.211914
837,27.9,Right,1.539864,0.305283,0.346082
838,27.933,Left,0.93307,0.186959,0.211616
838,27.933,Right,1.535341,0.3044,0.345078
839,27.967,Left,0.940473,0.188403,0.213257
839,27.967,Right,1.613482,0.319639,0.362396
840,28.0,Left,0.940053,0.18832,0.213162
840,28.0,Right,1.602677,0.317532,0.360002
841,28.033,Left,0.939838,0.188278,0.213114
841,28.033,Right,1.650698,0.326898,0.370645
842,28.067,Left,0.940993,0.188503,0.213371
842,28.067,Right,1.639173,0.32465,0.368091
843,28.1,Left,0.942224,0.188744,0.213644
843,28.1,Right,1.675928,0.331819,0.376237
844,28.133,Left,0.944095,0.189109,0.214059
844,28.133,Right,1.68493,0.333575,0.378233
845,28.167,Left,0.947565,0.189786,0.214828
845,28.167,Right,1.712812,0.339011,0.38441
846,28.2,Left,0.947238,0.189723,0.214756
846,28.2,Right,1.745746,0.345433,0.391708
847,28.233,Left,0.951528,0.190559,0.215707
847,28.233,Right,1.758415,0.347903,0.394516
848,28.267,Left,0.954409,0.191123,0.216347
848,28.267,Right,1.732069,0.342766,0.388678
849,28.3,Left,0.94357,0.189008,0.213944
849,28.3,Right,1.749199,0.346106,0.392473
850,28.333,Left,0.949778,0.19022,0.215321
850,28.333,Right,1.711362,0.338727,0.384088
851,28.367,Left,0.95471,0.191182,0.216414
851,28.367,Right,1.716216,0.339674,0.385164
852,28.4,Left,0.947922,0.189857,0.214909
852,28.4,Right,1.723602,0.341115,0.386802
853,28.433,Left,0.951015,0.190461,0.215595
853,28.433,Right,1.689715,0.334506,0.379291
854,28.467,Left,0.959659,0.192145,0.217508
854,28.467,Right,1.697585,0.336039,0.381033
855,28.5,Left,0.966352,0.19345,0.218992
855,28.5,Right,1.690059,0.334577,0.379371
856,28.533,Left,0.97793,0.195708,0.221557
856,28.533,Right,1.762381,0.348678,0.395396
857,28.567,Left,0.962167,0.192634,0.218064
857,28.567,Right,1.782956,0.35269,0.399956
858,28.6,Left,0.957604,0.191745,0.217054
858,28.6,Right,1.763488,0.348893,0.395641
859,28.633,Left,0.954057,0.191054,0.216269
859,28.633,Right,1.687231,0.334022,0.378741
860,28.667,Left,0.962685,0.192736,0.21818
860,28.667,Right,1.698185,0.336158,0.381169
861,28.7,Left,0.955903,0.191414,0.216678
861,28.7,Right,1.680142,0.33264,0.37717
862,28.733,Left,0.958824,0.191983,0.217325
862,28.733,Right,1.744357,0.34516,0.391399
863,28.767,Left,0.963815,0.192957,0.218431
863,28.767,Right,1.682231,0.333048,0.377634
864,28.8,Left,0.957586,0.191741,0.21705
864,28.8,Right,1.685035,0.333594,0.378255
865,28.833,Left,0.952525,0.190754,0.215928
865,28.833,Right,1.72262,0.340923,0.386583
866,28.867,Left,0.966837,0.193544,0.219099
866,28.867,Right,1.719985,0.340408,0.385998
867,28.9,Left,0.967058,0.193587,0.219148
867,28.9,Right,1.726521,0.341683,0.387448
868,28.933,Left,0.96822,0.193814,0.219406
868,28.933,Right,1.735116,0.34336,0.389353
869,28.967,Left,0.970605,0.19428,0.219935
869,28.967,Right,1.720483,0.340506,0.38611
870,29.0,Left,0.962729,0.192743,0.218188
870,29.0,Right,1.787322,0.353539,0.400921
871,29.033,Left,0.972932,0.194721,0.220438
871,29.033,Right,1.870825,0.36982,0.419423
872,29.067,Left,0.957666,0.191747,0.217058
872,29.067,Right,1.727462,0.341863,0.387652
873,29.1,Left,0.982245,0.196541,0.222506
873,29.1,Right,1.770861,0.350326,0.39727
874,29.133,Left,0.983594,0.196809,0.22281
874,29.133,Right,1.669977,0.330657,0.374917
875,29.167,Left,0.993542,0.198749,0.225014
875,29.167,Right,1.633479,0.323537,0.366827
876,29.2,Left,1.001181,0.20024,0.226708
876,29.2,Right,1.654217,0.32758,0.371421
877,29.233,Left,1.00197,0.200393,0.226882
877,29.233,Right,1.643352,0.325463,0.369014
878,29.267,Left,1.003601,0.200712,0.227245
878,29.267,Right,1.677245,0.332072,0.376525
879,29.3,Left,0.989395,0.19794,0.224095
879,29.3,Right,1.654974,0.327729,0.37159
880,29.333,Left,0.994326,0.198902,0.225189
