frame,time_sec,hand,legacy_root_z_m,anycalib_root_z_m,e2_root_z_m
297,9.9,Left,0.902138,0.180926,0.204759
297,9.9,Right,1.591752,0.315395,0.357575
298,9.933,Left,0.901735,0.180847,0.20467
298,9.933,Right,1.570603,0.311271,0.352888
299,9.967,Left,0.901308,0.180764,0.204576
299,9.967,Right,1.602133,0.31742,0.359875
300,10.0,Left,0.902423,0.180982,0.204823
300,10.0,Right,1.606199,0.318214,0.360777
301,10.033,Left,0.903551,0.181201,0.205073
301,10.033,Right,1.604171,0.317817,0.360327
302,10.067,Left,0.903494,0.18119,0.20506
302,10.067,Right,1.561569,0.30951,0.350886
303,10.1,Left,0.902465,0.18099,0.204832
303,10.1,Right,1.611525,0.319252,0.361957
304,10.133,Left,0.902281,0.180953,0.204791
304,10.133,Right,1.602617,0.317515,0.359983
305,10.167,Left,0.904799,0.181445,0.205349
305,10.167,Right,1.61366,0.319669,0.362431
306,10.2,Left,0.905873,0.181654,0.205587
306,10.2,Right,1.624273,0.321739,0.364783
307,10.233,Left,0.903085,0.18111,0.204969
307,10.233,Right,1.603351,0.317658,0.360146
308,10.267,Left,0.90611,0.1817,0.205639
308,10.267,Right,1.617814,0.320478,0.363351
309,10.3,Left,0.905433,0.181568,0.205489
309,10.3,Right,1.617403,0.320398,0.36326
310,10.333,Left,0.90537,0.181556,0.205476
310,10.333,Right,1.592345,0.315512,0.357707
311,10.367,Left,0.904849,0.181455,0.20536
311,10.367,Right,1.584127,0.31391,0.355887
312,10.4,Left,0.906721,0.18182,0.205776
312,10.4,Right,1.589001,0.31486,0.356966
313,10.433,Left,0.906719,0.18182,0.205775
313,10.433,Right,1.585443,0.314167,0.356178
314,10.467,Left,0.904983,0.181481,0.20539
314,10.467,Right,1.596093,0.316243,0.358538
315,10.5,Left,0.904524,0.181391,0.205288
315,10.5,Right,1.586378,0.314349,0.356385
316,10.533,Left,0.906289,0.181735,0.205679
316,10.533,Right,1.587508,0.314569,0.356636
317,10.567,Left,0.905309,0.181545,0.205463
317,10.567,Right,1.576291,0.312381,0.354149
318,10.6,Left,0.906061,0.181692,0.20563
318,10.6,Right,1.590604,0.315171,0.35732
319,10.633,Left,0.906721,0.18182,0.205776
319,10.633,Right,1.579774,0.31306,0.35492
320,10.667,Left,0.904178,0.181324,0.205212
320,10.667,Right,1.535264,0.304379,0.345056
321,10.7,Left,0.905396,0.181561,0.205482
321,10.7,Right,1.516711,0.300761,0.340944
322,10.733,Left,0.907928,0.182055,0.206043
322,10.733,Right,1.572374,0.311615,0.353279
323,10.767,Left,0.907755,0.182021,0.206004
323,10.767,Right,1.597115,0.316441,0.358763
324,10.8,Left,0.909438,0.182349,0.206377
324,10.8,Right,1.592293,0.315501,0.357695
325,10.833,Left,0.909568,0.182374,0.206406
325,10.833,Right,1.597327,0.316483,0.35881
326,10.867,Left,0.909337,0.18233,0.206355
326,10.867,Right,1.579999,0.313104,0.35497
327,10.9,Left,0.911448,0.182742,0.206823
327,10.9,Right,1.559127,0.309033,0.350344
328,10.933,Left,0.91677,0.18378,0.208002
328,10.933,Right,1.584954,0.314069,0.356068
329,10.967,Left,0.91683,0.183791,0.208015
329,10.967,Right,1.592856,0.315612,0.35782
330,11.0,Left,0.920646,0.184535,0.208861
330,11.0,Right,1.603362,0.317659,0.360147
331,11.033,Left,0.919256,0.184264,0.208553
331,11.033,Right,1.599111,0.31683,0.359205
332,11.067,Left,0.915696,0.183571,0.207765
332,11.067,Right,1.586974,0.314464,0.356516
333,11.1,Left,0.916487,0.183725,0.20794
333,11.1,Right,1.600632,0.317127,0.359543
334,11.133,Left,0.915723,0.183576,0.207771
334,11.133,Right,1.576571,0.312437,0.354212
335,11.167,Left,0.914727,0.183382,0.20755
335,11.167,Right,1.58956,0.31497,0.357091
336,11.2,Left,0.917051,0.183835,0.208065
336,11.2,Right,1.580577,0.313218,0.3551
337,11.233,Left,0.914172,0.183273,0.207427
337,11.233,Right,1.604063,0.317798,0.360305
338,11.267,Left,0.921827,0.184765,0.209122
338,11.267,Right,1.620044,0.320913,0.363845
339,11.3,Left,0.922221,0.184842,0.20921
339,11.3,Right,1.603251,0.317638,0.360123
340,11.333,Left,0.922326,0.184863,0.209234
340,11.333,Right,1.613993,0.319734,0.362505
341,11.367,Left,0.923027,0.185,0.20939
341,11.367,Right,1.630029,0.322863,0.36606
342,11.4,Left,0.923155,0.185025,0.209418
342,11.4,Right,1.629455,0.32275,0.365932
343,11.433,Left,0.921604,0.184722,0.209074
343,11.433,Right,1.630491,0.322952,0.366162
344,11.467,Left,0.921967,0.184793,0.209154
344,11.467,Right,1.629311,0.322722,0.365901
345,11.5,Left,0.924131,0.185215,0.209633
345,11.5,Right,1.630033,0.322864,0.366061
346,11.533,Left,0.923108,0.185015,0.209407
346,11.533,Right,1.633158,0.323472,0.366753
347,11.567,Left,0.920529,0.184511,0.208834
347,11.567,Right,1.626998,0.322271,0.365388
348,11.6,Left,0.919124,0.184237,0.208522
348,11.6,Right,1.567019,0.310574,0.352095
349,11.633,Left,0.923651,0.185118,0.209524
349,11.633,Right,1.583435,0.313776,0.355734
350,11.667,Left,0.930581,0.18647,0.21106
350,11.667,Right,1.5391,0.305131,0.345909
351,11.7,Left,0.931316,0.186613,0.211223
351,11.7,Right,1.525123,0.302402,0.342809
352,11.733,Left,0.937376,0.187795,0.212566
352,11.733,Right,1.546018,0.306479,0.347441
353,11.767,Left,0.939377,0.188186,0.21301
353,11.767,Right,1.488614,0.295286,0.334721
354,11.8,Left,0.937903,0.187898,0.212683
354,11.8,Right,1.532307,0.303806,0.344403
355,11.833,Left,0.929258,0.186213,0.210768
355,11.833,Right,1.528955,0.303153,0.343661
356,11.867,Left,0.933488,0.187037,0.211705
356,11.867,Right,1.555836,0.308395,0.349619
357,11.9,Left,0.939974,0.188304,0.213144
357,11.9,Right,1.569579,0.311073,0.352663
358,11.933,Left,0.944132,0.189116,0.214067
358,11.933,Right,1.556681,0.308557,0.349803
359,11.967,Left,0.943498,0.188992,0.213926
359,11.967,Right,1.615759,0.320078,0.362896
360,12.0,Left,0.945222,0.189327,0.214307
360,12.0,Right,1.661961,0.329088,0.373135
361,12.033,Left,0.942564,0.188808,0.213717
361,12.033,Right,1.670679,0.330788,0.375067
362,12.067,Left,0.944025,0.189094,0.214042
362,12.067,Right,1.714,0.339236,0.384668
363,12.1,Left,0.943893,0.189068,0.214012
363,12.1,Right,1.708657,0.338194,0.383483
364,12.133,Left,0.946941,0.189664,0.214689
364,12.133,Right,1.704363,0.337359,0.382534
365,12.167,Left,0.936473,0.187623,0.21237
365,12.167,Right,1.729396,0.342243,0.388084
366,12.2,Left,0.946428,0.189565,0.214576
366,12.2,Right,1.700581,0.336622,0.381696
367,12.233,Left,0.960031,0.192216,0.217589
367,12.233,Right,1.720584,0.340522,0.386128
368,12.267,Left,0.962554,0.192708,0.218149
368,12.267,Right,1.714898,0.339414,0.384869
369,12.3,Left,0.97115,0.194384,0.220053
369,12.3,Right,1.6874,0.33405,0.378774
370,12.333,Left,0.971837,0.194518,0.220206
370,12.333,Right,1.680287,0.332663,0.377197
371,12.367,Left,0.970337,0.194226,0.219873
371,12.367,Right,1.662859,0.329265,0.373336
372,12.4,Left,0.972238,0.194597,0.220295
372,12.4,Right,1.674914,0.331616,0.376008
373,12.433,Left,0.957416,0.191706,0.21701
373,12.433,Right,1.632033,0.323251,0.366502
374,12.467,Left,0.930037,0.186367,0.210942
374,12.467,Right,1.57488,0.312104,0.353835
375,12.5,Left,0.917894,0.183996,0.208249
375,12.5,Right,1.543249,0.305933,0.346822
376,12.533,Left,0.91827,0.18407,0.208333
376,12.533,Right,1.614088,0.319751,0.362524
377,12.567,Left,0.915634,0.183557,0.20775
377,12.567,Right,1.588498,0.314759,0.356852
378,12.6,Left,0.91068,0.182591,0.206652
378,12.6,Right,1.58039,0.313178,0.355055
379,12.633,Left,0.909512,0.182363,0.206393
379,12.633,Right,1.604573,0.317895,0.360416
380,12.667,Left,0.907797,0.182029,0.206013
380,12.667,Right,1.634316,0.323694,0.367006
381,12.7,Left,0.912124,0.182872,0.206971
381,12.7,Right,1.614652,0.31986,0.362649
382,12.733,Left,0.914339,0.183303,0.207462
382,12.733,Right,1.626062,0.322085,0.365177
383,12.767,Left,0.912422,0.182929,0.207037
383,12.767,Right,1.597376,0.316491,0.35882
384,12.8,Left,0.913595,0.183159,0.207297
384,12.8,Right,1.606211,0.318215,0.360779
385,12.833,Left,0.914587,0.183351,0.207516
385,12.833,Right,1.605417,0.318059,0.360602
386,12.867,Left,0.915929,0.183613,0.207813
386,12.867,Right,1.594135,0.315859,0.358102
387,12.9,Left,0.921649,0.184728,0.209081
387,12.9,Right,1.607838,0.318532,0.361139
388,12.933,Left,0.92118,0.184636,0.208976
388,12.933,Right,1.59496,0.316021,0.358286
389,12.967,Left,0.921983,0.184793,0.209154
389,12.967,Right,1.592752,0.315589,0.357795
390,13.0,Left,0.927475,0.185865,0.210373
390,13.0,Right,1.599355,0.316877,0.359258
391,13.033,Left,0.922667,0.184927,0.209307
391,13.033,Right,1.601109,0.317219,0.359648
392,13.067,Left,0.922821,0.184959,0.209343
392,13.067,Right,1.584015,0.313885,0.355859
393,13.1,Left,0.925333,0.185448,0.209899
393,13.1,Right,1.584091,0.3139,0.355876
394,13.133,Left,0.928943,0.186153,0.2107
394,13.133,Right,1.560375,0.309275,0.35062
395,13.167,Left,0.917827,0.183986,0.208237
395,13.167,Right,1.575318,0.312189,0.353931
396,13.2,Left,0.923631,0.185117,0.209523
396,13.2,Right,1.594187,0.315868,0.358113
397,13.233,Left,0.92425,0.185238,0.20966
397,13.233,Right,1.565727,0.310318,0.351805
398,13.267,Left,0.923861,0.185162,0.209573
398,13.267,Right,1.575868,0.312296,0.354053
399,13.3,Left,0.919907,0.184391,0.208698
399,13.3,Right,1.591176,0.315282,0.357446
400,13.333,Left,0.925224,0.185429,0.209876
400,13.333,Right,1.606837,0.318336,0.360917
401,13.367,Left,0.925523,0.185487,0.209943
401,13.367,Right,1.627343,0.322335,0.365461
402,13.4,Left,0.932811,0.186908,0.211557
402,13.4,Right,1.633681,0.323571,0.366866
403,13.433,Left,0.929282,0.18622,0.210776
403,13.433,Right,1.655399,0.327806,0.371679
404,13.467,Left,0.941419,0.188587,0.213465
404,13.467,Right,1.664691,0.329619,0.373739
405,13.5,Left,0.950034,0.190266,0.215374
405,13.5,Right,1.65908,0.328524,0.372494
406,13.533,Left,0.959281,0.19207,0.217424
406,13.533,Right,1.695708,0.335667,0.380612
407,13.567,Left,0.971201,0.194395,0.220066
407,13.567,Right,1.728745,0.342112,0.387935
408,13.6,Left,0.971154,0.194385,0.220055
408,13.6,Right,1.763897,0.348966,0.395725
409,13.633,Left,0.984109,0.196913,0.222927
409,13.633,Right,1.800253,0.356057,0.403783
410,13.667,Left,0.988352,0.19774,0.223867
410,13.667,Right,1.796575,0.355339,0.402967
411,13.7,Left,0.98553,0.19719,0.223242
411,13.7,Right,1.814303,0.358796,0.406896
412,13.733,Left,0.987262,0.197528,0.223626
412,13.733,Right,1.798265,0.355669,0.403342
413,13.767,Left,0.985938,0.19727,0.223333
413,13.767,Right,1.790081,0.354073,0.401529
414,13.8,Left,0.991357,0.198328,0.224535
414,13.8,Right,1.85267,0.36628,0.4154
415,13.833,Left,0.996437,0.199319,0.225661
415,13.833,Right,1.78313,0.352718,0.399988
416,13.867,Left,0.993492,0.198744,0.225007
416,13.867,Right,1.857596,0.367242,0.416493
417,13.9,Left,0.998825,0.199783,0.226189
417,13.9,Right,1.853779,0.366496,0.415645
418,13.933,Left,0.999069,0.199831,0.226243
418,13.933,Right,1.877532,0.371131,0.420913
419,13.967,Left,1.003631,0.200721,0.227254
419,13.967,Right,1.87285,0.370217,0.419874
420,14.0,Left,1.004055,0.200802,0.227347
420,14.0,Right,1.870525,0.369761,0.419356
421,14.033,Left,0.99647,0.199323,0.225666
421,14.033,Right,1.849436,0.365648,0.414682
422,14.067,Left,1.000136,0.200039,0.22648
422,14.067,Right,1.873237,0.37029,0.419957
423,14.1,Left,0.990803,0.198218,0.224411
423,14.1,Right,1.859574,0.367627,0.41693
424,14.133,Left,0.980067,0.196124,0.222031
424,14.133,Right,1.800733,0.356151,0.403889
425,14.167,Left,0.975749,0.195281,0.221073
425,14.167,Right,1.771735,0.350494,0.397461
426,14.2,Left,0.97281,0.194706,0.220419
426,14.2,Right,1.784927,0.353068,0.400386
427,14.233,Left,0.976461,0.195417,0.221228
427,14.233,Right,1.786736,0.353425,0.400791
428,14.267,Left,0.978371,0.195788,0.22165
428,14.267,Right,1.797402,0.355507,0.403156
429,14.3,Left,0.993478,0.198733,0.224997
429,14.3,Right,1.877602,0.371144,0.420928
430,14.333,Left,0.982425,0.196578,0.222548
430,14.333,Right,1.86046,0.367801,0.417128
431,14.367,Left,1.001422,0.200282,0.226757
431,14.367,Right,1.90973,0.377411,0.428049
432,14.4,Left,0.994883,0.199006,0.225307
432,14.4,Right,1.901021,0.375711,0.426117
433,14.433,Left,0.986924,0.197452,0.223541
433,14.433,Right,1.914603,0.378359,0.429127
434,14.467,Left,1.003344,0.200656,0.227182
434,14.467,Right,1.908841,0.377234,0.427849
435,14.5,Left,1.006612,0.201293,0.227906
435,14.5,Right,1.911887,0.377833,0.428528
436,14.533,Left,1.000838,0.200165,0.226625
436,14.533,Right,1.90891,0.377253,0.427869
437,14.567,Left,1.014899,0.202908,0.229742
437,14.567,Right,1.924475,0.38029,0.43132
438,14.6,Left,1.007555,0.201477,0.228116
438,14.6,Right,1.901784,0.375864,0.42629
439,14.633,Left,1.035971,0.207022,0.234416
439,14.633,Right,1.90951,0.377373,0.428005
440,14.667,Left,1.06399,0.212487,0.240626
440,14.667,Right,1.939588,0.38324,0.434672
441,14.7,Left,1.091063,0.217767,0.246627
441,14.7,Right,1.938695,0.383067,0.434475
442,14.733,Left,1.135877,0.226509,0.25656
442,14.733,Right,1.970482,0.389266,0.44152
443,14.767,Left,1.150739,0.229406,0.259853
443,14.767,Right,1.960253,0.387273,0.439255
444,14.8,Left,1.165268,0.232237,0.26307
444,14.8,Right,2.025824,0.400059,0.453785
445,14.833,Left,1.224253,0.243741,0.276144
445,14.833,Right,2.015072,0.397963,0.451403
446,14.867,Left,1.22417,0.243728,0.276129
446,14.867,Right,2.02291,0.399492,0.45314
447,14.9,Left,1.218034,0.242531,0.274768
447,14.9,Right,1.991842,0.393434,0.446256
448,14.933,Left,1.27601,0.253838,0.287618
448,14.933,Right,1.995323,0.39411,0.447025
449,14.967,Left,1.290683,0.256697,0.290867
449,14.967,Right,1.9992,0.394869,0.447887
450,15.0,Left,1.291757,0.256909,0.291107
450,15.0,Right,1.949121,0.385097,0.436783
451,15.033,Left,1.311305,0.260722,0.29544
451,15.033,Right,1.940024,0.383324,0.434767
452,15.067,Left,1.304347,0.259365,0.293899
452,15.067,Right,1.939991,0.383318,0.434761
453,15.1,Left,1.320688,0.262552,0.29752
453,15.1,Right,1.96023,0.387265,0.439246
454,15.133,Left,1.339009,0.266124,0.301579
454,15.133,Right,1.955159,0.386277,0.438123
455,15.167,Left,1.350577,0.26838,0.304143
455,15.167,Right,1.935471,0.382436,0.433759
456,15.2,Left,1.310571,0.260579,0.295278
456,15.2,Right,1.98723,0.392531,0.445231
457,15.233,Left,1.304079,0.259313,0.293839
457,15.233,Right,1.987761,0.392637,0.44535
458,15.267,Left,1.295482,0.257637,0.291934
458,15.267,Right,1.981131,0.391346,0.443883
459,15.3,Left,1.305443,0.259579,0.294141
459,15.3,Right,2.001671,0.395347,0.448431
460,15.333,Left,1.252594,0.249273,0.282429
460,15.333,Right,2.022517,0.399413,0.453051
461,15.367,Left,1.226928,0.244265,0.276739
461,15.367,Right,1.985011,0.3921,0.44474
462,15.4,Left,1.191479,0.237349,0.26888
462,15.4,Right,1.991638,0.39339,0.446206
463,15.433,Left,1.123686,0.224127,0.253854
463,15.433,Right,2.005143,0.396026,0.449202
464,15.467,Left,1.036181,0.207058,0.234458
464,15.467,Right,2.01521,0.397986,0.45143
465,15.5,Left,1.014693,0.202868,0.229696
465,15.5,Right,2.0119,0.39734,0.450696
466,15.533,Left,0.954141,0.19106,0.216277
466,15.533,Right,2.016212,0.398182,0.451652
467,15.567,Left,0.924415,0.185258,0.209685
467,15.567,Right,2.052222,0.405204,0.459632
468,15.6,Left,0.911668,0.182773,0.206861
468,15.6,Right,2.062853,0.407276,0.461987
469,15.633,Left,0.949274,0.190114,0.215202
469,15.633,Right,2.038144,0.402457,0.456511
470,15.667,Left,0.958794,0.191971,0.217312
470,15.667,Right,2.054987,0.405741,0.460243
471,15.7,Left,0.952255,0.190699,0.215866
471,15.7,Right,2.054328,0.405614,0.460099
472,15.733,Left,0.960265,0.192262,0.217642
472,15.733,Right,2.03942,0.402707,0.456795
473,15.767,Left,0.970079,0.194173,0.219814
473,15.767,Right,2.059014,0.406528,0.461137
474,15.8,Left,0.967611,0.193689,0.219264
474,15.8,Right,2.019176,0.398757,0.452306
475,15.833,Left,0.967094,0.193588,0.219149
475,15.833,Right,2.004832,0.395956,0.449124
476,15.867,Left,0.975886,0.195301,0.221097
476,15.867,Right,2.007025,0.396388,0.449614
477,15.9,Left,0.982749,0.196641,0.222619
477,15.9,Right,1.999943,0.395005,0.448043
478,15.933,Left,0.983086,0.196706,0.222694
478,15.933,Right,1.978057,0.390734,0.44319
479,15.967,Left,0.985621,0.197202,0.223256
479,15.967,Right,2.019608,0.398839,0.4524
480,16.0,Left,0.981402,0.196378,0.222321
480,16.0,Right,1.955932,0.38642,0.438287
481,16.033,Left,0.971187,0.194387,0.220058
481,16.033,Right,2.007913,0.396559,0.449809
482,16.067,Left,0.961253,0.192448,0.217855
482,16.067,Right,2.003348,0.39567,0.448799
483,16.1,Left,0.952656,0.190771,0.215949
483,16.1,Right,1.936325,0.382596,0.433941
484,16.133,Left,0.957734,0.191762,0.217075
484,16.133,Right,1.942477,0.383796,0.435305
485,16.167,Left,0.95522,0.191271,0.216517
485,16.167,Right,1.848821,0.365532,0.41455
486,16.2,Left,0.964491,0.193079,0.218572
486,16.2,Right,1.855298,0.366793,0.415984
487,16.233,Left,0.963042,0.192797,0.218251
487,16.233,Right,1.8315,0.362152,0.410709
488,16.267,Left,0.964538,0.19309,0.218583
488,16.267,Right,1.840174,0.363843,0.412631
489,16.3,Left,0.963373,0.192861,0.218324
489,16.3,Right,1.821019,0.360108,0.408386
490,16.333,Left,0.964403,0.193062,0.218552
490,16.333,Right,1.841312,0.364066,0.412884
491,16.367,Left,0.959714,0.192148,0.217513
491,16.367,Right,1.838182,0.363455,0.41219
492,16.4,Left,0.962865,0.192763,0.218213
492,16.4,Right,1.881588,0.37192,0.421809
493,16.433,Left,0.964609,0.193104,0.2186
493,16.433,Right,1.887378,0.373048,0.423091
494,16.467,Left,0.962065,0.192609,0.218037
494,16.467,Right,1.865194,0.368723,0.418176
495,16.5,Left,0.963464,0.192881,0.218346
495,16.5,Right,1.867646,0.369201,0.418719
496,16.533,Left,0.963148,0.192818,0.218275
496,16.533,Right,1.91884,0.379184,0.430064
497,16.567,Left,0.965434,0.193264,0.218782
497,16.567,Right,1.892251,0.373998,0.424171
498,16.6,Left,0.967083,0.193587,0.219148
498,16.6,Right,1.927571,0.380887,0.432
499,16.633,Left,0.963064,0.192803,0.218258
499,16.633,Right,1.939457,0.383204,0.434633
500,16.667,Left,0.969408,0.194041,0.219664
500,16.667,Right,1.915658,0.378563,0.429359
501,16.7,Left,0.968455,0.193856,0.219454
501,16.7,Right,1.977693,0.390665,0.443111
502,16.733,Left,0.985543,0.197189,0.223241
502,16.733,Right,1.980862,0.391282,0.443812
503,16.767,Left,0.982528,0.196601,0.222573
503,16.767,Right,1.977975,0.390717,0.443171
504,16.8,Left,0.975164,0.195165,0.220941
504,16.8,Right,1.952147,0.385679,0.437446
505,16.833,Left,0.975422,0.195215,0.220998
505,16.833,Right,1.982515,0.391603,0.444178
506,16.867,Left,0.978344,0.195785,0.221646
506,16.867,Right,1.963451,0.387885,0.439952
507,16.9,Left,0.978327,0.195782,0.221642
507,16.9,Right,1.968771,0.388923,0.441132
508,16.933,Left,0.984611,0.197007,0.223035
508,16.933,Right,1.959035,0.387023,0.438973
509,16.967,Left,0.985425,0.197166,0.223215
509,16.967,Right,1.963405,0.387876,0.439942
510,17.0,Left,0.983118,0.196716,0.222704
510,17.0,Right,1.957386,0.386702,0.438608
511,17.033,Left,0.98217,0.196532,0.222495
511,17.033,Right,1.953062,0.385858,0.437649
512,17.067,Left,0.983511,0.196793,0.222792
512,17.067,Right,1.957876,0.386797,0.438716
513,17.1,Left,0.982819,0.196658,0.222638
513,17.1,Right,1.967009,0.388578,0.44074
514,17.133,Left,0.982755,0.196645,0.222624
514,17.133,Right,1.927145,0.380803,0.431904
515,17.167,Left,0.981473,0.196395,0.22234
515,17.167,Right,1.942632,0.383823,0.435337
516,17.2,Left,0.983322,0.196756,0.222749
516,17.2,Right,1.957146,0.386654,0.438553
517,17.233,Left,0.98458,0.197001,0.223028
517,17.233,Right,1.930385,0.381436,0.432623
518,17.267,Left,0.983683,0.196826,0.222829
518,17.267,Right,1.963617,0.387916,0.439988
519,17.3,Left,0.982716,0.196637,0.222614
519,17.3,Right,1.952627,0.385773,0.437552
520,17.333,Left,0.981114,0.196325,0.222259
520,17.333,Right,1.960236,0.387257,0.439238
521,17.367,Left,0.984639,0.197012,0.223041
521,17.367,Right,1.951826,0.385617,0.437375
522,17.4,Left,0.980148,0.196137,0.222046
522,17.4,Right,1.971631,0.389479,0.441764
523,17.433,Left,0.991704,0.198391,0.224607
523,17.433,Right,1.944146,0.384119,0.435672
524,17.467,Left,0.998024,0.199623,0.226007
524,17.467,Right,1.954277,0.386096,0.437919
525,17.5,Left,0.999634,0.199937,0.226364
525,17.5,Right,1.95798,0.386817,0.438739
526,17.533,Left,0.996596,0.199344,0.225691
526,17.533,Right,1.917437,0.37891,0.429754
527,17.567,Left,0.995262,0.199084,0.225395
527,17.567,Right,1.960024,0.387216,0.439192
528,17.6,Left,1.003391,0.20067,0.227197
528,17.6,Right,1.956188,0.386469,0.438343
529,17.633,Left,1.005947,0.201169,0.227764
529,17.633,Right,1.963256,0.387847,0.439909
530,17.667,Left,1.004172,0.200823,0.227371
530,17.667,Right,1.959195,0.387055,0.439009
531,17.7,Left,1.008572,0.201681,0.228346
531,17.7,Right,1.965035,0.388195,0.440304
532,17.733,Left,1.020319,0.203971,0.230949
532,17.733,Right,1.978452,0.390811,0.443278
533,17.767,Left,1.018554,0.203627,0.230558
533,17.767,Right,1.963909,0.387978,0.440057
534,17.8,Left,1.018432,0.203604,0.230531
534,17.8,Right,1.958993,0.387019,0.438968
535,17.833,Left,1.020583,0.204023,0.231008
535,17.833,Right,1.965234,0.388236,0.440351
536,17.867,Left,1.025262,0.204936,0.232045
536,17.867,Right,1.952075,0.38567,0.437434
537,17.9,Left,1.02921,0.205705,0.232919
537,17.9,Right,1.963967,0.387987,0.440068
538,17.933,Left,1.021509,0.204202,0.231211
538,17.933,Right,1.982864,0.391673,0.444257
539,17.967,Left,1.018366,0.203589,0.230515
539,17.967,Right,1.969281,0.389024,0.441247
540,18.0,Left,1.030084,0.205872,0.23311
540,18.0,Right,1.987382,0.392553,0.445257
541,18.033,Left,1.023863,0.204661,0.231733
541,18.033,Right,1.99814,0.39465,0.44764
542,18.067,Left,1.028392,0.205543,0.232736
542,18.067,Right,1.892629,0.374073,0.424257
543,18.1,Left,1.042127,0.208222,0.23578
543,18.1,Right,1.872222,0.370092,0.419733
544,18.133,Left,1.038574,0.207529,0.234992
544,18.133,Right,1.835729,0.362976,0.411646
545,18.167,Left,1.025554,0.204989,0.232106
545,18.167,Right,1.886932,0.372961,0.422993
546,18.2,Left,1.023038,0.204497,0.231547
546,18.2,Right,1.870651,0.369786,0.419385
547,18.233,Left,1.019145,0.203738,0.230685
547,18.233,Right,1.865806,0.368842,0.418311
548,18.267,Left,1.001785,0.200353,0.226838
548,18.267,Right,1.864238,0.368538,0.417966
549,18.3,Left,0.993006,0.198645,0.224896
549,18.3,Right,1.851012,0.365959,0.415035
550,18.333,Left,0.981409,0.196384,0.222326
550,18.333,Right,1.850923,0.365943,0.415016
551,18.367,Left,0.948403,0.189948,0.215013
551,18.367,Right,1.805477,0.357077,0.404941
552,18.4,Left,0.949735,0.190207,0.215307
552,18.4,Right,1.852185,0.366186,0.415293
553,18.433,Left,0.946634,0.189601,0.214618
553,18.433,Right,1.837417,0.363304,0.412019
554,18.467,Left,0.951919,0.190632,0.21579
554,18.467,Right,1.808347,0.357633,0.405575
555,18.5,Left,0.955584,0.191348,0.216603
555,18.5,Right,1.745395,0.345356,0.391622
556,18.533,Left,0.956535,0.191532,0.216813
556,18.533,Right,1.745359,0.345351,0.391616
557,18.567,Left,0.9616,0.192522,0.217937
557,18.567,Right,1.765076,0.349196,0.395986
558,18.6,Left,0.971155,0.194384,0.220054
558,18.6,Right,1.802729,0.356539,0.404331
559,18.633,Left,0.973739,0.194888,0.220626
559,18.633,Right,1.777567,0.351633,0.398756
560,18.667,Left,0.968365,0.193839,0.219434
560,18.667,Right,1.758853,0.347982,0.394607
561,18.7,Left,0.966164,0.193409,0.218946
561,18.7,Right,1.788482,0.353761,0.401173
562,18.733,Left,0.967365,0.193643,0.219212
562,18.733,Right,1.828875,0.361641,0.410128
563,18.767,Left,0.96215,0.192627,0.218057
563,18.767,Right,1.834146,0.362668,0.411295
564,18.8,Left,0.959106,0.192031,0.21738
564,18.8,Right,1.817335,0.35939,0.40757
565,18.833,Left,0.963203,0.192831,0.218289
565,18.833,Right,1.861688,0.368038,0.417398
566,18.867,Left,0.962636,0.19272,0.218163
566,18.867,Right,1.827839,0.361438,0.409897
567,18.9,Left,0.955461,0.19132,0.216573
567,18.9,Right,1.815423,0.359016,0.407145
568,18.933,Left,0.970114,0.194179,0.219821
568,18.933,Right,1.837873,0.363394,0.41212
569,18.967,Left,0.972447,0.194635,0.220339
569,18.967,Right,1.887266,0.373026,0.423067
570,19.0,Left,0.96961,0.19408,0.219709
570,19.0,Right,1.848336,0.365435,0.414439
571,19.033,Left,0.979708,0.196051,0.221948
571,19.033,Right,1.834251,0.362687,0.411318
572,19.067,Left,1.002978,0.200588,0.227104
572,19.067,Right,1.871947,0.370039,0.419672
573,19.1,Left,1.015967,0.20312,0.229982
573,19.1,Right,1.865809,0.368842,0.418311
574,19.133,Left,1.026473,0.205169,0.23231
574,19.133,Right,1.868617,0.36939,0.418935
575,19.167,Left,1.026032,0.205083,0.232213
575,19.167,Right,1.85204,0.366156,0.41526
576,19.2,Left,1.026091,0.205094,0.232226
576,19.2,Right,1.859416,0.367595,0.416894
577,19.233,Left,1.02862,0.205587,0.232786
577,19.233,Right,1.883425,0.372278,0.422216
578,19.267,Left,1.048771,0.209517,0.237252
578,19.267,Right,1.875162,0.370666,0.420385
579,19.3,Left,1.066581,0.21299,0.241198
579,19.3,Right,1.863548,0.368401,0.41781
580,19.333,Left,1.079743,0.215558,0.244117
580,19.333,Right,1.813066,0.358555,0.406622
581,19.367,Left,1.086645,0.216904,0.245646
581,19.367,Right,1.80369,0.356727,0.404544
582,19.4,Left,1.086822,0.216938,0.245685
582,19.4,Right,1.811945,0.358337,0.406374
583,19.433,Left,1.081795,0.215958,0.244571
583,19.433,Right,1.839895,0.363788,0.412568
584,19.467,Left,1.077422,0.215106,0.243603
584,19.467,Right,1.834979,0.36283,0.41148
585,19.5,Left,1.068788,0.213421,0.241688
585,19.5,Right,1.866222,0.368924,0.418404
586,19.533,Left,1.06928,0.21352,0.2418
586,19.533,Right,1.864703,0.368627,0.418067
587,19.567,Left,1.057003,0.211126,0.23908
