camera,model,N,n_views,median_rel_err_pct
brics-odroid-027_cam1,pf_uncentered,1,5,18.51840751546723
brics-odroid-027_cam1,pf_uncentered,2,5,18.518407515467228
brics-odroid-027_cam1,pf_uncentered,4,5,18.864045713680685
brics-odroid-027_cam1,pf_uncentered,8,5,18.799554685555
brics-odroid-028_cam0,anycalib_gen,1,5,10.90360144485226
brics-odroid-028_cam0,anycalib_gen,2,5,10.90360144485226
brics-odroid-028_cam0,anycalib_gen,4,5,10.701576535590407
brics-odroid-028_cam0,anycalib_gen,8,5,10.049055782414788
brics-odroid-028_cam0,geocalib_distorted,1,5,25.933092823953928
brics-odroid-028_cam0,geocalib_distorted,2,5,19.092402261542723
brics-odroid-028_cam0,geocalib_distorted,4,5,18.39451552021402
brics-odroid-028_cam0,geocalib_distorted,8,5,20.052511524560753
brics-odroid-028_cam0,pf_uncentered,1,5,66.49808970013282
brics-odroid-028_cam0,pf_uncentered,2,5,66.49808970013281
brics-odroid-028_cam0,pf_uncentered,4,5,66.22472591059108
brics-odroid-028_cam0,pf_uncentered,8,5,66.67318740542589
brics-odroid-029_cam0,anycalib_gen,1,4,10.809902039965735
brics-odroid-029_cam0,anycalib_gen,2,4,10.809902039965735
brics-odroid-029_cam0,anycalib_gen,4,4,10.884492034501795
brics-odroid-029_cam0,anycalib_gen,8,4,10.898745049071932
brics-odroid-029_cam0,geocalib_distorted,1,4,37.15993463592372
brics-odroid-029_cam0,geocalib_distorted,2,4,30.93576173269347
brics-odroid-029_cam0,geocalib_distorted,4,4,27.193284903031504
brics-odroid-029_cam0,geocalib_distorted,8,4,30.409627258383395
brics-odroid-029_cam0,pf_uncentered,1,4,65.88481596959821
brics-odroid-029_cam0,pf_uncentered,2,4,65.88481596959822
brics-odroid-029_cam0,pf_uncentered,4,4,65.7777443908326
brics-odroid-029_cam0,pf_uncentered,8,4,66.15015319318792
brics-odroid-029_cam1,anycalib_gen,1,4,9.333964710166896
brics-odroid-029_cam1,anycalib_gen,2,4,9.333964710166892
brics-odroid-029_cam1,anycalib_gen,4,4,9.244883320481325
brics-odroid-029_cam1,anycalib_gen,8,4,9.193631297467523
brics-odroid-029_cam1,geocalib_distorted,1,4,21.9131648585183
brics-odroid-029_cam1,geocalib_distorted,2,4,16.217662665964106
brics-odroid-029_cam1,geocalib_distorted,4,4,11.560257105756717
brics-odroid-029_cam1,geocalib_distorted,8,4,8.253141275155803
brics-odroid-029_cam1,pf_uncentered,1,4,73.44011322597021
brics-odroid-029_cam1,pf_uncentered,2,4,73.44011322597021
brics-odroid-029_cam1,pf_uncentered,4,4,75.23998201682916
brics-odroid-029_cam1,pf_uncentered,8,4,76.70897107112717
brics-odroid-030_cam0,anycalib_gen,1,5,17.21047154727983
brics-odroid-030_cam0,anycalib_gen,2,5,17.210471547279834
brics-odroid-030_cam0,anycalib_gen,4,5,17.520412574528862
brics-odroid-030_cam0,anycalib_gen,8,5,17.63149507503447
brics-odroid-030_cam0,geocalib_distorted,1,5,20.56583058900962
brics-odroid-030_cam0,geocalib_distorted,2,5,15.313641797432592
brics-odroid-030_cam0,geocalib_distorted,4,5,15.399593803136778
brics-odroid-030_cam0,geocalib_distorted,8,5,14.727251613839826
brics-odroid-030_cam0,pf_uncentered,1,5,21.83511486827178
brics-odroid-030_cam0,pf_uncentered,2,5,21.83511486827178
brics-odroid-030_cam0,pf_uncentered,4,5,21.165938658625887
brics-odroid-030_cam0,pf_uncentered,8,5,21.132154985722497
brics-odroid-030_cam1,anycalib_gen,1,5,15.64040206964129
brics-odroid-030_cam1,anycalib_gen,2,5,15.640402069641286
brics-odroid-030_cam1,anycalib_gen,4,5,15.151230323876776
brics-odroid-030_cam1,anycalib_gen,8,5,15.300349038320427
brics-odroid-030_cam1,geocalib_distorted,1,5,8.307457461004649
brics-odroid-030_cam1,geocalib_distorted,2,5,8.30745746100465
brics-odroid-030_cam1,geocalib_distorted,4,5,7.680161845030686
brics-odroid-030_cam1,geocalib_distorted,8,5,7.456675101068974
brics-odroid-030_cam1,pf_uncentered,1,5,22.06438220621895
brics-odroid-030_cam1,pf_uncentered,2,5,22.064382206218948
brics-odroid-030_cam1,pf_uncentered,4,5,22.466646392093462
brics-odroid-030_cam1,pf_uncentered,8,5,23.19013005422702
