model,n_views,pct_views_all_frames_same_error_sign,total_mean_sq_log_err,bias_component,within_component,bias_fraction_pct,within_fraction_pct,median_abs_view_bias_pct,p90_abs_view_bias_pct,median_within_view_std_pct,p90_within_view_std_pct
anycalib_gen,175,91.42857142857143,0.01707819860943779,0.01675019210993587,0.0003280064995019218,98.07938467631675,1.920615323683249,9.633193027957422,18.32308383230698,1.4254224802789053,2.838876949587651
geocalib_distorted,175,63.42857142857142,0.15226159699179395,0.0812862491402399,0.07097534785155403,53.38591657134712,46.61408342865286,11.563091681082582,40.08156287548998,4.658733939359946,40.02320760394629
pf_uncentered,175,82.85714285714286,0.09628105446102887,0.09243013483852272,0.0038509196225061265,96.00033501495886,3.999664985041103,23.401658890249966,64.73321736753168,4.606053869704323,8.871475761490263
