model,slot0_median_centred_log_err_pct,slot1_median_centred_log_err_pct,slot2_median_centred_log_err_pct,slot3_median_centred_log_err_pct,slot4_median_centred_log_err_pct,slot5_median_centred_log_err_pct,slot6_median_centred_log_err_pct,slot7_median_centred_log_err_pct
anycalib_gen,0.006908429683984835,0.03730323526097146,0.03158881181715284,-0.09059072894105555,-0.13979467817583272,0.11478170953650724,-0.167088222938655,-0.032520522444486055
geocalib_distorted,0.4968409343913821,0.26990572426837806,-0.11005223161048919,-0.11071373193259071,-0.13153838187321687,0.0009533032315170442,-0.1871941605652641,-1.230114612602291
pf_uncentered,-0.5604632634023443,0.12967011816779617,0.4126029937001542,0.6907039137637918,0.8571424707995934,0.2822014310872617,-0.06233698168994217,-1.4713193470720352
